Human	ChrHuman	Macaque	ChrMacaque
ENSG00000162971	2	ENSMMUG00000023167	12
ENSG00000162972	2	ENSMMUG00000023168	12
ENSG00000162975	2	ENSMMUG00000002825	13
ENSG00000162976	2	ENSMMUG00000022785	13
ENSG00000162980	2	ENSMMUG00000010521	12
ENSG00000162981	2	ENSMMUG00000004215	13
ENSG00000162989	2	ENSMMUG00000007096	12
ENSG00000162992	2	ENSMMUG00000008296	12
ENSG00000162994	2	ENSMMUG00000011346	13
ENSG00000162998	2	ENSMMUG00000014396	12
ENSG00000162999	2	ENSMMUG00000047996	12
ENSG00000163001	2	ENSMMUG00000007000	13
ENSG00000163002	2	ENSMMUG00000004140	12
ENSG00000163006	2	ENSMMUG00000021024	13
ENSG00000163012	2	ENSMMUG00000004022	12
ENSG00000163013	2	ENSMMUG00000047722	13
ENSG00000163017	2	ENSMMUG00000017683	13
ENSG00000163026	2	ENSMMUG00000012340	13
ENSG00000163029	2	ENSMMUG00000012056	13
ENSG00000163032	2	ENSMMUG00000040529	13
ENSG00000163046	2	ENSMMUG00000004397	KQ738522.1
ENSG00000163050	1	ENSMMUG00000008636	1
ENSG00000163053	2	ENSMMUG00000008591	12
ENSG00000163069	4	ENSMMUG00000046047	5
ENSG00000163071	4	ENSMMUG00000018943	5
ENSG00000163072	2	ENSMMUG00000019968	12
ENSG00000163075	2	ENSMMUG00000011129	12
ENSG00000163082	2	ENSMMUG00000007684	12
ENSG00000163083	2	ENSMMUG00000043146	12
ENSG00000163092	2	ENSMMUG00000013251	12
ENSG00000163104	4	ENSMMUG00000022242	5
ENSG00000163106	4	ENSMMUG00000022244	5
ENSG00000163110	4	ENSMMUG00000022246	5
ENSG00000163116	4	ENSMMUG00000013502	5
ENSG00000163121	2	ENSMMUG00000000006	13
ENSG00000163125	1	ENSMMUG00000007303	1
ENSG00000163126	2	ENSMMUG00000007591	13
ENSG00000163131	1	ENSMMUG00000010670	1
ENSG00000163138	4	ENSMMUG00000017670	5
ENSG00000163141	1	ENSMMUG00000010071	1
ENSG00000163145	4	ENSMMUG00000047579	5
ENSG00000163154	1	ENSMMUG00000007897	1
ENSG00000163155	1	ENSMMUG00000007898	1
ENSG00000163156	1	ENSMMUG00000007900	1
ENSG00000163157	1	ENSMMUG00000007903	1
ENSG00000163159	1	ENSMMUG00000007905	1
ENSG00000163166	2	ENSMMUG00000002799	12
ENSG00000163170	2	ENSMMUG00000049122	13
ENSG00000163171	2	ENSMMUG00000007906	13
ENSG00000163206	1	ENSMMUG00000017740	1
ENSG00000163207	1	ENSMMUG00000042618	1
ENSG00000163214	2	ENSMMUG00000021066	13
ENSG00000163217	2	ENSMMUG00000015055	13
ENSG00000163218	1	ENSMMUG00000006865	1
ENSG00000163219	2	ENSMMUG00000015052	13
ENSG00000163220	1	ENSMMUG00000006868	1
ENSG00000163221	1	ENSMMUG00000004830	1
ENSG00000163235	2	ENSMMUG00000010591	13
ENSG00000163239	1	ENSMMUG00000019545	1
ENSG00000163251	2	ENSMMUG00000048510	12
ENSG00000163254	2	ENSMMUG00000011728	12
ENSG00000163257	4	ENSMMUG00000018069	5
ENSG00000163263	1	ENSMMUG00000010807	1
ENSG00000163273	2	ENSMMUG00000006981	12
ENSG00000163281	4	ENSMMUG00000009273	5
ENSG00000163285	4	ENSMMUG00000012820	5
ENSG00000163291	4	ENSMMUG00000014501	5
ENSG00000163293	4	ENSMMUG00000018625	5
ENSG00000163295	2	ENSMMUG00000016871	12
ENSG00000163297	4	ENSMMUG00000003333	5
ENSG00000163312	4	ENSMMUG00000015350	5
ENSG00000163319	4	ENSMMUG00000015353	5
ENSG00000163320	3	ENSMMUG00000047994	2
ENSG00000163322	4	ENSMMUG00000030337	5
ENSG00000163328	2	ENSMMUG00000021012	12
ENSG00000163331	2	ENSMMUG00000022389	12
ENSG00000163344	1	ENSMMUG00000042907	1
ENSG00000163346	1	ENSMMUG00000006576	1
ENSG00000163347	3	ENSMMUG00000001915	2
ENSG00000163348	1	ENSMMUG00000006579	1
ENSG00000163349	1	ENSMMUG00000021535	1
ENSG00000163354	1	ENSMMUG00000023336	1
ENSG00000163357	1	ENSMMUG00000023339	1
ENSG00000163359	2	ENSMMUG00000014049	12
ENSG00000163374	1	ENSMMUG00000018075	KQ734838.1
ENSG00000163376	3	ENSMMUG00000049226	2
ENSG00000163377	3	ENSMMUG00000020918	2
ENSG00000163378	3	ENSMMUG00000011090	2
ENSG00000163380	3	ENSMMUG00000008628	2
ENSG00000163382	1	ENSMMUG00000002623	1
ENSG00000163389	3	ENSMMUG00000012012	2
ENSG00000163393	1	ENSMMUG00000011860	1
ENSG00000163395	1	ENSMMUG00000013504	1
ENSG00000163399	1	ENSMMUG00000008151	1
ENSG00000163406	3	ENSMMUG00000001049	2
ENSG00000163412	3	ENSMMUG00000007780	2
ENSG00000163421	3	ENSMMUG00000018494	2
ENSG00000163424	3	ENSMMUG00000008078	2
ENSG00000163428	3	ENSMMUG00000000075	2
ENSG00000163430	3	ENSMMUG00000002925	2
ENSG00000163431	1	ENSMMUG00000001923	1
ENSG00000163435	1	ENSMMUG00000001929	1
ENSG00000163440	4	ENSMMUG00000006271	5
ENSG00000163444	1	ENSMMUG00000022267	2
ENSG00000163449	2	ENSMMUG00000040279	12
ENSG00000163453	4	ENSMMUG00000014011	5
ENSG00000163462	1	ENSMMUG00000012182	1
ENSG00000163463	1	ENSMMUG00000048503	1
ENSG00000163464	2	ENSMMUG00000019351	12
ENSG00000163466	2	ENSMMUG00000022808	12
ENSG00000163467	1	ENSMMUG00000004369	1
ENSG00000163468	1	ENSMMUG00000019034	1
ENSG00000163479	1	ENSMMUG00000013495	1
ENSG00000163481	2	ENSMMUG00000006743	12
ENSG00000163482	2	ENSMMUG00000006744	12
ENSG00000163485	1	ENSMMUG00000008714	1
ENSG00000163491	3	ENSMMUG00000019324	2
ENSG00000163492	2	ENSMMUG00000019689	12
ENSG00000163501	2	ENSMMUG00000000785	12
ENSG00000163507	3	ENSMMUG00000000894	2
ENSG00000163510	2	ENSMMUG00000020642	12
ENSG00000163512	3	ENSMMUG00000000056	2
ENSG00000163513	3	ENSMMUG00000010031	2
ENSG00000163516	2	ENSMMUG00000014510	12
ENSG00000163517	3	ENSMMUG00000001369	2
ENSG00000163518	1	ENSMMUG00000008973	1
ENSG00000163519	3	ENSMMUG00000002746	2
ENSG00000163520	3	ENSMMUG00000017659	2
ENSG00000163521	2	ENSMMUG00000019624	12
ENSG00000163527	3	ENSMMUG00000008608	2
ENSG00000163530	3	ENSMMUG00000022112	2
ENSG00000163531	1	ENSMMUG00000017508	1
ENSG00000163534	1	ENSMMUG00000019833	1
ENSG00000163536	3	ENSMMUG00000005939	2
ENSG00000163539	3	ENSMMUG00000031438	2
ENSG00000163541	2	ENSMMUG00000000908	13
ENSG00000163545	1	ENSMMUG00000018584	1
ENSG00000163554	1	ENSMMUG00000000730	1
ENSG00000163558	3	ENSMMUG00000011222	2
ENSG00000163563	1	ENSMMUG00000018454	1
ENSG00000163564	1	ENSMMUG00000004488	1
ENSG00000163565	1	ENSMMUG00000004490	1
ENSG00000163568	1	ENSMMUG00000004492	1
ENSG00000163576	3	ENSMMUG00000018836	2
ENSG00000163577	3	ENSMMUG00000022880	2
ENSG00000163581	3	ENSMMUG00000014385	2
ENSG00000163584	3	ENSMMUG00000022881	2
ENSG00000163586	2	ENSMMUG00000042446	13
ENSG00000163590	3	ENSMMUG00000003540	2
ENSG00000163596	2	ENSMMUG00000017364	12
ENSG00000163599	2	ENSMMUG00000015903	12
ENSG00000163600	2	ENSMMUG00000002648	12
ENSG00000163602	3	ENSMMUG00000042444	2
ENSG00000163606	3	ENSMMUG00000003199	2
ENSG00000163607	3	ENSMMUG00000014874	2
ENSG00000163608	3	ENSMMUG00000014876	2
ENSG00000163611	3	ENSMMUG00000013451	2
ENSG00000163617	3	ENSMMUG00000001949	2
ENSG00000163618	3	ENSMMUG00000031902	2
ENSG00000163623	4	ENSMMUG00000021161	5
ENSG00000163624	4	ENSMMUG00000021162	5
ENSG00000163625	4	ENSMMUG00000021164	5
ENSG00000163626	4	ENSMMUG00000000789	5
ENSG00000163629	4	ENSMMUG00000003726	5
ENSG00000163630	3	ENSMMUG00000023718	2
ENSG00000163631	4	ENSMMUG00000003827	5
ENSG00000163632	3	ENSMMUG00000012780	2
ENSG00000163634	3	ENSMMUG00000012783	2
ENSG00000163635	3	ENSMMUG00000001508	2
ENSG00000163636	3	ENSMMUG00000001509	2
ENSG00000163637	3	ENSMMUG00000001513	2
ENSG00000163638	3	ENSMMUG00000000265	2
ENSG00000163644	4	ENSMMUG00000004561	5
ENSG00000163645	3	ENSMMUG00000017509	2
ENSG00000163646	3	ENSMMUG00000021451	2
ENSG00000163655	3	ENSMMUG00000007324	2
ENSG00000163659	3	ENSMMUG00000000366	2
ENSG00000163660	3	ENSMMUG00000016497	2
ENSG00000163666	3	ENSMMUG00000007224	2
ENSG00000163673	3	ENSMMUG00000006812	2
ENSG00000163681	3	ENSMMUG00000004800	2
ENSG00000163683	4	ENSMMUG00000020324	5
ENSG00000163686	3	ENSMMUG00000006315	2
ENSG00000163687	3	ENSMMUG00000011235	2
ENSG00000163689	3	ENSMMUG00000021205	2
ENSG00000163694	4	ENSMMUG00000012036	5
ENSG00000163697	4	ENSMMUG00000012563	5
ENSG00000163701	3	ENSMMUG00000018281	2
ENSG00000163702	3	ENSMMUG00000018282	2
ENSG00000163703	3	ENSMMUG00000018285	2
ENSG00000163704	3	ENSMMUG00000018289	2
ENSG00000163705	3	ENSMMUG00000008969	2
ENSG00000163710	3	ENSMMUG00000012406	2
ENSG00000163714	3	ENSMMUG00000002775	2
ENSG00000163719	3	ENSMMUG00000007808	2
ENSG00000163728	3	ENSMMUG00000019656	2
ENSG00000163736	4	ENSMMUG00000042371	5
ENSG00000163737	4	ENSMMUG00000042005	5
ENSG00000163738	4	ENSMMUG00000015554	5
ENSG00000163739	4	ENSMMUG00000042117	5
ENSG00000163743	4	ENSMMUG00000009177	5
ENSG00000163749	4	ENSMMUG00000020916	5
ENSG00000163751	3	ENSMMUG00000005519	2
ENSG00000163755	3	ENSMMUG00000005528	2
ENSG00000163762	3	ENSMMUG00000047621	2
ENSG00000163781	3	ENSMMUG00000000059	2
ENSG00000163785	3	ENSMMUG00000011270	2
ENSG00000163792	2	ENSMMUG00000015867	13
ENSG00000163793	2	ENSMMUG00000010506	13
ENSG00000163794	2	ENSMMUG00000010510	13
ENSG00000163798	2	ENSMMUG00000019748	13
ENSG00000163803	2	ENSMMUG00000008352	13
ENSG00000163806	2	ENSMMUG00000020562	13
ENSG00000163807	3	ENSMMUG00000023150	2
ENSG00000163808	3	ENSMMUG00000023151	2
ENSG00000163811	2	ENSMMUG00000022268	13
ENSG00000163812	3	ENSMMUG00000019740	2
ENSG00000163814	3	ENSMMUG00000005742	2
ENSG00000163815	3	ENSMMUG00000038108	2
ENSG00000163817	3	ENSMMUG00000010514	2
ENSG00000163818	3	ENSMMUG00000010516	2
ENSG00000163820	3	ENSMMUG00000023585	2
ENSG00000163823	3	ENSMMUG00000007506	2
ENSG00000163825	3	ENSMMUG00000042166	2
ENSG00000163832	3	ENSMMUG00000013385	2
ENSG00000163833	3	ENSMMUG00000013543	2
ENSG00000163840	3	ENSMMUG00000016383	2
ENSG00000163848	3	ENSMMUG00000001169	2
ENSG00000163864	3	ENSMMUG00000000287	2
ENSG00000163867	1	ENSMMUG00000005000	1
ENSG00000163870	3	ENSMMUG00000000756	2
ENSG00000163872	3	ENSMMUG00000008070	2
ENSG00000163873	1	ENSMMUG00000009679	1
ENSG00000163874	1	ENSMMUG00000010323	1
ENSG00000163875	1	ENSMMUG00000010328	1
ENSG00000163877	1	ENSMMUG00000041916	1
ENSG00000163879	1	ENSMMUG00000008418	1
ENSG00000163882	3	ENSMMUG00000007524	2
ENSG00000163884	3	ENSMMUG00000003721	2
ENSG00000163885	3	ENSMMUG00000004192	2
ENSG00000163888	3	ENSMMUG00000018956	2
ENSG00000163898	3	ENSMMUG00000046626	2
ENSG00000163900	3	ENSMMUG00000023815	2
ENSG00000163902	3	ENSMMUG00000018321	2
ENSG00000163904	3	ENSMMUG00000013018	2
ENSG00000163909	1	ENSMMUG00000018861	1
ENSG00000163913	3	ENSMMUG00000012727	2
ENSG00000163918	3	ENSMMUG00000003704	2
ENSG00000163923	3	ENSMMUG00000045578	2
ENSG00000163930	3	ENSMMUG00000016982	2
ENSG00000163931	3	ENSMMUG00000014433	2
ENSG00000163932	3	ENSMMUG00000007230	2
ENSG00000163933	3	ENSMMUG00000016197	2
ENSG00000163935	3	ENSMMUG00000014527	2
ENSG00000163938	3	ENSMMUG00000012511	2
ENSG00000163939	3	ENSMMUG00000017361	2
ENSG00000163946	3	ENSMMUG00000002820	2
ENSG00000163947	3	ENSMMUG00000010163	2
ENSG00000163950	4	ENSMMUG00000032303	5
ENSG00000163956	4	ENSMMUG00000023099	5
ENSG00000163958	3	ENSMMUG00000022673	2
ENSG00000163959	3	ENSMMUG00000022674	2
ENSG00000163960	3	ENSMMUG00000019100	2
ENSG00000163961	3	ENSMMUG00000004035	2
ENSG00000163964	3	ENSMMUG00000003774	2
ENSG00000163975	3	ENSMMUG00000016584	2
ENSG00000163982	4	ENSMMUG00000002782	5
ENSG00000163993	4	ENSMMUG00000021887	5
ENSG00000163995	4	ENSMMUG00000013984	5
ENSG00000164002	1	ENSMMUG00000020398	1
ENSG00000164008	1	ENSMMUG00000016111	1
ENSG00000164010	1	ENSMMUG00000047471	1
ENSG00000164011	1	ENSMMUG00000039460	1
ENSG00000164022	4	ENSMMUG00000015759	5
ENSG00000164023	4	ENSMMUG00000017834	5
ENSG00000164024	4	ENSMMUG00000011062	5
ENSG00000164031	4	ENSMMUG00000006831	5
ENSG00000164032	4	ENSMMUG00000038454	5
ENSG00000164035	4	ENSMMUG00000038085	5
ENSG00000164037	4	ENSMMUG00000011206	5
ENSG00000164038	4	ENSMMUG00000019083	5
ENSG00000164039	4	ENSMMUG00000019085	5
ENSG00000164040	4	ENSMMUG00000037904	5
ENSG00000164045	3	ENSMMUG00000020954	2
ENSG00000164047	3	ENSMMUG00000010655	2
ENSG00000164048	3	ENSMMUG00000021607	2
ENSG00000164049	3	ENSMMUG00000003079	2
ENSG00000164050	3	ENSMMUG00000003074	2
ENSG00000164051	3	ENSMMUG00000041032	2
ENSG00000164056	4	ENSMMUG00000001848	5
ENSG00000164061	3	ENSMMUG00000014537	2
ENSG00000164062	3	ENSMMUG00000014540	2
ENSG00000164066	4	ENSMMUG00000015241	5
ENSG00000164068	3	ENSMMUG00000014564	2
ENSG00000164070	4	ENSMMUG00000015245	5
ENSG00000164073	4	ENSMMUG00000022751	5
ENSG00000164074	4	ENSMMUG00000020931	5
ENSG00000164076	3	ENSMMUG00000016480	2
ENSG00000164077	3	ENSMMUG00000031811	2
ENSG00000164078	3	ENSMMUG00000003353	2
ENSG00000164080	3	ENSMMUG00000012002	2
ENSG00000164081	3	ENSMMUG00000012004	2
ENSG00000164082	3	ENSMMUG00000012005	2
ENSG00000164086	3	ENSMMUG00000005300	2
ENSG00000164087	3	ENSMMUG00000012485	2
ENSG00000164088	3	ENSMMUG00000008236	2
ENSG00000164089	4	ENSMMUG00000011903	5
ENSG00000164091	3	ENSMMUG00000008234	2
ENSG00000164093	4	ENSMMUG00000011322	5
ENSG00000164099	4	ENSMMUG00000015260	5
ENSG00000164100	4	ENSMMUG00000015259	5
ENSG00000164105	4	ENSMMUG00000002401	5
ENSG00000164106	4	ENSMMUG00000002399	5
ENSG00000164107	4	ENSMMUG00000048816	5
ENSG00000164111	4	ENSMMUG00000009194	5
ENSG00000164112	4	ENSMMUG00000001752	5
ENSG00000164113	4	ENSMMUG00000004572	5
ENSG00000164114	4	ENSMMUG00000016949	5
ENSG00000164116	4	ENSMMUG00000023244	5
ENSG00000164117	4	ENSMMUG00000002331	5
ENSG00000164118	4	ENSMMUG00000001743	5
ENSG00000164120	4	ENSMMUG00000020408	5
ENSG00000164122	4	ENSMMUG00000013736	5
ENSG00000164123	4	ENSMMUG00000003488	5
ENSG00000164124	4	ENSMMUG00000004448	5
ENSG00000164125	4	ENSMMUG00000008547	5
ENSG00000164128	4	ENSMMUG00000020241	5
ENSG00000164129	4	ENSMMUG00000020242	5
ENSG00000164134	4	ENSMMUG00000018184	5
ENSG00000164136	4	ENSMMUG00000019092	5
ENSG00000164142	4	ENSMMUG00000041800	5
ENSG00000164144	4	ENSMMUG00000018490	5
ENSG00000164151	5	ENSMMUG00000001063	6
ENSG00000164161	4	ENSMMUG00000007968	5
ENSG00000164162	4	ENSMMUG00000004432	5
ENSG00000164163	4	ENSMMUG00000004433	5
ENSG00000164164	4	ENSMMUG00000004437	5
ENSG00000164168	4	ENSMMUG00000004977	5
ENSG00000164169	4	ENSMMUG00000004979	5
ENSG00000164171	5	ENSMMUG00000020448	6
ENSG00000164175	5	ENSMMUG00000009574	6
ENSG00000164176	5	ENSMMUG00000007661	6
ENSG00000164180	5	ENSMMUG00000009319	6
ENSG00000164181	5	ENSMMUG00000014211	6
ENSG00000164182	5	ENSMMUG00000021813	6
ENSG00000164185	5	ENSMMUG00000021006	6
ENSG00000164187	5	ENSMMUG00000015223	6
ENSG00000164190	5	ENSMMUG00000022154	6
ENSG00000164197	5	ENSMMUG00000021130	6
ENSG00000164199	5	ENSMMUG00000018976	6
ENSG00000164209	5	ENSMMUG00000009624	6
ENSG00000164211	5	ENSMMUG00000008563	6
ENSG00000164219	5	ENSMMUG00000005018	6
ENSG00000164220	5	ENSMMUG00000022988	6
ENSG00000164221	5	ENSMMUG00000005023	6
ENSG00000164236	5	ENSMMUG00000001130	6
ENSG00000164237	5	ENSMMUG00000020113	6
ENSG00000164241	5	ENSMMUG00000037806	6
ENSG00000164244	5	ENSMMUG00000008202	6
ENSG00000164252	5	ENSMMUG00000021356	6
ENSG00000164253	5	ENSMMUG00000021361	6
ENSG00000164256	5	ENSMMUG00000003772	6
ENSG00000164258	5	ENSMMUG00000004861	6
ENSG00000164265	5	ENSMMUG00000017228	6
ENSG00000164266	5	ENSMMUG00000017227	6
ENSG00000164270	5	ENSMMUG00000016913	6
ENSG00000164283	5	ENSMMUG00000020169	6
ENSG00000164284	5	ENSMMUG00000021662	6
ENSG00000164287	5	ENSMMUG00000001600	6
ENSG00000164291	5	ENSMMUG00000001209	6
ENSG00000164292	5	ENSMMUG00000021165	6
ENSG00000164294	5	ENSMMUG00000001604	6
ENSG00000164296	5	ENSMMUG00000011553	6
ENSG00000164299	5	ENSMMUG00000020844	6
ENSG00000164300	5	ENSMMUG00000023533	6
ENSG00000164303	4	ENSMMUG00000016747	5
ENSG00000164304	6	ENSMMUG00000015575	4
ENSG00000164305	4	ENSMMUG00000029619	4
ENSG00000164306	4	ENSMMUG00000012175	5
ENSG00000164307	5	ENSMMUG00000002063	6
ENSG00000164308	5	ENSMMUG00000011043	6
ENSG00000164309	5	ENSMMUG00000020733	6
ENSG00000164318	5	ENSMMUG00000017163	6
ENSG00000164323	4	ENSMMUG00000015473	5
ENSG00000164325	5	ENSMMUG00000021099	6
ENSG00000164326	5	ENSMMUG00000015177	6
ENSG00000164327	5	ENSMMUG00000001611	6
ENSG00000164329	5	ENSMMUG00000020731	6
ENSG00000164330	5	ENSMMUG00000021696	6
ENSG00000164331	5	ENSMMUG00000023513	6
ENSG00000164332	5	ENSMMUG00000021700	6
ENSG00000164334	5	ENSMMUG00000018765	6
ENSG00000164338	5	ENSMMUG00000023514	6
ENSG00000164342	4	ENSMMUG00000021762	5
ENSG00000164344	4	ENSMMUG00000011633	5
ENSG00000164346	5	ENSMMUG00000011196	6
ENSG00000164347	5	ENSMMUG00000019998	6
ENSG00000164362	5	ENSMMUG00000010940	6
ENSG00000164363	5	ENSMMUG00000010938	6
ENSG00000164366	5	ENSMMUG00000040222	6
ENSG00000164393	6	ENSMMUG00000017954	4
ENSG00000164399	5	ENSMMUG00000016912	6
ENSG00000164400	5	ENSMMUG00000016915	6
ENSG00000164402	5	ENSMMUG00000010309	6
ENSG00000164403	5	ENSMMUG00000010312	6
ENSG00000164404	5	ENSMMUG00000044819	6
ENSG00000164406	5	ENSMMUG00000015638	6
ENSG00000164411	6	ENSMMUG00000022461	4
ENSG00000164414	6	ENSMMUG00000017028	4
ENSG00000164418	6	ENSMMUG00000009856	4
ENSG00000164430	6	ENSMMUG00000019606	4
ENSG00000164440	6	ENSMMUG00000019136	4
ENSG00000164442	6	ENSMMUG00000029445	4
ENSG00000164451	6	ENSMMUG00000007414	4
ENSG00000164458	6	ENSMMUG00000017047	4
ENSG00000164463	5	ENSMMUG00000005909	6
ENSG00000164465	6	ENSMMUG00000017558	4
ENSG00000164466	5	ENSMMUG00000005148	6
ENSG00000164483	6	ENSMMUG00000021499	4
ENSG00000164484	6	ENSMMUG00000006374	4
ENSG00000164485	6	ENSMMUG00000013562	4
ENSG00000164488	6	ENSMMUG00000004230	4
ENSG00000164494	6	ENSMMUG00000002271	4
ENSG00000164500	7	ENSMMUG00000043922	3
ENSG00000164506	6	ENSMMUG00000017082	4
ENSG00000164508	6	ENSMMUG00000039988	4
ENSG00000164509	5	ENSMMUG00000017394	6
ENSG00000164512	5	ENSMMUG00000009729	6
ENSG00000164530	6	ENSMMUG00000021977	4
ENSG00000164532	7	ENSMMUG00000012549	3
ENSG00000164535	7	ENSMMUG00000010292	3
ENSG00000164542	7	ENSMMUG00000010703	3
ENSG00000164543	7	ENSMMUG00000019022	3
ENSG00000164548	7	ENSMMUG00000006286	3
ENSG00000164574	5	ENSMMUG00000010615	6
ENSG00000164576	5	ENSMMUG00000010619	6
ENSG00000164591	5	ENSMMUG00000020679	6
ENSG00000164597	7	ENSMMUG00000015411	3
ENSG00000164600	7	ENSMMUG00000022699	3
ENSG00000164603	7	ENSMMUG00000015547	3
ENSG00000164604	7	ENSMMUG00000015548	3
ENSG00000164609	5	ENSMMUG00000023075	6
ENSG00000164611	5	ENSMMUG00000023077	6
ENSG00000164619	7	ENSMMUG00000017232	3
ENSG00000164620	5	ENSMMUG00000012591	6
ENSG00000164626	6	ENSMMUG00000008993	4
ENSG00000164627	6	ENSMMUG00000013651	4
ENSG00000164631	7	ENSMMUG00000012343	3
ENSG00000164638	7	ENSMMUG00000008219	3
ENSG00000164645	7	ENSMMUG00000015684	3
ENSG00000164647	7	ENSMMUG00000011602	3
ENSG00000164649	7	ENSMMUG00000022766	3
ENSG00000164651	7	ENSMMUG00000003722	3
ENSG00000164654	7	ENSMMUG00000000853	3
ENSG00000164659	7	ENSMMUG00000000480	3
ENSG00000164663	6	ENSMMUG00000012421	4
ENSG00000164675	7	ENSMMUG00000011536	3
ENSG00000164683	8	ENSMMUG00000002740	8
ENSG00000164684	8	ENSMMUG00000009969	8
ENSG00000164687	8	ENSMMUG00000031115	2
ENSG00000164690	7	ENSMMUG00000007356	3
ENSG00000164691	6	ENSMMUG00000011994	4
ENSG00000164692	7	ENSMMUG00000039654	3
ENSG00000164694	6	ENSMMUG00000000500	4
ENSG00000164695	8	ENSMMUG00000002625	8
ENSG00000164707	7	ENSMMUG00000016386	3
ENSG00000164708	7	ENSMMUG00000038027	3
ENSG00000164713	7	ENSMMUG00000013275	3
ENSG00000164715	7	ENSMMUG00000015477	3
ENSG00000164733	8	ENSMMUG00000019212	8
ENSG00000164742	7	ENSMMUG00000006421	3
ENSG00000164743	8	ENSMMUG00000005828	8
ENSG00000164744	7	ENSMMUG00000048740	3
ENSG00000164746	7	ENSMMUG00000007036	3
ENSG00000164749	8	ENSMMUG00000002774	8
ENSG00000164751	8	ENSMMUG00000044796	8
ENSG00000164754	8	ENSMMUG00000020285	8
ENSG00000164758	8	ENSMMUG00000002068	8
ENSG00000164761	8	ENSMMUG00000016485	8
ENSG00000164764	8	ENSMMUG00000023210	8
ENSG00000164776	7	ENSMMUG00000015276	3
ENSG00000164794	8	ENSMMUG00000018706	8
ENSG00000164796	8	ENSMMUG00000007342	8
ENSG00000164808	8	ENSMMUG00000013149	8
ENSG00000164815	7	ENSMMUG00000012066	3
ENSG00000164818	7	ENSMMUG00000018261	3
ENSG00000164823	8	ENSMMUG00000014518	8
ENSG00000164828	7	ENSMMUG00000017056	3
ENSG00000164830	8	ENSMMUG00000017845	8
ENSG00000164841	8	ENSMMUG00000016221	8
ENSG00000164849	7	ENSMMUG00000007208	3
ENSG00000164850	7	ENSMMUG00000007209	3
ENSG00000164853	7	ENSMMUG00000017058	3
ENSG00000164855	7	ENSMMUG00000013080	3
ENSG00000164867	7	ENSMMUG00000020437	3
ENSG00000164877	7	ENSMMUG00000012540	3
ENSG00000164879	8	ENSMMUG00000014890	8
ENSG00000164880	7	ENSMMUG00000012548	3
ENSG00000164889	7	ENSMMUG00000020456	3
ENSG00000164893	8	ENSMMUG00000005710	8
ENSG00000164896	7	ENSMMUG00000020459	3
ENSG00000164897	7	ENSMMUG00000020466	3
ENSG00000164900	7	ENSMMUG00000043445	3
ENSG00000164916	7	ENSMMUG00000011227	3
ENSG00000164919	8	ENSMMUG00000000165	8
ENSG00000164920	8	ENSMMUG00000022185	8
ENSG00000164924	8	ENSMMUG00000006489	8
ENSG00000164929	8	ENSMMUG00000019398	8
ENSG00000164930	8	ENSMMUG00000019399	8
ENSG00000164932	8	ENSMMUG00000019402	8
ENSG00000164933	8	ENSMMUG00000019404	8
ENSG00000164935	8	ENSMMUG00000010760	8
ENSG00000164938	8	ENSMMUG00000005360	8
ENSG00000164941	8	ENSMMUG00000005356	8
ENSG00000164944	8	ENSMMUG00000012981	8
ENSG00000164946	9	ENSMMUG00000008128	15
ENSG00000164951	8	ENSMMUG00000004568	8
ENSG00000164953	8	ENSMMUG00000005561	8
ENSG00000164961	8	ENSMMUG00000003538	8
ENSG00000164970	9	ENSMMUG00000020773	15
ENSG00000164972	9	ENSMMUG00000020771	15
ENSG00000164975	9	ENSMMUG00000016189	15
ENSG00000164976	9	ENSMMUG00000039762	15
ENSG00000164978	9	ENSMMUG00000008217	9
ENSG00000164985	9	ENSMMUG00000002224	15
ENSG00000164989	9	ENSMMUG00000016731	15
ENSG00000165006	9	ENSMMUG00000031826	15
ENSG00000165023	9	ENSMMUG00000007223	15
ENSG00000165025	9	ENSMMUG00000001748	15
ENSG00000165028	9	ENSMMUG00000020607	15
ENSG00000165029	9	ENSMMUG00000020608	15
ENSG00000165030	9	ENSMMUG00000023257	15
ENSG00000165046	8	ENSMMUG00000022476	8
ENSG00000165059	9	ENSMMUG00000020379	15
ENSG00000165060	9	ENSMMUG00000000357	15
ENSG00000165061	8	ENSMMUG00000000776	8
ENSG00000165071	8	ENSMMUG00000010189	8
ENSG00000165072	9	ENSMMUG00000008343	15
ENSG00000165076	7	ENSMMUG00000046174	3
ENSG00000165078	8	ENSMMUG00000023015	8
ENSG00000165084	8	ENSMMUG00000004573	8
ENSG00000165091	9	ENSMMUG00000012503	15
ENSG00000165092	9	ENSMMUG00000013303	15
ENSG00000165097	6	ENSMMUG00000018575	4
ENSG00000165102	8	ENSMMUG00000047028	8
ENSG00000165115	9	ENSMMUG00000018226	15
ENSG00000165118	9	ENSMMUG00000018870	15
ENSG00000165120	7	ENSMMUG00000010060	3
ENSG00000165124	9	ENSMMUG00000047960	15
ENSG00000165125	7	ENSMMUG00000016219	3
ENSG00000165131	7	ENSMMUG00000048894	3
ENSG00000165138	9	ENSMMUG00000018523	15
ENSG00000165140	9	ENSMMUG00000022536	15
