Macaque	ChrMacaque	Chicken	ChrChicken
ENSMMUG00000016381	2	ENSGALG00000045511	7
ENSMMUG00000016382	4	ENSGALG00000013874	3
ENSMMUG00000016383	2	ENSGALG00000012075	7
ENSMMUG00000016385	8	ENSGALG00000015428	Z
ENSMMUG00000016386	3	ENSGALG00000012908	1
ENSMMUG00000016387	14	ENSGALG00000046593	5
ENSMMUG00000016388	1	ENSGALG00000005418	8
ENSMMUG00000016390	7	ENSGALG00000004103	10
ENSMMUG00000016391	X	ENSGALG00000016221	1
ENSMMUG00000016393	3	ENSGALG00000009653	2
ENSMMUG00000016394	3	ENSGALG00000009670	2
ENSMMUG00000016399	1	ENSGALG00000004728	8
ENSMMUG00000016402	6	ENSGALG00000004437	Z
ENSMMUG00000016404	17	ENSGALG00000016945	1
ENSMMUG00000016405	1	ENSGALG00000038320	8
ENSMMUG00000016406	9	ENSGALG00000007492	2
ENSMMUG00000016408	1	ENSGALG00000010630	3
ENSMMUG00000016414	16	ENSGALG00000013743	18
ENSMMUG00000016417	16	ENSGALG00000026548	18
ENSMMUG00000016418	16	ENSGALG00000035911	18
ENSMMUG00000016422	20	ENSGALG00000040471	28
ENSMMUG00000016426	15	ENSGALG00000045436	17
ENSMMUG00000016428	4	ENSGALG00000012297	3
ENSMMUG00000016429	15	ENSGALG00000026424	17
ENSMMUG00000016431	X	ENSGALG00000008860	4
ENSMMUG00000016432	15	ENSGALG00000005036	17
ENSMMUG00000016433	13	ENSGALG00000040335	3
ENSMMUG00000016434	13	ENSGALG00000010609	3
ENSMMUG00000016438	13	ENSGALG00000010612	3
ENSMMUG00000016442	13	ENSGALG00000032440	3
ENSMMUG00000016444	14	ENSGALG00000006015	5
ENSMMUG00000016446	14	ENSGALG00000006022	5
ENSMMUG00000016448	10	ENSGALG00000001046	20
ENSMMUG00000016450	19	ENSGALG00000001962	28
ENSMMUG00000016451	13	ENSGALG00000046375	3
ENSMMUG00000016452	1	ENSGALG00000010343	8
ENSMMUG00000016453	11	ENSGALG00000004352	15
ENSMMUG00000016456	19	ENSGALG00000038529	28
ENSMMUG00000016461	13	ENSGALG00000016605	3
ENSMMUG00000016463	13	ENSGALG00000016600	3
ENSMMUG00000016464	X	ENSGALG00000032491	AADN04007248.1
ENSMMUG00000016466	2	ENSGALG00000007324	9
ENSMMUG00000016470	11	ENSGALG00000033441	33
ENSMMUG00000016471	11	ENSGALG00000039734	33
ENSMMUG00000016475	17	ENSGALG00000017145	1
ENSMMUG00000016476	2	ENSGALG00000002908	12
ENSMMUG00000016480	2	ENSGALG00000035058	12
ENSMMUG00000016485	8	ENSGALG00000043167	2
ENSMMUG00000016486	11	ENSGALG00000046226	15
ENSMMUG00000016487	7	ENSGALG00000010088	5
ENSMMUG00000016492	X	ENSGALG00000003841	4
ENSMMUG00000016495	2	ENSGALG00000010218	9
ENSMMUG00000016496	8	ENSGALG00000038971	2
ENSMMUG00000016497	2	ENSGALG00000009699	9
ENSMMUG00000016498	7	ENSGALG00000014624	10
ENSMMUG00000016503	7	ENSGALG00000007112	10
ENSMMUG00000016504	7	ENSGALG00000007115	10
ENSMMUG00000016507	19	ENSGALG00000036827	AADN04010802.1
ENSMMUG00000016508	15	ENSGALG00000001864	Z
ENSMMUG00000016509	6	ENSGALG00000014753	Z
ENSMMUG00000016511	6	ENSGALG00000014756	Z
ENSMMUG00000016513	7	ENSGALG00000031182	5
ENSMMUG00000016514	6	ENSGALG00000014765	Z
ENSMMUG00000016515	7	ENSGALG00000012452	5
ENSMMUG00000016519	6	ENSGALG00000014767	Z
ENSMMUG00000016520	17	ENSGALG00000017021	1
ENSMMUG00000016521	6	ENSGALG00000014768	Z
ENSMMUG00000016522	6	ENSGALG00000014769	Z
ENSMMUG00000016523	17	ENSGALG00000017023	1
ENSMMUG00000016530	17	ENSGALG00000017024	1
ENSMMUG00000016531	15	ENSGALG00000028256	Z
ENSMMUG00000016535	11	ENSGALG00000044478	1
ENSMMUG00000016539	19	ENSGALG00000041163	28
ENSMMUG00000016540	14	ENSGALG00000014066	1
ENSMMUG00000016543	14	ENSGALG00000039605	1
ENSMMUG00000016549	10	ENSGALG00000006992	20
ENSMMUG00000016550	11	ENSGALG00000013134	1
ENSMMUG00000016552	7	ENSGALG00000011608	5
ENSMMUG00000016553	10	ENSGALG00000042199	20
ENSMMUG00000016554	1	ENSGALG00000006261	8
ENSMMUG00000016555	10	ENSGALG00000007009	20
ENSMMUG00000016556	7	ENSGALG00000011618	5
ENSMMUG00000016560	17	ENSGALG00000017128	1
ENSMMUG00000016561	1	ENSGALG00000000611	26
ENSMMUG00000016562	17	ENSGALG00000039783	1
ENSMMUG00000016563	1	ENSGALG00000037043	26
ENSMMUG00000016564	7	ENSGALG00000001764	10
ENSMMUG00000016566	16	ENSGALG00000005314	19
ENSMMUG00000016567	1	ENSGALG00000014766	1
ENSMMUG00000016569	1	ENSGALG00000001006	21
ENSMMUG00000016581	1	ENSGALG00000035963	8
ENSMMUG00000016582	1	ENSGALG00000032743	8
ENSMMUG00000016583	1	ENSGALG00000036264	8
ENSMMUG00000016584	2	ENSGALG00000006855	9
ENSMMUG00000016585	2	ENSGALG00000006908	9
ENSMMUG00000016589	14	ENSGALG00000006572	5
ENSMMUG00000016591	1	ENSGALG00000008850	8
ENSMMUG00000016593	19	ENSGALG00000045820	AADN04020256.1
ENSMMUG00000016594	13	ENSGALG00000016797	1
ENSMMUG00000016595	16	ENSGALG00000039200	18
ENSMMUG00000016596	19	ENSGALG00000041272	AADN04001978.1
ENSMMUG00000016598	4	ENSGALG00000015308	3
ENSMMUG00000016602	2	ENSGALG00000005499	12
ENSMMUG00000016605	15	ENSGALG00000015311	Z
ENSMMUG00000016607	X	ENSGALG00000009085	4
ENSMMUG00000016609	17	ENSGALG00000016972	1
ENSMMUG00000016610	X	ENSGALG00000009075	4
ENSMMUG00000016612	17	ENSGALG00000031567	1
ENSMMUG00000016616	16	ENSGALG00000032191	27
ENSMMUG00000016617	18	ENSGALG00000019552	2
ENSMMUG00000016621	11	ENSGALG00000009879	1
ENSMMUG00000016626	4	ENSGALG00000012688	2
ENSMMUG00000016628	11	ENSGALG00000009885	1
ENSMMUG00000016631	11	ENSGALG00000009895	1
ENSMMUG00000016634	20	ENSGALG00000000654	11
ENSMMUG00000016636	20	ENSGALG00000043126	11
ENSMMUG00000016637	20	ENSGALG00000040713	11
ENSMMUG00000016641	6	ENSGALG00000032664	13
ENSMMUG00000016644	9	ENSGALG00000008938	6
ENSMMUG00000016646	9	ENSGALG00000008946	6
ENSMMUG00000016653	8	ENSGALG00000000409	22
ENSMMUG00000016655	8	ENSGALG00000036854	22
ENSMMUG00000016658	8	ENSGALG00000000402	22
ENSMMUG00000016663	9	ENSGALG00000009182	6
ENSMMUG00000016666	X	ENSGALG00000008072	4
ENSMMUG00000016670	15	ENSGALG00000015548	Z
ENSMMUG00000016674	18	ENSGALG00000015151	2
ENSMMUG00000016675	15	ENSGALG00000015551	Z
ENSMMUG00000016676	13	ENSGALG00000028817	3
ENSMMUG00000016678	13	ENSGALG00000016451	3
ENSMMUG00000016681	18	ENSGALG00000035569	2
ENSMMUG00000016686	7	ENSGALG00000036892	5
ENSMMUG00000016689	9	ENSGALG00000006955	6
ENSMMUG00000016696	1	ENSGALG00000037787	25
ENSMMUG00000016699	19	ENSGALG00000000621	28
ENSMMUG00000016702	4	ENSGALG00000015847	3
ENSMMUG00000016703	4	ENSGALG00000015846	3
ENSMMUG00000016706	19	ENSGALG00000001126	28
ENSMMUG00000016708	8	ENSGALG00000011444	4
ENSMMUG00000016709	19	ENSGALG00000001146	28
ENSMMUG00000016711	1	ENSGALG00000002492	21
ENSMMUG00000016715	14	ENSGALG00000040729	5
ENSMMUG00000016716	20	ENSGALG00000000817	11
ENSMMUG00000016719	2	ENSGALG00000006056	12
ENSMMUG00000016720	2	ENSGALG00000006097	12
ENSMMUG00000016725	X	ENSGALG00000028084	4
ENSMMUG00000016726	20	ENSGALG00000005146	11
ENSMMUG00000016731	15	ENSGALG00000015103	Z
ENSMMUG00000016736	1	ENSGALG00000033274	KQ759645.1
ENSMMUG00000016737	14	ENSGALG00000017197	1
ENSMMUG00000016738	1	ENSGALG00000030623	AADN04010944.1
ENSMMUG00000016740	17	ENSGALG00000029145	1
ENSMMUG00000016742	7	ENSGALG00000008199	10
ENSMMUG00000016745	20	ENSGALG00000002200	14
ENSMMUG00000016746	20	ENSGALG00000026038	14
ENSMMUG00000016747	5	ENSGALG00000010645	4
ENSMMUG00000016748	20	ENSGALG00000002239	14
ENSMMUG00000016751	16	ENSGALG00000000525	27
ENSMMUG00000016752	20	ENSGALG00000002273	14
ENSMMUG00000016753	20	ENSGALG00000002350	14
ENSMMUG00000016755	16	ENSGALG00000000529	27
ENSMMUG00000016757	16	ENSGALG00000000550	27
ENSMMUG00000016758	20	ENSGALG00000027173	14
ENSMMUG00000016759	20	ENSGALG00000002428	14
ENSMMUG00000016761	16	ENSGALG00000000564	27
ENSMMUG00000016762	16	ENSGALG00000000581	27
ENSMMUG00000016763	20	ENSGALG00000002442	14
ENSMMUG00000016764	20	ENSGALG00000002484	14
ENSMMUG00000016767	5	ENSGALG00000030588	4
ENSMMUG00000016768	16	ENSGALG00000032993	27
ENSMMUG00000016770	3	ENSGALG00000008874	1
ENSMMUG00000016771	16	ENSGALG00000029304	27
ENSMMUG00000016773	7	ENSGALG00000041775	5
ENSMMUG00000016775	16	ENSGALG00000002179	18
ENSMMUG00000016777	X	ENSGALG00000006886	4
ENSMMUG00000016786	1	ENSGALG00000037655	1
ENSMMUG00000016787	6	ENSGALG00000043744	13
ENSMMUG00000016788	12	ENSGALG00000008606	7
ENSMMUG00000016789	3	ENSGALG00000016055	1
ENSMMUG00000016791	17	ENSGALG00000041263	1
ENSMMUG00000016792	1	ENSGALG00000036931	8
ENSMMUG00000016793	2	ENSGALG00000008487	12
ENSMMUG00000016796	16	ENSGALG00000003162	27
ENSMMUG00000016803	3	ENSGALG00000011176	2
ENSMMUG00000016805	11	ENSGALG00000011293	1
ENSMMUG00000016806	14	ENSGALG00000012128	5
ENSMMUG00000016807	14	ENSGALG00000012127	5
ENSMMUG00000016808	1	ENSGALG00000043087	8
ENSMMUG00000016810	14	ENSGALG00000012123	5
ENSMMUG00000016811	1	ENSGALG00000005904	8
ENSMMUG00000016812	1	ENSGALG00000005889	8
ENSMMUG00000016813	10	ENSGALG00000008359	3
ENSMMUG00000016814	10	ENSGALG00000044442	3
ENSMMUG00000016815	10	ENSGALG00000008362	3
ENSMMUG00000016822	8	ENSGALG00000009473	2
ENSMMUG00000016825	12	ENSGALG00000011132	7
ENSMMUG00000016826	15	ENSGALG00000000977	17
ENSMMUG00000016827	15	ENSGALG00000042564	17
ENSMMUG00000016829	9	ENSGALG00000002980	6
ENSMMUG00000016831	3	ENSGALG00000012890	1
ENSMMUG00000016833	3	ENSGALG00000012877	1
ENSMMUG00000016837	1	ENSGALG00000037241	21
ENSMMUG00000016838	1	ENSGALG00000000747	21
ENSMMUG00000016841	7	ENSGALG00000007695	10
ENSMMUG00000016845	12	ENSGALG00000040465	7
ENSMMUG00000016848	10	ENSGALG00000005460	20
ENSMMUG00000016850	9	ENSGALG00000002904	6
ENSMMUG00000016854	10	ENSGALG00000005524	20
ENSMMUG00000016856	10	ENSGALG00000005609	20
ENSMMUG00000016857	1	ENSGALG00000033635	8
ENSMMUG00000016859	10	ENSGALG00000005628	20
ENSMMUG00000016863	19	ENSGALG00000037704	AADN04012016.1
ENSMMUG00000016867	16	ENSGALG00000036446	AADN04001028.1
ENSMMUG00000016868	19	ENSGALG00000035621	AADN04006785.1
ENSMMUG00000016869	19	ENSGALG00000040259	AADN04006785.1
ENSMMUG00000016872	13	ENSGALG00000037901	3
ENSMMUG00000016874	1	ENSGALG00000001463	23
ENSMMUG00000016880	5	ENSGALG00000012298	4
ENSMMUG00000016882	14	ENSGALG00000003416	1
ENSMMUG00000016883	14	ENSGALG00000022704	1
ENSMMUG00000016884	14	ENSGALG00000039837	1
ENSMMUG00000016887	11	ENSGALG00000039209	1
ENSMMUG00000016889	7	ENSGALG00000011376	5
ENSMMUG00000016890	14	ENSGALG00000007716	24
ENSMMUG00000016892	11	ENSGALG00000009873	1
ENSMMUG00000016893	1	ENSGALG00000034251	23
ENSMMUG00000016896	7	ENSGALG00000004945	10
ENSMMUG00000016899	12	ENSGALG00000037286	7
ENSMMUG00000016900	1	ENSGALG00000015464	1
ENSMMUG00000016902	9	ENSGALG00000002845	6
ENSMMUG00000016903	2	ENSGALG00000033889	1
ENSMMUG00000016905	1	ENSGALG00000015249	1
ENSMMUG00000016906	20	ENSGALG00000002443	14
ENSMMUG00000016908	6	ENSGALG00000038627	13
ENSMMUG00000016909	6	ENSGALG00000006644	13
ENSMMUG00000016910	6	ENSGALG00000040787	13
ENSMMUG00000016911	6	ENSGALG00000042994	13
ENSMMUG00000016913	6	ENSGALG00000001383	13
ENSMMUG00000016914	6	ENSGALG00000026914	13
ENSMMUG00000016917	2	ENSGALG00000035630	2
ENSMMUG00000016919	5	ENSGALG00000015352	Z
ENSMMUG00000016920	1	ENSGALG00000040687	25
ENSMMUG00000016921	5	ENSGALG00000015015	4
ENSMMUG00000016922	5	ENSGALG00000029510	4
ENSMMUG00000016923	10	ENSGALG00000044719	20
ENSMMUG00000016924	10	ENSGALG00000004445	20
ENSMMUG00000016925	1	ENSGALG00000001343	26
ENSMMUG00000016927	10	ENSGALG00000004498	20
ENSMMUG00000016929	X	ENSGALG00000027977	4
ENSMMUG00000016931	1	ENSGALG00000009687	3
ENSMMUG00000016936	3	ENSGALG00000010988	2
ENSMMUG00000016938	3	ENSGALG00000010997	2
ENSMMUG00000016939	3	ENSGALG00000011007	2
ENSMMUG00000016941	12	ENSGALG00000006354	9
ENSMMUG00000016946	14	ENSGALG00000007707	24
ENSMMUG00000016948	X	ENSGALG00000006108	4
ENSMMUG00000016949	5	ENSGALG00000020253	4
ENSMMUG00000016961	X	ENSGALG00000004121	4
ENSMMUG00000016963	9	ENSGALG00000004372	6
ENSMMUG00000016964	1	ENSGALG00000014820	1
ENSMMUG00000016968	2	ENSGALG00000010269	9
ENSMMUG00000016969	11	ENSGALG00000040131	15
ENSMMUG00000016971	2	ENSGALG00000004018	12
ENSMMUG00000016974	2	ENSGALG00000004297	12
ENSMMUG00000016982	2	ENSGALG00000004366	12
ENSMMUG00000016983	11	ENSGALG00000044625	1
ENSMMUG00000016985	11	ENSGALG00000014457	1
ENSMMUG00000016986	X	ENSGALG00000035973	4
ENSMMUG00000016990	11	ENSGALG00000032599	1
ENSMMUG00000016993	4	ENSGALG00000042136	3
ENSMMUG00000016997	11	ENSGALG00000011274	1
ENSMMUG00000016999	5	ENSGALG00000015538	4
ENSMMUG00000017000	5	ENSGALG00000015546	4
ENSMMUG00000017002	5	ENSGALG00000015547	4
ENSMMUG00000017004	5	ENSGALG00000010582	4
ENSMMUG00000017005	7	ENSGALG00000031062	5
ENSMMUG00000017010	2	ENSGALG00000009170	9
ENSMMUG00000017016	18	ENSGALG00000042626	Z
ENSMMUG00000017017	4	ENSGALG00000015022	3
ENSMMUG00000017019	13	ENSGALG00000008787	3
ENSMMUG00000017020	3	ENSGALG00000004238	14
ENSMMUG00000017022	15	ENSGALG00000002375	17
ENSMMUG00000017023	1	ENSGALG00000010629	8
ENSMMUG00000017025	17	ENSGALG00000016984	1
ENSMMUG00000017026	11	ENSGALG00000002205	15
ENSMMUG00000017028	4	ENSGALG00000015808	3
ENSMMUG00000017029	17	ENSGALG00000016985	1
ENSMMUG00000017030	4	ENSGALG00000010169	3
ENSMMUG00000017031	6	ENSGALG00000000184	Z
ENSMMUG00000017033	17	ENSGALG00000016986	1
ENSMMUG00000017036	19	ENSGALG00000013369	28
ENSMMUG00000017038	8	ENSGALG00000015450	2
ENSMMUG00000017039	4	ENSGALG00000015806	3
ENSMMUG00000017040	1	ENSGALG00000038780	21
ENSMMUG00000017041	3	ENSGALG00000010804	2
ENSMMUG00000017045	3	ENSGALG00000010809	2
ENSMMUG00000017047	4	ENSGALG00000011489	3
ENSMMUG00000017048	17	ENSGALG00000017068	1
ENSMMUG00000017049	3	ENSGALG00000027240	2
ENSMMUG00000017050	3	ENSGALG00000010825	2
ENSMMUG00000017052	17	ENSGALG00000017065	1
ENSMMUG00000017053	15	ENSGALG00000012608	Z
ENSMMUG00000017055	2	ENSGALG00000002347	9
ENSMMUG00000017056	3	ENSGALG00000003781	14
ENSMMUG00000017057	6	ENSGALG00000014813	Z
ENSMMUG00000017058	3	ENSGALG00000039292	14
ENSMMUG00000017063	3	ENSGALG00000003798	14
ENSMMUG00000017064	3	ENSGALG00000003819	14
ENSMMUG00000017067	7	ENSGALG00000004038	10
ENSMMUG00000017068	6	ENSGALG00000037299	Z
ENSMMUG00000017076	7	ENSGALG00000008549	10
ENSMMUG00000017078	7	ENSGALG00000042201	10
ENSMMUG00000017081	12	ENSGALG00000012362	7
ENSMMUG00000017082	4	ENSGALG00000012336	3
ENSMMUG00000017084	10	ENSGALG00000029170	20
ENSMMUG00000017086	4	ENSGALG00000028420	3
ENSMMUG00000017087	6	ENSGALG00000001916	13
ENSMMUG00000017089	10	ENSGALG00000007907	15
ENSMMUG00000017093	1	ENSGALG00000045469	25
ENSMMUG00000017096	13	ENSGALG00000016362	3
ENSMMUG00000017098	13	ENSGALG00000016364	3
ENSMMUG00000017100	16	ENSGALG00000039978	AADN04005854.1
ENSMMUG00000017101	1	ENSGALG00000042967	23
ENSMMUG00000017104	1	ENSGALG00000000672	23
ENSMMUG00000017105	20	ENSGALG00000030055	11
ENSMMUG00000017106	3	ENSGALG00000031713	2
ENSMMUG00000017107	11	ENSGALG00000004650	15
ENSMMUG00000017108	3	ENSGALG00000041619	1
ENSMMUG00000017113	16	ENSGALG00000005350	19
ENSMMUG00000017114	1	ENSGALG00000038399	26
ENSMMUG00000017119	9	ENSGALG00000006749	2
ENSMMUG00000017120	9	ENSGALG00000006797	2
ENSMMUG00000017121	12	ENSGALG00000028457	7
ENSMMUG00000017123	11	ENSGALG00000004858	15
ENSMMUG00000017124	11	ENSGALG00000039472	15
ENSMMUG00000017125	2	ENSGALG00000012059	7
ENSMMUG00000017126	11	ENSGALG00000004869	15
ENSMMUG00000017127	11	ENSGALG00000030607	1
ENSMMUG00000017129	11	ENSGALG00000012697	1
ENSMMUG00000017131	20	ENSGALG00000006757	14
ENSMMUG00000017133	11	ENSGALG00000012694	1
ENSMMUG00000017134	10	ENSGALG00000001688	15
ENSMMUG00000017139	9	ENSGALG00000036300	1
ENSMMUG00000017140	10	ENSGALG00000041182	15
ENSMMUG00000017141	9	ENSGALG00000013967	1
ENSMMUG00000017143	12	ENSGALG00000010858	7
ENSMMUG00000017145	9	ENSGALG00000014038	1
ENSMMUG00000017147	10	ENSGALG00000001988	15
ENSMMUG00000017150	10	ENSGALG00000040428	4
ENSMMUG00000017151	15	ENSGALG00000015451	Z
ENSMMUG00000017153	10	ENSGALG00000043373	15
ENSMMUG00000017154	10	ENSGALG00000030095	AADN04003971.1
ENSMMUG00000017160	4	ENSGALG00000016267	3
ENSMMUG00000017161	20	ENSGALG00000006222	11
ENSMMUG00000017163	6	ENSGALG00000003726	Z
ENSMMUG00000017164	9	ENSGALG00000034992	1
ENSMMUG00000017165	7	ENSGALG00000033675	5
ENSMMUG00000017166	10	ENSGALG00000045936	1
ENSMMUG00000017169	9	ENSGALG00000033226	1
ENSMMUG00000017171	10	ENSGALG00000034560	15
ENSMMUG00000017173	9	ENSGALG00000035201	1
ENSMMUG00000017175	13	ENSGALG00000016810	1
ENSMMUG00000017176	9	ENSGALG00000013926	1
ENSMMUG00000017179	13	ENSGALG00000026360	1
ENSMMUG00000017180	15	ENSGALG00000012577	Z
ENSMMUG00000017181	3	ENSGALG00000003462	14
ENSMMUG00000017186	4	ENSGALG00000015889	3
ENSMMUG00000017189	4	ENSGALG00000014918	3
ENSMMUG00000017196	13	ENSGALG00000009100	3
ENSMMUG00000017197	16	ENSGALG00000005295	19
ENSMMUG00000017198	13	ENSGALG00000016470	3
ENSMMUG00000017199	15	ENSGALG00000001869	Z
ENSMMUG00000017200	20	ENSGALG00000039238	11
ENSMMUG00000017202	15	ENSGALG00000021520	17
ENSMMUG00000017203	15	ENSGALG00000002955	17
ENSMMUG00000017204	9	ENSGALG00000008700	6
ENSMMUG00000017206	9	ENSGALG00000008771	6
ENSMMUG00000017207	15	ENSGALG00000040045	17
ENSMMUG00000017210	15	ENSGALG00000002855	17
ENSMMUG00000017214	15	ENSGALG00000002699	17
ENSMMUG00000017217	19	ENSGALG00000034475	KQ759557.1
ENSMMUG00000017218	14	ENSGALG00000012020	5
ENSMMUG00000017221	5	ENSGALG00000015368	Z
ENSMMUG00000017222	5	ENSGALG00000002142	Z
ENSMMUG00000017223	5	ENSGALG00000027423	Z
ENSMMUG00000017230	10	ENSGALG00000006792	20
ENSMMUG00000017232	3	ENSGALG00000029811	2
ENSMMUG00000017233	16	ENSGALG00000007676	18
ENSMMUG00000017234	16	ENSGALG00000007673	18
ENSMMUG00000017236	16	ENSGALG00000019768	18
ENSMMUG00000017238	16	ENSGALG00000019761	18
ENSMMUG00000017239	2	ENSGALG00000010370	9
ENSMMUG00000017242	16	ENSGALG00000007661	18
ENSMMUG00000017243	18	ENSGALG00000031018	Z
ENSMMUG00000017244	2	ENSGALG00000040561	9
ENSMMUG00000017245	2	ENSGALG00000040367	9
ENSMMUG00000017246	18	ENSGALG00000037829	Z
ENSMMUG00000017248	12	ENSGALG00000041857	7
ENSMMUG00000017249	16	ENSGALG00000023279	18
ENSMMUG00000017250	6	ENSGALG00000015268	Z
ENSMMUG00000017252	16	ENSGALG00000006857	18
ENSMMUG00000017254	19	ENSGALG00000003742	28
ENSMMUG00000017255	9	ENSGALG00000005451	6
ENSMMUG00000017256	16	ENSGALG00000007623	18
ENSMMUG00000017258	18	ENSGALG00000012907	2
ENSMMUG00000017259	1	ENSGALG00000011041	8
ENSMMUG00000017260	7	ENSGALG00000010595	5
ENSMMUG00000017261	7	ENSGALG00000010593	5
ENSMMUG00000017262	11	ENSGALG00000035533	1
ENSMMUG00000017266	1	ENSGALG00000030941	26
ENSMMUG00000017274	14	ENSGALG00000041522	AADN04000612.1
ENSMMUG00000017275	14	ENSGALG00000036642	AADN04000612.1
ENSMMUG00000017276	18	ENSGALG00000015198	2
ENSMMUG00000017278	14	ENSGALG00000040016	AADN04000612.1
ENSMMUG00000017279	11	ENSGALG00000009601	1
ENSMMUG00000017282	2	ENSGALG00000009559	9
ENSMMUG00000017286	10	ENSGALG00000006203	20
ENSMMUG00000017287	14	ENSGALG00000042641	AADN04001190.1
ENSMMUG00000017291	2	ENSGALG00000009553	9
ENSMMUG00000017294	14	ENSGALG00000041309	5
ENSMMUG00000017298	2	ENSGALG00000023571	9
ENSMMUG00000017302	1	ENSGALG00000003573	23
ENSMMUG00000017303	7	ENSGALG00000011868	5
ENSMMUG00000017304	20	ENSGALG00000006078	14
ENSMMUG00000017305	20	ENSGALG00000006088	14
ENSMMUG00000017309	1	ENSGALG00000023142	8
ENSMMUG00000017310	2	ENSGALG00000006375	9
ENSMMUG00000017311	3	ENSGALG00000009500	2
ENSMMUG00000017313	7	ENSGALG00000002803	8
ENSMMUG00000017314	1	ENSGALG00000011350	8
ENSMMUG00000017322	4	ENSGALG00000008627	3
ENSMMUG00000017323	X	ENSGALG00000005882	4
ENSMMUG00000017324	1	ENSGALG00000010664	3
ENSMMUG00000017333	1	ENSGALG00000040002	25
ENSMMUG00000017337	16	ENSGALG00000013481	27
ENSMMUG00000017338	1	ENSGALG00000002127	23
ENSMMUG00000017341	16	ENSGALG00000013484	27
ENSMMUG00000017342	5	ENSGALG00000009554	4
ENSMMUG00000017344	1	ENSGALG00000030857	21
ENSMMUG00000017350	10	ENSGALG00000001420	20
ENSMMUG00000017355	14	ENSGALG00000039068	1
ENSMMUG00000017356	13	ENSGALG00000040947	1
ENSMMUG00000017358	X	ENSGALG00000004742	4
ENSMMUG00000017360	2	ENSGALG00000035596	12
ENSMMUG00000017361	2	ENSGALG00000037455	12
ENSMMUG00000017370	2	ENSGALG00000001655	12
ENSMMUG00000017371	10	ENSGALG00000019736	18
ENSMMUG00000017374	7	ENSGALG00000039307	10
ENSMMUG00000017378	X	ENSGALG00000016622	1
ENSMMUG00000017379	20	ENSGALG00000003026	14
ENSMMUG00000017380	9	ENSGALG00000042812	6
ENSMMUG00000017381	7	ENSGALG00000039173	10
ENSMMUG00000017382	3	ENSGALG00000031786	2
ENSMMUG00000017383	1	ENSGALG00000006252	8
ENSMMUG00000017384	10	ENSGALG00000005885	15
ENSMMUG00000017386	6	ENSGALG00000014713	Z
ENSMMUG00000017394	6	ENSGALG00000030800	Z
ENSMMUG00000017395	5	ENSGALG00000013929	4
ENSMMUG00000017396	1	ENSGALG00000009576	3
ENSMMUG00000017398	14	ENSGALG00000017312	1
ENSMMUG00000017399	14	ENSGALG00000042030	1
ENSMMUG00000017402	14	ENSGALG00000017304	1
ENSMMUG00000017403	12	ENSGALG00000046564	7
ENSMMUG00000017404	12	ENSGALG00000003980	7
ENSMMUG00000017408	18	ENSGALG00000013660	2
ENSMMUG00000017414	1	ENSGALG00000037744	26
ENSMMUG00000017416	10	ENSGALG00000006568	20
ENSMMUG00000017419	1	ENSGALG00000019304	1
ENSMMUG00000017421	1	ENSGALG00000002554	26
ENSMMUG00000017424	19	ENSGALG00000041972	11
ENSMMUG00000017425	4	ENSGALG00000012681	2
ENSMMUG00000017430	7	ENSGALG00000009415	5
ENSMMUG00000017432	7	ENSGALG00000004740	10
ENSMMUG00000017433	7	ENSGALG00000009400	5
ENSMMUG00000017435	7	ENSGALG00000043583	10
ENSMMUG00000017436	2	ENSGALG00000015252	1
ENSMMUG00000017437	7	ENSGALG00000018976	10
ENSMMUG00000017438	2	ENSGALG00000015258	1
ENSMMUG00000017440	20	ENSGALG00000003588	11
ENSMMUG00000017441	9	ENSGALG00000032978	1
ENSMMUG00000017442	9	ENSGALG00000008444	1
ENSMMUG00000017443	9	ENSGALG00000008437	1
ENSMMUG00000017444	1	ENSGALG00000043204	21
ENSMMUG00000017447	7	ENSGALG00000045006	10
ENSMMUG00000017449	1	ENSGALG00000030960	3
ENSMMUG00000017450	14	ENSGALG00000030499	5
ENSMMUG00000017455	13	ENSGALG00000016768	1
ENSMMUG00000017457	5	ENSGALG00000015349	Z
ENSMMUG00000017458	15	ENSGALG00000005800	Z
ENSMMUG00000017460	13	ENSGALG00000008760	3
ENSMMUG00000017471	14	ENSGALG00000017266	1
ENSMMUG00000017472	14	ENSGALG00000019042	1
ENSMMUG00000017473	14	ENSGALG00000017268	1
ENSMMUG00000017475	11	ENSGALG00000008207	15
ENSMMUG00000017476	14	ENSGALG00000035007	1
ENSMMUG00000017478	11	ENSGALG00000008206	15
ENSMMUG00000017479	11	ENSGALG00000008201	15
ENSMMUG00000017480	4	ENSGALG00000044225	4
ENSMMUG00000017483	14	ENSGALG00000043025	5
ENSMMUG00000017486	12	ENSGALG00000012348	7
ENSMMUG00000017495	4	ENSGALG00000013626	2
ENSMMUG00000017496	20	ENSGALG00000029514	AADN04000668.1
ENSMMUG00000017501	5	ENSGALG00000011529	4
ENSMMUG00000017506	15	ENSGALG00000002515	17
ENSMMUG00000017507	7	ENSGALG00000004212	10
ENSMMUG00000017508	1	ENSGALG00000031776	26
ENSMMUG00000017510	2	ENSGALG00000007431	12
ENSMMUG00000017514	15	ENSGALG00000025792	2
ENSMMUG00000017515	15	ENSGALG00000029935	2
ENSMMUG00000017518	16	ENSGALG00000005737	19
ENSMMUG00000017520	4	ENSGALG00000015035	3
