Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000012105	2	ENSOANG00000011045	Ultra347
ENSMMUG00000012107	3	ENSOANG00000015352	Contig8727
ENSMMUG00000012109	3	ENSOANG00000011453	10
ENSMMUG00000012110	3	ENSOANG00000011454	10
ENSMMUG00000012112	1	ENSOANG00000013493	Contig9150
ENSMMUG00000012113	10	ENSOANG00000005515	Ultra443
ENSMMUG00000012114	7	ENSOANG00000011148	Contig362
ENSMMUG00000012115	13	ENSOANG00000022078	Contig19746
ENSMMUG00000012117	7	ENSOANG00000011146	Contig362
ENSMMUG00000012118	16	ENSOANG00000012655	Ultra69
ENSMMUG00000012120	4	ENSOANG00000031282	Contig27355
ENSMMUG00000012121	16	ENSOANG00000012656	Ultra69
ENSMMUG00000012124	4	ENSOANG00000004701	Contig31710
ENSMMUG00000012126	1	ENSOANG00000006362	Contig113942
ENSMMUG00000012130	18	ENSOANG00000008704	Ultra519
ENSMMUG00000012132	6	ENSOANG00000031315	Contig28795
ENSMMUG00000012138	1	ENSOANG00000004505	Contig17928
ENSMMUG00000012141	13	ENSOANG00000001810	Ultra191
ENSMMUG00000012144	7	ENSOANG00000013111	Contig7569
ENSMMUG00000012145	8	ENSOANG00000008104	4
ENSMMUG00000012147	15	ENSOANG00000003903	4
ENSMMUG00000012151	2	ENSOANG00000008784	Ultra414
ENSMMUG00000012157	19	ENSOANG00000031643	Contig36342
ENSMMUG00000012161	15	ENSOANG00000011011	4
ENSMMUG00000012167	15	ENSOANG00000014700	Ultra39
ENSMMUG00000012170	19	ENSOANG00000031564	Contig88697
ENSMMUG00000012175	5	ENSOANG00000008783	Contig21346
ENSMMUG00000012177	5	ENSOANG00000010805	Contig2827
ENSMMUG00000012178	16	ENSOANG00000021387	Contig23493
ENSMMUG00000012181	9	ENSOANG00000000657	Contig4520
ENSMMUG00000012182	1	ENSOANG00000008918	Contig30351
ENSMMUG00000012185	1	ENSOANG00000008502	Ultra67
ENSMMUG00000012189	14	ENSOANG00000012215	Contig12617
ENSMMUG00000012190	14	ENSOANG00000012216	Contig12617
ENSMMUG00000012192	6	ENSOANG00000015160	Ultra84
ENSMMUG00000012200	6	ENSOANG00000015740	X2
ENSMMUG00000012203	3	ENSOANG00000009611	Ultra65
ENSMMUG00000012206	11	ENSOANG00000003857	Contig12723
ENSMMUG00000012207	20	ENSOANG00000013397	Contig65
ENSMMUG00000012209	20	ENSOANG00000013398	Contig65
ENSMMUG00000012211	12	ENSOANG00000007778	Contig593
ENSMMUG00000012213	3	ENSOANG00000013413	Contig21992
ENSMMUG00000012216	12	ENSOANG00000030624	Contig38412
ENSMMUG00000012218	1	ENSOANG00000004007	4
ENSMMUG00000012219	1	ENSOANG00000004598	Contig1062
ENSMMUG00000012221	1	ENSOANG00000003233	Contig3099
ENSMMUG00000012223	11	ENSOANG00000013411	Ultra343
ENSMMUG00000012224	12	ENSOANG00000019872	Contig7040
ENSMMUG00000012227	1	ENSOANG00000001459	Ultra67
ENSMMUG00000012228	10	ENSOANG00000008680	Ultra516
ENSMMUG00000012229	9	ENSOANG00000006026	Ultra274
ENSMMUG00000012233	9	ENSOANG00000006028	Ultra274
ENSMMUG00000012235	15	ENSOANG00000010091	X5
ENSMMUG00000012239	16	ENSOANG00000014183	Ultra17
ENSMMUG00000012240	16	ENSOANG00000014181	Ultra17
ENSMMUG00000012241	4	ENSOANG00000003146	Contig5742
ENSMMUG00000012243	1	ENSOANG00000009599	Contig6564
ENSMMUG00000012244	5	ENSOANG00000007443	12
ENSMMUG00000012248	12	ENSOANG00000007554	Contig5447
ENSMMUG00000012250	12	ENSOANG00000007555	Contig5447
ENSMMUG00000012251	14	ENSOANG00000007198	Contig6802
ENSMMUG00000012253	14	ENSOANG00000007199	Contig6802
ENSMMUG00000012254	14	ENSOANG00000006268	Ultra285
ENSMMUG00000012259	1	ENSOANG00000002003	4
ENSMMUG00000012261	X	ENSOANG00000008267	Contig22929
ENSMMUG00000012263	2	ENSOANG00000014852	14
ENSMMUG00000012265	6	ENSOANG00000008223	X5
ENSMMUG00000012266	15	ENSOANG00000012224	Contig6256
ENSMMUG00000012269	14	ENSOANG00000001754	Contig3993
ENSMMUG00000012270	14	ENSOANG00000001755	Contig3993
ENSMMUG00000012275	15	ENSOANG00000029482	Contig12045
ENSMMUG00000012276	7	ENSOANG00000006436	Contig36039
ENSMMUG00000012277	19	ENSOANG00000007437	Contig5428
ENSMMUG00000012278	15	ENSOANG00000001919	Contig1180
ENSMMUG00000012279	15	ENSOANG00000022357	Contig49705
ENSMMUG00000012280	19	ENSOANG00000002522	Contig23242
ENSMMUG00000012281	15	ENSOANG00000001918	Contig1180
ENSMMUG00000012282	15	ENSOANG00000006385	Ultra675
ENSMMUG00000012283	7	ENSOANG00000002652	Contig20525
ENSMMUG00000012288	11	ENSOANG00000028479	Contig16555
ENSMMUG00000012293	6	ENSOANG00000002504	X2
ENSMMUG00000012300	3	ENSOANG00000006471	Ultra222
ENSMMUG00000012303	3	ENSOANG00000008652	Contig11952
ENSMMUG00000012304	3	ENSOANG00000006472	Ultra222
ENSMMUG00000012305	7	ENSOANG00000000134	5
ENSMMUG00000012307	17	ENSOANG00000015504	Ultra336
ENSMMUG00000012310	12	ENSOANG00000004490	Contig5817
ENSMMUG00000012312	19	ENSOANG00000014150	Contig16199
ENSMMUG00000012314	10	ENSOANG00000003373	Ultra337
ENSMMUG00000012317	14	ENSOANG00000002079	Contig17226
ENSMMUG00000012318	12	ENSOANG00000006837	Ultra3
ENSMMUG00000012322	1	ENSOANG00000012013	4
ENSMMUG00000012323	7	ENSOANG00000011010	4
ENSMMUG00000012328	1	ENSOANG00000014899	Contig2043
ENSMMUG00000012330	9	ENSOANG00000014582	Contig24451
ENSMMUG00000012331	11	ENSOANG00000006348	2
ENSMMUG00000012332	17	ENSOANG00000005470	10
ENSMMUG00000012333	9	ENSOANG00000002656	Contig4573
ENSMMUG00000012335	7	ENSOANG00000015697	Contig21784
ENSMMUG00000012337	13	ENSOANG00000007625	2
ENSMMUG00000012338	17	ENSOANG00000014660	Contig5416
ENSMMUG00000012340	13	ENSOANG00000007626	2
ENSMMUG00000012345	1	ENSOANG00000022169	Contig19975
ENSMMUG00000012346	1	ENSOANG00000007034	Contig5886
ENSMMUG00000012347	7	ENSOANG00000003083	Contig44763
ENSMMUG00000012348	1	ENSOANG00000007035	Contig5886
ENSMMUG00000012349	10	ENSOANG00000004630	Contig22731
ENSMMUG00000012350	10	ENSOANG00000004631	Contig22731
ENSMMUG00000012351	10	ENSOANG00000010136	Contig24456
ENSMMUG00000012354	10	ENSOANG00000008433	Ultra56
ENSMMUG00000012364	12	ENSOANG00000010961	1
ENSMMUG00000012370	6	ENSOANG00000013590	14
ENSMMUG00000012371	6	ENSOANG00000013589	14
ENSMMUG00000012374	6	ENSOANG00000013588	14
ENSMMUG00000012377	3	ENSOANG00000001933	2
ENSMMUG00000012381	1	ENSOANG00000019803	Contig19960
ENSMMUG00000012382	X	ENSOANG00000002590	Ultra390
ENSMMUG00000012384	X	ENSOANG00000002587	Ultra390
ENSMMUG00000012387	6	ENSOANG00000013632	Ultra512
ENSMMUG00000012388	7	ENSOANG00000011241	Ultra378
ENSMMUG00000012390	13	ENSOANG00000009081	Contig7798
ENSMMUG00000012400	7	ENSOANG00000011242	Ultra378
ENSMMUG00000012405	2	ENSOANG00000003645	Ultra359
ENSMMUG00000012406	2	ENSOANG00000030757	Ultra611
ENSMMUG00000012410	14	ENSOANG00000005978	Contig9263
ENSMMUG00000012415	9	ENSOANG00000005368	Ultra272
ENSMMUG00000012417	4	ENSOANG00000015437	Contig1111
ENSMMUG00000012418	3	ENSOANG00000004821	10
ENSMMUG00000012421	4	ENSOANG00000015435	Contig1111
ENSMMUG00000012423	12	ENSOANG00000009276	Contig7878
ENSMMUG00000012426	15	ENSOANG00000010121	X5
ENSMMUG00000012427	3	ENSOANG00000020354	Ultra5
ENSMMUG00000012432	3	ENSOANG00000015058	Ultra5
ENSMMUG00000012438	20	ENSOANG00000013901	11
ENSMMUG00000012439	20	ENSOANG00000015164	Contig19719
ENSMMUG00000012440	20	ENSOANG00000015163	Contig19719
ENSMMUG00000012442	15	ENSOANG00000012131	X5
ENSMMUG00000012445	13	ENSOANG00000022225	Contig30749
ENSMMUG00000012447	7	ENSOANG00000021587	Contig65973
ENSMMUG00000012449	14	ENSOANG00000013207	Ultra186
ENSMMUG00000012451	9	ENSOANG00000006058	Ultra274
ENSMMUG00000012453	11	ENSOANG00000020670	Contig20331
ENSMMUG00000012458	11	ENSOANG00000003409	Contig24099
ENSMMUG00000012463	6	ENSOANG00000001842	Ultra503
ENSMMUG00000012465	1	ENSOANG00000030141	Contig13110
ENSMMUG00000012467	10	ENSOANG00000010573	Contig1083
ENSMMUG00000012469	1	ENSOANG00000011528	Contig4147
ENSMMUG00000012470	4	ENSOANG00000015431	Contig1111
ENSMMUG00000012472	15	ENSOANG00000013264	X5
ENSMMUG00000012473	7	ENSOANG00000022443	Ultra653
ENSMMUG00000012474	7	ENSOANG00000029394	Contig39289
ENSMMUG00000012477	1	ENSOANG00000006400	Ultra222
ENSMMUG00000012479	1	ENSOANG00000006398	Ultra222
ENSMMUG00000012485	2	ENSOANG00000014854	14
ENSMMUG00000012486	16	ENSOANG00000012527	Contig67141
ENSMMUG00000012487	2	ENSOANG00000006011	X1
ENSMMUG00000012488	2	ENSOANG00000022069	Contig5952
ENSMMUG00000012498	15	ENSOANG00000001044	4
ENSMMUG00000012499	15	ENSOANG00000001046	4
ENSMMUG00000012501	9	ENSOANG00000021293	Contig17681
ENSMMUG00000012503	15	ENSOANG00000013136	Ultra200
ENSMMUG00000012511	2	ENSOANG00000013437	Contig1718
ENSMMUG00000012513	8	ENSOANG00000014223	Contig17419
ENSMMUG00000012516	6	ENSOANG00000007814	X1
ENSMMUG00000012521	6	ENSOANG00000007809	X1
ENSMMUG00000012523	16	ENSOANG00000003772	Contig17211
ENSMMUG00000012526	2	ENSOANG00000013435	Contig1718
ENSMMUG00000012528	3	ENSOANG00000010833	Ultra231
ENSMMUG00000012529	3	ENSOANG00000010831	Ultra231
ENSMMUG00000012531	8	ENSOANG00000010057	Contig510
ENSMMUG00000012538	1	ENSOANG00000021175	Contig219
ENSMMUG00000012539	3	ENSOANG00000010830	Ultra231
ENSMMUG00000012540	3	ENSOANG00000014933	2
ENSMMUG00000012547	3	ENSOANG00000010829	Ultra231
ENSMMUG00000012548	3	ENSOANG00000014932	2
ENSMMUG00000012549	3	ENSOANG00000006968	Contig2475
ENSMMUG00000012550	3	ENSOANG00000010828	Ultra231
ENSMMUG00000012560	8	ENSOANG00000008101	4
ENSMMUG00000012561	5	ENSOANG00000031631	Contig18814
ENSMMUG00000012562	11	ENSOANG00000005574	Ultra443
ENSMMUG00000012563	5	ENSOANG00000000996	Ultra320
ENSMMUG00000012564	11	ENSOANG00000009949	2
ENSMMUG00000012571	15	ENSOANG00000011655	Ultra200
ENSMMUG00000012572	4	ENSOANG00000014625	Ultra330
ENSMMUG00000012579	2	ENSOANG00000008754	Contig7854
ENSMMUG00000012581	4	ENSOANG00000011589	Ultra330
ENSMMUG00000012582	4	ENSOANG00000011591	Ultra330
ENSMMUG00000012585	14	ENSOANG00000015786	Contig4257
ENSMMUG00000012589	4	ENSOANG00000001277	Ultra483
ENSMMUG00000012591	6	ENSOANG00000015093	Ultra532
ENSMMUG00000012592	4	ENSOANG00000001274	Ultra483
ENSMMUG00000012593	6	ENSOANG00000006838	Contig45559
ENSMMUG00000012596	14	ENSOANG00000004606	Ultra29
ENSMMUG00000012597	15	ENSOANG00000010219	3
ENSMMUG00000012605	2	ENSOANG00000022240	Ultra221
ENSMMUG00000012606	10	ENSOANG00000003368	Ultra337
ENSMMUG00000012607	10	ENSOANG00000003367	Ultra337
ENSMMUG00000012608	16	ENSOANG00000003975	Contig21945
ENSMMUG00000012613	X	ENSOANG00000000703	Ultra403
ENSMMUG00000012614	1	ENSOANG00000031414	Contig32534
ENSMMUG00000012615	1	ENSOANG00000006841	Contig8749
ENSMMUG00000012618	14	ENSOANG00000014885	Contig5417
ENSMMUG00000012620	14	ENSOANG00000011240	Contig13348
ENSMMUG00000012623	10	ENSOANG00000003364	Ultra337
ENSMMUG00000012624	5	ENSOANG00000006514	Ultra84
ENSMMUG00000012626	10	ENSOANG00000003363	Ultra337
ENSMMUG00000012628	3	ENSOANG00000003505	Ultra450
ENSMMUG00000012632	3	ENSOANG00000003501	Ultra450
ENSMMUG00000012633	3	ENSOANG00000009484	Contig12812
ENSMMUG00000012634	17	ENSOANG00000022461	Ultra336
ENSMMUG00000012635	3	ENSOANG00000028314	Contig83715
ENSMMUG00000012636	17	ENSOANG00000015587	Ultra336
ENSMMUG00000012641	16	ENSOANG00000012163	Contig22634
ENSMMUG00000012643	6	ENSOANG00000003611	X1
ENSMMUG00000012644	16	ENSOANG00000005674	Ultra17
ENSMMUG00000012645	11	ENSOANG00000012561	Contig26157
ENSMMUG00000012648	3	ENSOANG00000014205	Ultra65
ENSMMUG00000012649	11	ENSOANG00000006215	Ultra196
ENSMMUG00000012650	11	ENSOANG00000006214	Ultra196
ENSMMUG00000012652	11	ENSOANG00000006211	Ultra196
ENSMMUG00000012654	11	ENSOANG00000006207	Ultra196
ENSMMUG00000012657	10	ENSOANG00000008671	Ultra516
ENSMMUG00000012658	16	ENSOANG00000032243	Contig8643
ENSMMUG00000012661	2	ENSOANG00000008414	Contig1086
ENSMMUG00000012666	17	ENSOANG00000015623	Ultra336
ENSMMUG00000012667	15	ENSOANG00000013140	Ultra200
ENSMMUG00000012668	15	ENSOANG00000004456	Ultra70
ENSMMUG00000012669	5	ENSOANG00000003802	Ultra277
ENSMMUG00000012670	11	ENSOANG00000006624	Ultra443
ENSMMUG00000012672	6	ENSOANG00000009146	X3
ENSMMUG00000012675	2	ENSOANG00000006386	Contig5769
ENSMMUG00000012677	19	ENSOANG00000012762	Contig2254
ENSMMUG00000012681	7	ENSOANG00000004499	Contig1456
ENSMMUG00000012683	7	ENSOANG00000008768	Contig18576
ENSMMUG00000012684	7	ENSOANG00000022485	Contig33070
ENSMMUG00000012685	16	ENSOANG00000032224	Contig47703
ENSMMUG00000012690	7	ENSOANG00000007558	Contig2389
ENSMMUG00000012694	3	ENSOANG00000006331	Ultra80
ENSMMUG00000012695	1	ENSOANG00000001446	Ultra67
ENSMMUG00000012698	1	ENSOANG00000001447	Ultra67
ENSMMUG00000012700	1	ENSOANG00000013375	Contig133954
ENSMMUG00000012701	5	ENSOANG00000007444	12
ENSMMUG00000012704	19	ENSOANG00000030719	Contig7168
ENSMMUG00000012705	19	ENSOANG00000005332	Contig5140
ENSMMUG00000012707	1	ENSOANG00000009825	Contig25387
ENSMMUG00000012713	15	ENSOANG00000001048	4
ENSMMUG00000012716	1	ENSOANG00000001218	Ultra461
ENSMMUG00000012718	8	ENSOANG00000030537	Contig16837
ENSMMUG00000012719	10	ENSOANG00000002101	Ultra351
ENSMMUG00000012720	3	ENSOANG00000030990	Contig18727
ENSMMUG00000012723	2	ENSOANG00000003780	Ultra20
ENSMMUG00000012726	7	ENSOANG00000014034	4
ENSMMUG00000012729	1	ENSOANG00000001216	Ultra461
ENSMMUG00000012733	1	ENSOANG00000013366	Contig5238
ENSMMUG00000012736	2	ENSOANG00000003777	Ultra20
ENSMMUG00000012739	X	ENSOANG00000000685	Ultra403
ENSMMUG00000012741	9	ENSOANG00000020103	Ultra272
ENSMMUG00000012743	X	ENSOANG00000000684	Ultra403
ENSMMUG00000012744	X	ENSOANG00000010212	Contig8445
ENSMMUG00000012751	10	ENSOANG00000007486	Ultra169
ENSMMUG00000012754	10	ENSOANG00000007483	Ultra169
ENSMMUG00000012766	1	ENSOANG00000008210	Ultra388
ENSMMUG00000012768	19	ENSOANG00000004006	Contig33386
ENSMMUG00000012769	11	ENSOANG00000000135	Ultra148
ENSMMUG00000012775	X	ENSOANG00000010905	Ultra98
ENSMMUG00000012776	11	ENSOANG00000011798	Contig171125
ENSMMUG00000012777	X	ENSOANG00000008833	Ultra519
ENSMMUG00000012778	11	ENSOANG00000000228	2
ENSMMUG00000012780	2	ENSOANG00000000242	Ultra737
ENSMMUG00000012781	4	ENSOANG00000003591	Ultra546
ENSMMUG00000012783	2	ENSOANG00000030405	Contig28613
ENSMMUG00000012784	4	ENSOANG00000003592	Ultra546
ENSMMUG00000012786	11	ENSOANG00000008659	Contig13534
ENSMMUG00000012787	19	ENSOANG00000002725	Contig33782
ENSMMUG00000012788	11	ENSOANG00000028860	Contig23141
ENSMMUG00000012800	16	ENSOANG00000029352	Contig105549
ENSMMUG00000012805	1	ENSOANG00000011573	Contig26609
ENSMMUG00000012807	3	ENSOANG00000009163	Ultra231
ENSMMUG00000012811	16	ENSOANG00000010561	Contig10530
ENSMMUG00000012818	16	ENSOANG00000021474	Contig3779
ENSMMUG00000012819	X	ENSOANG00000030550	Contig22599
ENSMMUG00000012820	5	ENSOANG00000010535	Contig8487
ENSMMUG00000012832	2	ENSOANG00000013507	Ultra25
ENSMMUG00000012838	7	ENSOANG00000011103	5
ENSMMUG00000012840	11	ENSOANG00000004789	2
ENSMMUG00000012842	11	ENSOANG00000013189	Contig8753
ENSMMUG00000012844	11	ENSOANG00000006208	Ultra196
ENSMMUG00000012847	2	ENSOANG00000031601	Contig20432
ENSMMUG00000012848	1	ENSOANG00000000971	Ultra341
ENSMMUG00000012849	18	ENSOANG00000005616	7
ENSMMUG00000012850	1	ENSOANG00000009802	Contig3128
ENSMMUG00000012855	16	ENSOANG00000012646	Ultra69
ENSMMUG00000012856	16	ENSOANG00000012647	Ultra69
ENSMMUG00000012860	20	ENSOANG00000010373	Contig10389
ENSMMUG00000012863	13	ENSOANG00000031248	Contig22390
ENSMMUG00000012864	13	ENSOANG00000014500	1
ENSMMUG00000012871	X	ENSOANG00000002396	6
ENSMMUG00000012872	13	ENSOANG00000008950	Contig28456
ENSMMUG00000012881	14	ENSOANG00000007906	Ultra163
ENSMMUG00000012882	15	ENSOANG00000008199	Ultra70
ENSMMUG00000012886	15	ENSOANG00000008197	Ultra70
ENSMMUG00000012887	16	ENSOANG00000029371	Contig56512
ENSMMUG00000012889	16	ENSOANG00000005975	Contig263218
ENSMMUG00000012891	11	ENSOANG00000005578	Ultra443
ENSMMUG00000012892	15	ENSOANG00000010615	4
ENSMMUG00000012893	16	ENSOANG00000015302	Contig183103
ENSMMUG00000012894	X	ENSOANG00000003878	Ultra462
ENSMMUG00000012911	3	ENSOANG00000013562	Contig273
ENSMMUG00000012912	10	ENSOANG00000012904	Contig1137
ENSMMUG00000012914	3	ENSOANG00000020123	Contig273
ENSMMUG00000012916	18	ENSOANG00000001712	3
ENSMMUG00000012921	13	ENSOANG00000019869	Contig10465
ENSMMUG00000012924	14	ENSOANG00000013130	3
ENSMMUG00000012926	14	ENSOANG00000013132	3
ENSMMUG00000012933	7	ENSOANG00000031113	Contig58426
ENSMMUG00000012939	14	ENSOANG00000006280	Contig129527
ENSMMUG00000012940	14	ENSOANG00000010375	Ultra181
ENSMMUG00000012944	14	ENSOANG00000021480	Contig41936
ENSMMUG00000012948	14	ENSOANG00000012840	Contig6155
ENSMMUG00000012957	X	ENSOANG00000014708	Ultra369
ENSMMUG00000012959	19	ENSOANG00000011239	Contig16925
ENSMMUG00000012961	1	ENSOANG00000028355	Contig30834
ENSMMUG00000012965	1	ENSOANG00000011248	Contig7897
ENSMMUG00000012967	9	ENSOANG00000011744	Contig677
ENSMMUG00000012969	9	ENSOANG00000011746	Contig677
ENSMMUG00000012970	7	ENSOANG00000015000	Contig13343
ENSMMUG00000012972	7	ENSOANG00000005370	Contig20983
ENSMMUG00000012974	7	ENSOANG00000030339	Ultra710
ENSMMUG00000012977	16	ENSOANG00000021256	Contig17824
ENSMMUG00000012979	7	ENSOANG00000029676	Ultra633
ENSMMUG00000012987	18	ENSOANG00000008698	7
ENSMMUG00000012988	11	ENSOANG00000015362	Contig7063
ENSMMUG00000012996	16	ENSOANG00000002364	Contig57639
ENSMMUG00000012997	16	ENSOANG00000006745	Ultra117
ENSMMUG00000013001	1	ENSOANG00000009711	Ultra131
ENSMMUG00000013003	15	ENSOANG00000002647	Ultra304
ENSMMUG00000013004	2	ENSOANG00000000869	7
ENSMMUG00000013014	13	ENSOANG00000010552	Contig1254
ENSMMUG00000013015	3	ENSOANG00000010687	Contig48
ENSMMUG00000013017	8	ENSOANG00000007141	Contig19678
ENSMMUG00000013018	2	ENSOANG00000022096	Contig5184
ENSMMUG00000013021	8	ENSOANG00000007144	Contig19678
ENSMMUG00000013022	8	ENSOANG00000001145	Contig5327
ENSMMUG00000013027	8	ENSOANG00000001144	Contig5327
ENSMMUG00000013028	8	ENSOANG00000031756	Contig909
ENSMMUG00000013031	8	ENSOANG00000010775	Contig909
ENSMMUG00000013032	8	ENSOANG00000010777	Contig909
ENSMMUG00000013035	10	ENSOANG00000003138	Ultra516
ENSMMUG00000013038	9	ENSOANG00000021951	Contig13982
ENSMMUG00000013039	1	ENSOANG00000000864	Ultra341
ENSMMUG00000013040	9	ENSOANG00000007865	Ultra103
ENSMMUG00000013044	1	ENSOANG00000000873	Ultra341
ENSMMUG00000013045	14	ENSOANG00000008880	Ultra29
ENSMMUG00000013047	6	ENSOANG00000013519	Ultra364
ENSMMUG00000013050	19	ENSOANG00000010144	Contig20140
ENSMMUG00000013051	16	ENSOANG00000003838	Contig5023
ENSMMUG00000013054	16	ENSOANG00000003836	Contig5023
ENSMMUG00000013055	14	ENSOANG00000008877	Ultra29
ENSMMUG00000013057	15	ENSOANG00000002719	Contig15042
ENSMMUG00000013060	10	ENSOANG00000004240	Contig1041
ENSMMUG00000013061	10	ENSOANG00000002673	Contig87159
ENSMMUG00000013062	10	ENSOANG00000004241	Contig1041
ENSMMUG00000013063	17	ENSOANG00000014920	Ultra284
ENSMMUG00000013068	19	ENSOANG00000014820	Contig29529
ENSMMUG00000013069	2	ENSOANG00000021185	Ultra239
ENSMMUG00000013072	19	ENSOANG00000029922	Contig69287
ENSMMUG00000013076	19	ENSOANG00000031621	Contig83420
ENSMMUG00000013079	7	ENSOANG00000012218	Contig20146
ENSMMUG00000013080	3	ENSOANG00000014930	2
ENSMMUG00000013082	20	ENSOANG00000011086	Ultra380
ENSMMUG00000013083	3	ENSOANG00000014929	2
ENSMMUG00000013086	20	ENSOANG00000011087	Ultra380
ENSMMUG00000013087	20	ENSOANG00000011088	Ultra380
ENSMMUG00000013090	1	ENSOANG00000013424	Ultra299
ENSMMUG00000013091	2	ENSOANG00000012745	7
ENSMMUG00000013092	2	ENSOANG00000012746	7
ENSMMUG00000013094	14	ENSOANG00000029985	Contig3292
ENSMMUG00000013095	14	ENSOANG00000021776	3
ENSMMUG00000013099	15	ENSOANG00000002094	4
ENSMMUG00000013100	14	ENSOANG00000001954	Contig3069
ENSMMUG00000013101	9	ENSOANG00000015443	Contig13
ENSMMUG00000013102	15	ENSOANG00000011650	Ultra200
ENSMMUG00000013106	5	ENSOANG00000011495	12
ENSMMUG00000013107	15	ENSOANG00000002097	4
ENSMMUG00000013109	6	ENSOANG00000004890	Ultra358
ENSMMUG00000013113	16	ENSOANG00000010540	Contig18511
ENSMMUG00000013116	16	ENSOANG00000004369	Contig30202
ENSMMUG00000013117	16	ENSOANG00000031943	Contig30202
ENSMMUG00000013124	13	ENSOANG00000010361	Ultra544
ENSMMUG00000013125	1	ENSOANG00000009723	Ultra412
ENSMMUG00000013126	1	ENSOANG00000009726	Ultra412
ENSMMUG00000013128	1	ENSOANG00000009727	Ultra412
ENSMMUG00000013131	X	ENSOANG00000007114	Ultra222
ENSMMUG00000013135	X	ENSOANG00000007116	Ultra222
ENSMMUG00000013138	17	ENSOANG00000015625	Ultra336
ENSMMUG00000013142	16	ENSOANG00000030299	Contig7630
ENSMMUG00000013146	X	ENSOANG00000007386	Contig18148
ENSMMUG00000013150	X	ENSOANG00000000372	Ultra519
ENSMMUG00000013151	8	ENSOANG00000007261	7
ENSMMUG00000013152	9	ENSOANG00000021714	3
ENSMMUG00000013158	5	ENSOANG00000015175	Contig10308
ENSMMUG00000013160	7	ENSOANG00000011954	Contig26706
ENSMMUG00000013165	X	ENSOANG00000002028	6
ENSMMUG00000013167	2	ENSOANG00000001855	Ultra32
ENSMMUG00000013169	20	ENSOANG00000013799	Contig4049
ENSMMUG00000013176	X	ENSOANG00000008705	Ultra519
ENSMMUG00000013178	11	ENSOANG00000015332	Ultra196
ENSMMUG00000013179	X	ENSOANG00000002448	Contig155019
ENSMMUG00000013180	9	ENSOANG00000015462	Contig13
ENSMMUG00000013181	11	ENSOANG00000015331	Ultra196
ENSMMUG00000013183	6	ENSOANG00000011400	Ultra84
ENSMMUG00000013187	10	ENSOANG00000009278	Ultra516
ENSMMUG00000013193	8	ENSOANG00000002138	Ultra39
ENSMMUG00000013194	16	ENSOANG00000007735	2
ENSMMUG00000013197	1	ENSOANG00000009120	Contig1135
ENSMMUG00000013202	11	ENSOANG00000006564	Contig12790
ENSMMUG00000013206	10	ENSOANG00000015795	Contig3705
ENSMMUG00000013209	10	ENSOANG00000015793	Contig3705
ENSMMUG00000013210	19	ENSOANG00000015273	Contig6589
ENSMMUG00000013216	10	ENSOANG00000007842	Ultra417
ENSMMUG00000013220	X	ENSOANG00000007111	Ultra222
ENSMMUG00000013226	11	ENSOANG00000000604	Contig11973
ENSMMUG00000013228	11	ENSOANG00000000578	Ultra553
ENSMMUG00000013233	12	ENSOANG00000011208	7
ENSMMUG00000013234	17	ENSOANG00000006057	Contig393
ENSMMUG00000013235	12	ENSOANG00000010038	Contig9243
ENSMMUG00000013240	20	ENSOANG00000006140	Contig24433
ENSMMUG00000013244	12	ENSOANG00000021816	Contig53060
ENSMMUG00000013245	12	ENSOANG00000002732	Contig2926
ENSMMUG00000013247	12	ENSOANG00000004524	7
ENSMMUG00000013249	12	ENSOANG00000021788	Contig6139
ENSMMUG00000013250	12	ENSOANG00000019728	Contig7266
ENSMMUG00000013251	12	ENSOANG00000006233	Ultra514
ENSMMUG00000013254	12	ENSOANG00000005451	10
ENSMMUG00000013261	10	ENSOANG00000030870	Contig37238
ENSMMUG00000013263	16	ENSOANG00000013656	Contig15575
ENSMMUG00000013265	14	ENSOANG00000007409	3
ENSMMUG00000013267	14	ENSOANG00000007408	3
ENSMMUG00000013270	7	ENSOANG00000011802	Contig23551
ENSMMUG00000013276	3	ENSOANG00000001935	2
ENSMMUG00000013279	16	ENSOANG00000012663	Ultra69
ENSMMUG00000013281	16	ENSOANG00000003001	Contig15388
ENSMMUG00000013283	6	ENSOANG00000003015	Contig14516
ENSMMUG00000013288	15	ENSOANG00000004481	X5
ENSMMUG00000013290	15	ENSOANG00000013530	X5
ENSMMUG00000013292	1	ENSOANG00000020718	Ultra711
ENSMMUG00000013296	20	ENSOANG00000014644	Contig17679
ENSMMUG00000013298	10	ENSOANG00000010570	Contig1083
ENSMMUG00000013303	15	ENSOANG00000013138	Ultra200
ENSMMUG00000013304	4	ENSOANG00000008806	Ultra147
ENSMMUG00000013309	11	ENSOANG00000029703	Contig9874
