Opossum	ChrOpossum	Chicken	ChrChicken
ENSMODG00000014283	4	ENSGALG00000037136	23
ENSMODG00000014285	6	ENSGALG00000039830	2
ENSMODG00000014290	3	ENSGALG00000006422	15
ENSMODG00000014291	8	ENSGALG00000030024	1
ENSMODG00000014292	1	ENSGALG00000016367	3
ENSMODG00000014293	2	ENSGALG00000005230	19
ENSMODG00000014294	6	ENSGALG00000032561	2
ENSMODG00000014295	2	ENSGALG00000000156	16
ENSMODG00000014296	1	ENSGALG00000016370	3
ENSMODG00000014300	3	ENSGALG00000006430	15
ENSMODG00000014301	2	ENSGALG00000005205	19
ENSMODG00000014302	X	ENSGALG00000007097	4
ENSMODG00000014304	1	ENSGALG00000016377	3
ENSMODG00000014306	6	ENSGALG00000038469	2
ENSMODG00000014307	X	ENSGALG00000007041	4
ENSMODG00000014308	1	ENSGALG00000002458	11
ENSMODG00000014313	2	ENSGALG00000005198	19
ENSMODG00000014314	4	ENSGALG00000007839	24
ENSMODG00000014317	X	ENSGALG00000007028	4
ENSMODG00000014318	8	ENSGALG00000009795	1
ENSMODG00000014319	1	ENSGALG00000002467	11
ENSMODG00000014320	6	ENSGALG00000005644	2
ENSMODG00000014321	3	ENSGALG00000006455	15
ENSMODG00000014322	1	ENSGALG00000028466	11
ENSMODG00000014323	2	ENSGALG00000005173	19
ENSMODG00000014324	3	ENSGALG00000035749	10
ENSMODG00000014325	8	ENSGALG00000009805	1
ENSMODG00000014330	X	ENSGALG00000006978	4
ENSMODG00000014331	1	ENSGALG00000006404	13
ENSMODG00000014333	6	ENSGALG00000005237	12
ENSMODG00000014334	8	ENSGALG00000040567	1
ENSMODG00000014340	3	ENSGALG00000002204	15
ENSMODG00000014342	6	ENSGALG00000026154	12
ENSMODG00000014344	1	ENSGALG00000006371	13
ENSMODG00000014346	X	ENSGALG00000006929	4
ENSMODG00000014348	1	ENSGALG00000039781	13
ENSMODG00000014349	4	ENSGALG00000007848	24
ENSMODG00000014350	6	ENSGALG00000002099	12
ENSMODG00000014351	1	ENSGALG00000006367	13
ENSMODG00000014352	2	ENSGALG00000035075	16
ENSMODG00000014353	3	ENSGALG00000042052	15
ENSMODG00000014355	6	ENSGALG00000004661	12
ENSMODG00000014357	1	ENSGALG00000030237	13
ENSMODG00000014358	3	ENSGALG00000042803	15
ENSMODG00000014360	X	ENSGALG00000006919	4
ENSMODG00000014362	6	ENSGALG00000004670	12
ENSMODG00000014363	1	ENSGALG00000002531	11
ENSMODG00000014368	6	ENSGALG00000006465	12
ENSMODG00000014369	4	ENSGALG00000007868	24
ENSMODG00000014373	8	ENSGALG00000037842	1
ENSMODG00000014377	8	ENSGALG00000012956	1
ENSMODG00000014378	1	ENSGALG00000016384	3
ENSMODG00000014382	8	ENSGALG00000007183	1
ENSMODG00000014384	6	ENSGALG00000006526	12
ENSMODG00000014388	4	ENSGALG00000007878	24
ENSMODG00000014391	4	ENSGALG00000000895	23
ENSMODG00000014392	1	ENSGALG00000002648	11
ENSMODG00000014393	4	ENSGALG00000007882	24
ENSMODG00000014394	6	ENSGALG00000015542	Z
ENSMODG00000014397	1	ENSGALG00000040141	13
ENSMODG00000014398	8	ENSGALG00000017291	1
ENSMODG00000014399	4	ENSGALG00000039883	23
ENSMODG00000014401	4	ENSGALG00000007885	24
ENSMODG00000014406	4	ENSGALG00000034910	23
ENSMODG00000014408	1	ENSGALG00000002651	11
ENSMODG00000014411	8	ENSGALG00000008477	1
ENSMODG00000014412	4	ENSGALG00000027909	23
ENSMODG00000014414	8	ENSGALG00000031666	1
ENSMODG00000014415	4	ENSGALG00000007904	24
ENSMODG00000014416	8	ENSGALG00000006489	1
ENSMODG00000014417	4	ENSGALG00000000881	23
ENSMODG00000014419	8	ENSGALG00000017295	1
ENSMODG00000014420	4	ENSGALG00000000887	23
ENSMODG00000014421	8	ENSGALG00000017296	1
ENSMODG00000014422	4	ENSGALG00000000902	23
ENSMODG00000014424	8	ENSGALG00000036730	1
ENSMODG00000014427	4	ENSGALG00000036117	23
ENSMODG00000014431	2	ENSGALG00000005139	19
ENSMODG00000014435	6	ENSGALG00000015548	Z
ENSMODG00000014436	4	ENSGALG00000034251	23
ENSMODG00000014437	8	ENSGALG00000014106	1
ENSMODG00000014441	4	ENSGALG00000007929	24
ENSMODG00000014442	6	ENSGALG00000015551	Z
ENSMODG00000014444	1	ENSGALG00000016385	3
ENSMODG00000014445	4	ENSGALG00000000943	23
ENSMODG00000014448	4	ENSGALG00000040842	24
ENSMODG00000014449	4	ENSGALG00000000955	23
ENSMODG00000014453	4	ENSGALG00000007945	24
ENSMODG00000014458	1	ENSGALG00000029692	13
ENSMODG00000014459	4	ENSGALG00000007950	24
ENSMODG00000014461	4	ENSGALG00000034964	AADN04001795.1
ENSMODG00000014463	1	ENSGALG00000006346	13
ENSMODG00000014468	2	ENSGALG00000005126	19
ENSMODG00000014470	1	ENSGALG00000006341	13
ENSMODG00000014471	4	ENSGALG00000021174	24
ENSMODG00000014473	1	ENSGALG00000012396	5
ENSMODG00000014474	8	ENSGALG00000006356	1
ENSMODG00000014478	1	ENSGALG00000016387	3
ENSMODG00000014481	3	ENSGALG00000000558	28
ENSMODG00000014483	1	ENSGALG00000012401	5
ENSMODG00000014484	1	ENSGALG00000025796	3
ENSMODG00000014489	4	ENSGALG00000036873	24
ENSMODG00000014492	1	ENSGALG00000012404	5
ENSMODG00000014494	1	ENSGALG00000030553	AADN04018111.1
ENSMODG00000014495	1	ENSGALG00000016392	3
ENSMODG00000014496	4	ENSGALG00000007618	24
ENSMODG00000014499	8	ENSGALG00000008144	1
ENSMODG00000014500	1	ENSGALG00000012408	5
ENSMODG00000014503	4	ENSGALG00000014012	23
ENSMODG00000014504	4	ENSGALG00000006809	24
ENSMODG00000014505	1	ENSGALG00000012414	5
ENSMODG00000014508	3	ENSGALG00000040312	AADN04011004.1
ENSMODG00000014511	1	ENSGALG00000037309	3
ENSMODG00000014516	8	ENSGALG00000008111	1
ENSMODG00000014517	1	ENSGALG00000010025	5
ENSMODG00000014518	1	ENSGALG00000001965	11
ENSMODG00000014521	4	ENSGALG00000017150	1
ENSMODG00000014524	8	ENSGALG00000041731	2
ENSMODG00000014525	1	ENSGALG00000010007	5
ENSMODG00000014526	8	ENSGALG00000008103	1
ENSMODG00000014528	1	ENSGALG00000025755	5
ENSMODG00000014530	4	ENSGALG00000026507	1
ENSMODG00000014532	8	ENSGALG00000039337	2
ENSMODG00000014536	8	ENSGALG00000040665	2
ENSMODG00000014544	3	ENSGALG00000031156	AADN04000659.1
ENSMODG00000014548	8	ENSGALG00000027296	1
ENSMODG00000014549	4	ENSGALG00000017153	1
ENSMODG00000014554	8	ENSGALG00000008048	1
ENSMODG00000014555	4	ENSGALG00000017154	1
ENSMODG00000014557	8	ENSGALG00000011202	2
ENSMODG00000014558	3	ENSGALG00000034725	AADN04000659.1
ENSMODG00000014564	1	ENSGALG00000027183	11
ENSMODG00000014566	8	ENSGALG00000011211	2
ENSMODG00000014568	1	ENSGALG00000038951	12
ENSMODG00000014569	6	ENSGALG00000026928	Z
ENSMODG00000014571	8	ENSGALG00000011216	2
ENSMODG00000014573	3	ENSGALG00000043107	AADN04004788.1
ENSMODG00000014578	1	ENSGALG00000028982	3
ENSMODG00000014579	6	ENSGALG00000015540	Z
ENSMODG00000014581	3	ENSGALG00000039974	KQ759480.1
ENSMODG00000014582	8	ENSGALG00000011226	2
ENSMODG00000014583	1	ENSGALG00000016400	3
ENSMODG00000014584	X	ENSGALG00000007157	4
ENSMODG00000014585	2	ENSGALG00000028801	19
ENSMODG00000014595	8	ENSGALG00000011235	2
ENSMODG00000014597	6	ENSGALG00000015451	Z
ENSMODG00000014598	2	ENSGALG00000005103	19
ENSMODG00000014600	4	ENSGALG00000017156	1
ENSMODG00000014601	8	ENSGALG00000011239	2
ENSMODG00000014603	8	ENSGALG00000008036	1
ENSMODG00000014604	1	ENSGALG00000002690	11
ENSMODG00000014605	2	ENSGALG00000005093	19
ENSMODG00000014607	8	ENSGALG00000011241	2
ENSMODG00000014608	2	ENSGALG00000019718	27
ENSMODG00000014610	3	ENSGALG00000029971	KQ759549.1
ENSMODG00000014611	4	ENSGALG00000027243	1
ENSMODG00000014616	8	ENSGALG00000008013	1
ENSMODG00000014618	1	ENSGALG00000035016	3
ENSMODG00000014619	2	ENSGALG00000005090	19
ENSMODG00000014620	2	ENSGALG00000019719	27
ENSMODG00000014629	1	ENSGALG00000039818	11
ENSMODG00000014630	8	ENSGALG00000008003	1
ENSMODG00000014631	1	ENSGALG00000027492	8
ENSMODG00000014632	2	ENSGALG00000005084	19
ENSMODG00000014633	1	ENSGALG00000002771	8
ENSMODG00000014636	8	ENSGALG00000031975	1
ENSMODG00000014637	2	ENSGALG00000005061	19
ENSMODG00000014639	4	ENSGALG00000017159	1
ENSMODG00000014640	1	ENSGALG00000002775	11
ENSMODG00000014642	1	ENSGALG00000026471	8
ENSMODG00000014643	2	ENSGALG00000040380	19
ENSMODG00000014644	6	ENSGALG00000027472	Z
ENSMODG00000014645	8	ENSGALG00000040060	1
ENSMODG00000014646	6	ENSGALG00000015443	Z
ENSMODG00000014648	4	ENSGALG00000017162	1
ENSMODG00000014649	2	ENSGALG00000005037	19
ENSMODG00000014650	6	ENSGALG00000015442	Z
ENSMODG00000014653	4	ENSGALG00000017163	1
ENSMODG00000014654	2	ENSGALG00000002463	19
ENSMODG00000014657	2	ENSGALG00000035185	19
ENSMODG00000014658	1	ENSGALG00000002798	11
ENSMODG00000014659	2	ENSGALG00000023847	27
ENSMODG00000014660	1	ENSGALG00000016409	3
ENSMODG00000014661	6	ENSGALG00000015090	Z
ENSMODG00000014663	1	ENSGALG00000002803	8
ENSMODG00000014664	8	ENSGALG00000038520	1
ENSMODG00000014666	4	ENSGALG00000017165	1
ENSMODG00000014667	1	ENSGALG00000016412	3
ENSMODG00000014669	1	ENSGALG00000033328	8
ENSMODG00000014671	1	ENSGALG00000023828	11
ENSMODG00000014675	6	ENSGALG00000015091	Z
ENSMODG00000014676	6	ENSGALG00000027314	Z
ENSMODG00000014677	4	ENSGALG00000017167	1
ENSMODG00000014680	8	ENSGALG00000036114	1
ENSMODG00000014681	2	ENSGALG00000017414	27
ENSMODG00000014685	1	ENSGALG00000016419	3
ENSMODG00000014689	4	ENSGALG00000017171	1
ENSMODG00000014690	1	ENSGALG00000011705	5
ENSMODG00000014691	1	ENSGALG00000016421	3
ENSMODG00000014693	1	ENSGALG00000033813	5
ENSMODG00000014695	2	ENSGALG00000003624	27
ENSMODG00000014697	2	ENSGALG00000001042	19
ENSMODG00000014700	8	ENSGALG00000039420	1
ENSMODG00000014701	2	ENSGALG00000001031	19
ENSMODG00000014702	2	ENSGALG00000027462	27
ENSMODG00000014703	1	ENSGALG00000016424	3
ENSMODG00000014705	4	ENSGALG00000017169	1
ENSMODG00000014706	1	ENSGALG00000016425	3
ENSMODG00000014707	1	ENSGALG00000011696	5
ENSMODG00000014710	8	ENSGALG00000039982	1
ENSMODG00000014711	1	ENSGALG00000027407	5
ENSMODG00000014712	2	ENSGALG00000001028	19
ENSMODG00000014714	Un	ENSGALG00000001696	9
ENSMODG00000014715	1	ENSGALG00000011692	5
ENSMODG00000014716	2	ENSGALG00000025764	27
ENSMODG00000014719	1	ENSGALG00000021235	13
ENSMODG00000014721	4	ENSGALG00000017170	1
ENSMODG00000014723	2	ENSGALG00000003651	27
ENSMODG00000014724	4	ENSGALG00000017173	1
ENSMODG00000014725	2	ENSGALG00000003536	27
ENSMODG00000014726	1	ENSGALG00000016427	3
ENSMODG00000014729	4	ENSGALG00000027981	1
ENSMODG00000014730	8	ENSGALG00000011243	2
ENSMODG00000014731	4	ENSGALG00000028658	1
ENSMODG00000014734	2	ENSGALG00000042533	19
ENSMODG00000014735	7	ENSGALG00000016943	1
ENSMODG00000014736	8	ENSGALG00000011248	2
ENSMODG00000014738	2	ENSGALG00000003475	27
ENSMODG00000014741	2	ENSGALG00000003464	27
ENSMODG00000014742	2	ENSGALG00000003457	27
ENSMODG00000014743	7	ENSGALG00000016945	1
ENSMODG00000014746	4	ENSGALG00000038995	1
ENSMODG00000014747	1	ENSGALG00000016437	3
ENSMODG00000014749	2	ENSGALG00000030979	19
ENSMODG00000014750	8	ENSGALG00000011251	2
ENSMODG00000014753	1	ENSGALG00000038495	3
ENSMODG00000014756	7	ENSGALG00000016947	1
ENSMODG00000014758	1	ENSGALG00000016440	3
ENSMODG00000014760	2	ENSGALG00000042796	27
ENSMODG00000014761	7	ENSGALG00000016949	1
ENSMODG00000014765	8	ENSGALG00000011254	2
ENSMODG00000014766	2	ENSGALG00000028971	27
ENSMODG00000014770	1	ENSGALG00000016443	3
ENSMODG00000014772	7	ENSGALG00000016951	1
ENSMODG00000014773	2	ENSGALG00000005522	19
ENSMODG00000014774	2	ENSGALG00000003403	27
ENSMODG00000014778	2	ENSGALG00000005530	19
ENSMODG00000014781	2	ENSGALG00000005525	19
ENSMODG00000014783	2	ENSGALG00000005549	19
ENSMODG00000014784	1	ENSGALG00000016445	3
ENSMODG00000014786	8	ENSGALG00000011262	2
ENSMODG00000014788	2	ENSGALG00000003369	27
ENSMODG00000014789	8	ENSGALG00000011267	2
ENSMODG00000014790	2	ENSGALG00000005567	19
ENSMODG00000014792	2	ENSGALG00000003359	27
ENSMODG00000014793	8	ENSGALG00000011272	2
ENSMODG00000014795	8	ENSGALG00000044362	2
ENSMODG00000014796	2	ENSGALG00000003354	27
ENSMODG00000014798	2	ENSGALG00000011485	27
ENSMODG00000014802	2	ENSGALG00000003333	27
ENSMODG00000014803	1	ENSGALG00000016446	3
ENSMODG00000014805	7	ENSGALG00000016954	1
ENSMODG00000014806	8	ENSGALG00000011278	2
ENSMODG00000014810	2	ENSGALG00000003158	18
ENSMODG00000014811	1	ENSGALG00000016447	3
ENSMODG00000014812	8	ENSGALG00000011281	2
ENSMODG00000014814	2	ENSGALG00000003144	18
ENSMODG00000014817	1	ENSGALG00000016448	3
ENSMODG00000014818	2	ENSGALG00000003131	18
ENSMODG00000014819	2	ENSGALG00000003114	18
ENSMODG00000014823	7	ENSGALG00000016955	1
ENSMODG00000014826	2	ENSGALG00000003105	18
ENSMODG00000014827	8	ENSGALG00000011283	2
ENSMODG00000014840	2	ENSGALG00000003099	18
ENSMODG00000014843	1	ENSGALG00000005494	11
ENSMODG00000014844	7	ENSGALG00000016959	1
ENSMODG00000014847	2	ENSGALG00000003078	18
ENSMODG00000014848	7	ENSGALG00000022739	1
ENSMODG00000014850	6	ENSGALG00000015096	Z
ENSMODG00000014851	2	ENSGALG00000003059	18
ENSMODG00000014855	2	ENSGALG00000027190	18
ENSMODG00000014856	7	ENSGALG00000026163	1
ENSMODG00000014859	2	ENSGALG00000003261	27
ENSMODG00000014863	2	ENSGALG00000003033	18
ENSMODG00000014869	2	ENSGALG00000003011	18
ENSMODG00000014872	8	ENSGALG00000033593	2
ENSMODG00000014875	7	ENSGALG00000016965	1
ENSMODG00000014876	8	ENSGALG00000011286	2
ENSMODG00000014879	8	ENSGALG00000011289	2
ENSMODG00000014880	8	ENSGALG00000011290	2
ENSMODG00000014882	3	ENSGALG00000002563	28
ENSMODG00000014883	2	ENSGALG00000003256	27
ENSMODG00000014885	7	ENSGALG00000016967	1
ENSMODG00000014888	3	ENSGALG00000028851	28
ENSMODG00000014889	7	ENSGALG00000016968	1
ENSMODG00000014892	8	ENSGALG00000011291	2
ENSMODG00000014893	7	ENSGALG00000016969	1
ENSMODG00000014899	3	ENSGALG00000003978	28
ENSMODG00000014900	6	ENSGALG00000015101	Z
ENSMODG00000014903	8	ENSGALG00000011294	2
ENSMODG00000014904	3	ENSGALG00000036474	28
ENSMODG00000014906	X	ENSGALG00000008442	4
ENSMODG00000014908	3	ENSGALG00000003959	28
ENSMODG00000014909	2	ENSGALG00000027429	27
ENSMODG00000014911	3	ENSGALG00000010101	8
ENSMODG00000014913	6	ENSGALG00000015103	Z
ENSMODG00000014917	3	ENSGALG00000021601	28
ENSMODG00000014918	2	ENSGALG00000003199	27
ENSMODG00000014919	7	ENSGALG00000016971	1
ENSMODG00000014922	3	ENSGALG00000003914	28
ENSMODG00000014924	7	ENSGALG00000016972	1
ENSMODG00000014926	8	ENSGALG00000011298	2
ENSMODG00000014928	Un	ENSGALG00000007045	6
ENSMODG00000014929	3	ENSGALG00000021883	28
ENSMODG00000014930	7	ENSGALG00000031567	1
ENSMODG00000014931	X	ENSGALG00000008447	4
ENSMODG00000014932	2	ENSGALG00000003162	27
ENSMODG00000014933	Un	ENSGALG00000006363	15
ENSMODG00000014934	Un	ENSGALG00000006350	15
ENSMODG00000014936	2	ENSGALG00000041031	16
ENSMODG00000014938	3	ENSGALG00000003824	28
ENSMODG00000014939	Un	ENSGALG00000005808	15
ENSMODG00000014942	3	ENSGALG00000003794	28
ENSMODG00000014943	6	ENSGALG00000015105	Z
ENSMODG00000014944	3	ENSGALG00000027132	28
ENSMODG00000014945	7	ENSGALG00000016979	1
ENSMODG00000014946	3	ENSGALG00000003778	28
ENSMODG00000014950	2	ENSGALG00000039742	16
ENSMODG00000014952	7	ENSGALG00000016980	1
ENSMODG00000014954	8	ENSGALG00000011300	2
ENSMODG00000014955	7	ENSGALG00000016981	1
ENSMODG00000014956	6	ENSGALG00000011323	1
ENSMODG00000014957	X	ENSGALG00000008482	4
ENSMODG00000014958	7	ENSGALG00000026849	1
ENSMODG00000014961	8	ENSGALG00000011304	2
ENSMODG00000014963	8	ENSGALG00000011312	2
ENSMODG00000014967	6	ENSGALG00000005416	Z
ENSMODG00000014969	7	ENSGALG00000016984	1
ENSMODG00000014970	X	ENSGALG00000008491	4
ENSMODG00000014971	2	ENSGALG00000030003	27
ENSMODG00000014975	7	ENSGALG00000016985	1
ENSMODG00000014976	3	ENSGALG00000029202	AADN04004158.1
ENSMODG00000014979	2	ENSGALG00000032231	16
ENSMODG00000014981	2	ENSGALG00000037269	27
ENSMODG00000014983	Un	ENSGALG00000040729	5
ENSMODG00000014984	X	ENSGALG00000008507	4
ENSMODG00000014986	6	ENSGALG00000005426	Z
ENSMODG00000014987	2	ENSGALG00000028519	27
ENSMODG00000014989	1	ENSGALG00000039124	13
ENSMODG00000014991	6	ENSGALG00000005434	Z
ENSMODG00000014992	3	ENSGALG00000003771	28
ENSMODG00000014993	6	ENSGALG00000027428	Z
ENSMODG00000014995	Un	ENSGALG00000014569	5
ENSMODG00000014998	Un	ENSGALG00000006868	5
ENSMODG00000014999	6	ENSGALG00000005441	Z
ENSMODG00000015000	7	ENSGALG00000008220	7
ENSMODG00000015003	X	ENSGALG00000034109	4
ENSMODG00000015006	3	ENSGALG00000003742	28
ENSMODG00000015007	X	ENSGALG00000045947	10
ENSMODG00000015009	Un	ENSGALG00000006837	5
ENSMODG00000015017	2	ENSGALG00000003123	27
ENSMODG00000015018	2	ENSGALG00000039842	AADN04004686.1
ENSMODG00000015021	3	ENSGALG00000003727	28
ENSMODG00000015025	7	ENSGALG00000028438	7
ENSMODG00000015029	1	ENSGALG00000005483	11
ENSMODG00000015030	8	ENSGALG00000011405	2
ENSMODG00000015033	2	ENSGALG00000003068	27
ENSMODG00000015035	1	ENSGALG00000006258	13
ENSMODG00000015036	3	ENSGALG00000003717	28
ENSMODG00000015037	7	ENSGALG00000008228	7
ENSMODG00000015038	2	ENSGALG00000024449	27
ENSMODG00000015039	3	ENSGALG00000003703	28
ENSMODG00000015040	Un	ENSGALG00000008380	5
ENSMODG00000015041	3	ENSGALG00000031490	28
ENSMODG00000015042	6	ENSGALG00000005846	Z
ENSMODG00000015043	7	ENSGALG00000011224	7
ENSMODG00000015044	Un	ENSGALG00000003385	28
ENSMODG00000015045	3	ENSGALG00000037316	28
ENSMODG00000015047	3	ENSGALG00000036004	28
ENSMODG00000015049	3	ENSGALG00000043010	28
ENSMODG00000015050	7	ENSGALG00000007337	9
ENSMODG00000015051	2	ENSGALG00000032191	27
ENSMODG00000015052	2	ENSGALG00000035499	26
ENSMODG00000015055	2	ENSGALG00000034345	27
ENSMODG00000015056	7	ENSGALG00000008226	7
ENSMODG00000015057	8	ENSGALG00000027247	2
ENSMODG00000015058	7	ENSGALG00000033515	7
ENSMODG00000015060	7	ENSGALG00000007324	9
ENSMODG00000015061	3	ENSGALG00000037526	28
ENSMODG00000015062	8	ENSGALG00000025811	2
ENSMODG00000015064	2	ENSGALG00000002973	27
ENSMODG00000015066	3	ENSGALG00000039408	KQ759549.1
ENSMODG00000015068	7	ENSGALG00000008234	7
ENSMODG00000015070	3	ENSGALG00000038189	28
ENSMODG00000015072	7	ENSGALG00000011242	7
ENSMODG00000015073	7	ENSGALG00000040866	9
ENSMODG00000015075	8	ENSGALG00000011428	2
ENSMODG00000015077	3	ENSGALG00000036297	28
ENSMODG00000015081	7	ENSGALG00000026862	9
ENSMODG00000015082	3	ENSGALG00000037091	28
ENSMODG00000015084	3	ENSGALG00000034328	KQ759549.1
ENSMODG00000015086	7	ENSGALG00000020869	7
ENSMODG00000015088	7	ENSGALG00000025821	9
ENSMODG00000015090	7	ENSGALG00000008239	7
ENSMODG00000015093	2	ENSGALG00000035721	23
ENSMODG00000015095	7	ENSGALG00000007253	9
ENSMODG00000015097	7	ENSGALG00000008240	7
ENSMODG00000015098	3	ENSGALG00000037256	28
ENSMODG00000015099	7	ENSGALG00000026907	9
ENSMODG00000015101	3	ENSGALG00000040758	28
ENSMODG00000015103	7	ENSGALG00000007226	9
ENSMODG00000015106	7	ENSGALG00000046494	7
ENSMODG00000015109	2	ENSGALG00000038129	27
ENSMODG00000015111	3	ENSGALG00000045547	28
ENSMODG00000015112	7	ENSGALG00000020813	9
ENSMODG00000015114	3	ENSGALG00000007247	15
ENSMODG00000015116	7	ENSGALG00000036971	9
ENSMODG00000015117	3	ENSGALG00000043756	28
ENSMODG00000015119	7	ENSGALG00000007218	9
ENSMODG00000015121	2	ENSGALG00000002856	27
ENSMODG00000015123	7	ENSGALG00000007193	9
ENSMODG00000015131	1	ENSGALG00000031983	11
ENSMODG00000015132	2	ENSGALG00000002832	27
ENSMODG00000015136	2	ENSGALG00000002818	27
ENSMODG00000015137	7	ENSGALG00000020827	9
ENSMODG00000015139	3	ENSGALG00000003572	28
ENSMODG00000015141	2	ENSGALG00000002804	27
ENSMODG00000015142	1	ENSGALG00000006297	13
ENSMODG00000015150	2	ENSGALG00000002781	27
ENSMODG00000015152	1	ENSGALG00000006309	13
ENSMODG00000015154	3	ENSGALG00000044649	15
ENSMODG00000015155	8	ENSGALG00000011442	2
ENSMODG00000015156	7	ENSGALG00000007150	9
ENSMODG00000015157	2	ENSGALG00000002765	27
ENSMODG00000015159	8	ENSGALG00000011447	2
ENSMODG00000015162	1	ENSGALG00000029429	13
ENSMODG00000015163	1	ENSGALG00000005467	11
ENSMODG00000015164	8	ENSGALG00000011465	2
ENSMODG00000015168	X	ENSGALG00000006157	4
ENSMODG00000015169	1	ENSGALG00000005456	11
ENSMODG00000015175	1	ENSGALG00000006323	13
ENSMODG00000015179	3	ENSGALG00000002137	15
ENSMODG00000015180	7	ENSGALG00000011306	7
ENSMODG00000015181	2	ENSGALG00000032305	27
ENSMODG00000015185	X	ENSGALG00000006127	4
ENSMODG00000015186	8	ENSGALG00000011484	2
ENSMODG00000015187	2	ENSGALG00000036678	27
ENSMODG00000015190	2	ENSGALG00000001191	27
ENSMODG00000015192	6	ENSGALG00000015058	Z
ENSMODG00000015193	7	ENSGALG00000011318	7
ENSMODG00000015195	X	ENSGALG00000006108	4
ENSMODG00000015196	1	ENSGALG00000033507	11
ENSMODG00000015197	2	ENSGALG00000009929	27
ENSMODG00000015198	8	ENSGALG00000011490	2
ENSMODG00000015199	3	ENSGALG00000002143	15
ENSMODG00000015201	3	ENSGALG00000023294	15
ENSMODG00000015202	2	ENSGALG00000035369	27
ENSMODG00000015207	7	ENSGALG00000008370	7
ENSMODG00000015208	1	ENSGALG00000038494	11
ENSMODG00000015210	8	ENSGALG00000011491	2
ENSMODG00000015212	2	ENSGALG00000042521	27
ENSMODG00000015213	6	ENSGALG00000020557	Z
ENSMODG00000015214	1	ENSGALG00000013437	11
ENSMODG00000015216	7	ENSGALG00000008373	7
ENSMODG00000015217	1	ENSGALG00000005408	11
ENSMODG00000015221	3	ENSGALG00000007276	15
ENSMODG00000015222	8	ENSGALG00000011494	2
ENSMODG00000015225	6	ENSGALG00000015053	Z
ENSMODG00000015226	3	ENSGALG00000007308	15
ENSMODG00000015227	8	ENSGALG00000011498	2
ENSMODG00000015228	1	ENSGALG00000005435	11
ENSMODG00000015229	8	ENSGALG00000043476	1
ENSMODG00000015231	3	ENSGALG00000007319	15
ENSMODG00000015233	8	ENSGALG00000033149	1
ENSMODG00000015235	8	ENSGALG00000033997	1
ENSMODG00000015236	7	ENSGALG00000033811	7
ENSMODG00000015238	6	ENSGALG00000015052	Z
ENSMODG00000015241	8	ENSGALG00000040363	2
ENSMODG00000015245	8	ENSGALG00000042371	2
ENSMODG00000015246	8	ENSGALG00000039403	1
ENSMODG00000015248	8	ENSGALG00000039920	2
ENSMODG00000015249	7	ENSGALG00000027506	7
ENSMODG00000015250	8	ENSGALG00000011518	2
ENSMODG00000015255	8	ENSGALG00000037533	2
ENSMODG00000015259	X	ENSGALG00000006094	4
ENSMODG00000015262	8	ENSGALG00000043379	2
ENSMODG00000015263	3	ENSGALG00000002158	15
ENSMODG00000015266	1	ENSGALG00000040475	11
ENSMODG00000015267	7	ENSGALG00000011326	7
ENSMODG00000015268	X	ENSGALG00000006087	4
ENSMODG00000015270	8	ENSGALG00000030493	2
ENSMODG00000015271	1	ENSGALG00000013494	11
ENSMODG00000015272	3	ENSGALG00000002180	15
ENSMODG00000015273	8	ENSGALG00000030552	2
ENSMODG00000015274	3	ENSGALG00000046262	15
ENSMODG00000015275	8	ENSGALG00000036807	2
ENSMODG00000015276	7	ENSGALG00000011328	7
ENSMODG00000015278	1	ENSGALG00000046375	3
ENSMODG00000015279	3	ENSGALG00000007383	15
ENSMODG00000015281	3	ENSGALG00000002205	15
ENSMODG00000015283	3	ENSGALG00000007388	15
ENSMODG00000015284	8	ENSGALG00000031163	2
ENSMODG00000015285	7	ENSGALG00000011332	7
ENSMODG00000015286	1	ENSGALG00000010560	3
ENSMODG00000015289	1	ENSGALG00000010561	3
ENSMODG00000015290	8	ENSGALG00000029724	2
ENSMODG00000015293	6	ENSGALG00000015050	Z
ENSMODG00000015295	X	ENSGALG00000006080	4
ENSMODG00000015296	6	ENSGALG00000019756	Z
ENSMODG00000015297	X	ENSGALG00000034250	4
ENSMODG00000015300	7	ENSGALG00000008398	7
ENSMODG00000015302	7	ENSGALG00000011649	7
ENSMODG00000015303	8	ENSGALG00000011185	2
ENSMODG00000015304	X	ENSGALG00000032045	4
ENSMODG00000015306	8	ENSGALG00000011181	2
ENSMODG00000015307	Un	ENSGALG00000037872	3
ENSMODG00000015308	X	ENSGALG00000006061	4
ENSMODG00000015309	3	ENSGALG00000007393	15
ENSMODG00000015310	8	ENSGALG00000011176	2
ENSMODG00000015311	8	ENSGALG00000011170	2
