Opossum	ChrOpossum	Platypus	ChrPlatypus
ENSMODG00000011048	1	ENSOANG00000011153	Contig362
ENSMODG00000011049	4	ENSOANG00000007088	Contig14005
ENSMODG00000011051	1	ENSOANG00000002390	5
ENSMODG00000011052	4	ENSOANG00000015169	Contig30946
ENSMODG00000011053	4	ENSOANG00000011289	Contig10482
ENSMODG00000011054	2	ENSOANG00000012714	Ultra69
ENSMODG00000011055	3	ENSOANG00000021753	3
ENSMODG00000011059	1	ENSOANG00000002393	5
ENSMODG00000011062	8	ENSOANG00000011995	Contig3061
ENSMODG00000011068	4	ENSOANG00000014629	Ultra490
ENSMODG00000011070	X	ENSOANG00000002949	Ultra315
ENSMODG00000011079	4	ENSOANG00000015550	Ultra336
ENSMODG00000011080	4	ENSOANG00000008976	Contig27895
ENSMODG00000011081	2	ENSOANG00000012676	Ultra69
ENSMODG00000011082	3	ENSOANG00000005624	7
ENSMODG00000011087	1	ENSOANG00000014410	Contig4569
ENSMODG00000011092	X	ENSOANG00000014323	Contig3742
ENSMODG00000011093	2	ENSOANG00000012681	Ultra69
ENSMODG00000011096	1	ENSOANG00000002395	5
ENSMODG00000011098	1	ENSOANG00000014411	Contig4569
ENSMODG00000011099	Un	ENSOANG00000009182	Contig25130
ENSMODG00000011101	2	ENSOANG00000021143	Contig30548
ENSMODG00000011104	X	ENSOANG00000013992	Ultra315
ENSMODG00000011107	2	ENSOANG00000012683	Ultra69
ENSMODG00000011111	8	ENSOANG00000015118	Ultra117
ENSMODG00000011112	Un	ENSOANG00000005329	Contig24810
ENSMODG00000011114	1	ENSOANG00000010446	Contig25381
ENSMODG00000011116	X	ENSOANG00000013990	Ultra315
ENSMODG00000011120	1	ENSOANG00000001639	Ultra272
ENSMODG00000011127	2	ENSOANG00000010790	Contig247498
ENSMODG00000011128	1	ENSOANG00000002666	1
ENSMODG00000011129	Un	ENSOANG00000012703	Ultra69
ENSMODG00000011135	1	ENSOANG00000011217	5
ENSMODG00000011140	4	ENSOANG00000015554	Ultra336
ENSMODG00000011144	X	ENSOANG00000013986	Ultra315
ENSMODG00000011145	6	ENSOANG00000030270	Contig18137
ENSMODG00000011146	1	ENSOANG00000008906	Ultra334
ENSMODG00000011148	4	ENSOANG00000013326	Ultra490
ENSMODG00000011153	1	ENSOANG00000001640	Ultra272
ENSMODG00000011158	1	ENSOANG00000008907	Ultra334
ENSMODG00000011161	2	ENSOANG00000006853	Contig21793
ENSMODG00000011163	1	ENSOANG00000005822	Contig8216
ENSMODG00000011165	1	ENSOANG00000001643	Ultra272
ENSMODG00000011168	4	ENSOANG00000015555	Ultra336
ENSMODG00000011183	1	ENSOANG00000001647	Ultra272
ENSMODG00000011189	4	ENSOANG00000015558	Ultra336
ENSMODG00000011191	3	ENSOANG00000003528	Contig341
ENSMODG00000011192	8	ENSOANG00000006811	Ultra117
ENSMODG00000011194	4	ENSOANG00000013322	Ultra490
ENSMODG00000011196	6	ENSOANG00000013434	Contig1718
ENSMODG00000011198	2	ENSOANG00000012685	Ultra69
ENSMODG00000011200	1	ENSOANG00000020219	Contig28691
ENSMODG00000011201	8	ENSOANG00000030142	Ultra117
ENSMODG00000011202	4	ENSOANG00000030356	Ultra490
ENSMODG00000011203	3	ENSOANG00000003530	Contig341
ENSMODG00000011204	4	ENSOANG00000007649	Contig33754
ENSMODG00000011206	1	ENSOANG00000019833	Contig27407
ENSMODG00000011207	3	ENSOANG00000003531	Contig341
ENSMODG00000011208	2	ENSOANG00000012686	Ultra69
ENSMODG00000011210	4	ENSOANG00000015560	Ultra336
ENSMODG00000011211	1	ENSOANG00000001648	Ultra272
ENSMODG00000011213	2	ENSOANG00000012687	Ultra69
ENSMODG00000011214	1	ENSOANG00000007218	Ultra532
ENSMODG00000011216	1	ENSOANG00000001649	Ultra272
ENSMODG00000011217	4	ENSOANG00000013321	Ultra490
ENSMODG00000011220	3	ENSOANG00000011853	Ultra144
ENSMODG00000011221	6	ENSOANG00000013435	Contig1718
ENSMODG00000011224	1	ENSOANG00000001653	Ultra272
ENSMODG00000011225	3	ENSOANG00000003533	Contig341
ENSMODG00000011227	3	ENSOANG00000011852	Ultra144
ENSMODG00000011228	8	ENSOANG00000006810	Ultra117
ENSMODG00000011232	1	ENSOANG00000001654	Ultra272
ENSMODG00000011239	2	ENSOANG00000012689	Ultra69
ENSMODG00000011242	1	ENSOANG00000030393	Ultra628
ENSMODG00000011243	1	ENSOANG00000022555	Contig35998
ENSMODG00000011244	3	ENSOANG00000022071	Contig341
ENSMODG00000011246	X	ENSOANG00000013985	Ultra315
ENSMODG00000011248	8	ENSOANG00000006808	Ultra117
ENSMODG00000011256	1	ENSOANG00000008105	Ultra628
ENSMODG00000011257	6	ENSOANG00000013437	Contig1718
ENSMODG00000011261	8	ENSOANG00000006807	Ultra117
ENSMODG00000011263	2	ENSOANG00000010540	Contig18511
ENSMODG00000011266	X	ENSOANG00000002690	Contig23671
ENSMODG00000011267	8	ENSOANG00000006805	Ultra117
ENSMODG00000011270	3	ENSOANG00000011848	Ultra144
ENSMODG00000011271	1	ENSOANG00000003445	Ultra628
ENSMODG00000011273	1	ENSOANG00000002149	5
ENSMODG00000011274	4	ENSOANG00000015564	Ultra336
ENSMODG00000011276	1	ENSOANG00000001988	Contig10357
ENSMODG00000011279	3	ENSOANG00000029002	Contig341
ENSMODG00000011280	1	ENSOANG00000001987	Contig10357
ENSMODG00000011281	X	ENSOANG00000000753	Contig9401
ENSMODG00000011284	1	ENSOANG00000011915	Contig6175
ENSMODG00000011288	8	ENSOANG00000006804	Ultra117
ENSMODG00000011290	4	ENSOANG00000015566	Ultra336
ENSMODG00000011302	1	ENSOANG00000012627	1
ENSMODG00000011303	X	ENSOANG00000001908	Contig9548
ENSMODG00000011304	3	ENSOANG00000011844	Ultra144
ENSMODG00000011307	3	ENSOANG00000002715	Contig124891
ENSMODG00000011308	2	ENSOANG00000031943	Contig30202
ENSMODG00000011310	2	ENSOANG00000008215	Ultra388
ENSMODG00000011313	1	ENSOANG00000028586	Contig83058
ENSMODG00000011317	8	ENSOANG00000006799	Ultra117
ENSMODG00000011318	6	ENSOANG00000020198	Contig1718
ENSMODG00000011322	3	ENSOANG00000011842	Ultra144
ENSMODG00000011324	2	ENSOANG00000008214	Ultra388
ENSMODG00000011326	1	ENSOANG00000002874	5
ENSMODG00000011331	3	ENSOANG00000005511	Contig2497
ENSMODG00000011335	1	ENSOANG00000003035	Contig27750
ENSMODG00000011341	6	ENSOANG00000001498	Ultra529
ENSMODG00000011344	3	ENSOANG00000006318	Ultra679
ENSMODG00000011348	4	ENSOANG00000015567	Ultra336
ENSMODG00000011350	3	ENSOANG00000011127	Contig195
ENSMODG00000011352	8	ENSOANG00000006798	Ultra117
ENSMODG00000011354	1	ENSOANG00000009503	Contig12786
ENSMODG00000011356	4	ENSOANG00000013572	Ultra295
ENSMODG00000011358	4	ENSOANG00000015572	Ultra336
ENSMODG00000011360	2	ENSOANG00000001785	Contig3392
ENSMODG00000011361	7	ENSOANG00000002081	Contig4965
ENSMODG00000011362	1	ENSOANG00000013336	Contig11976
ENSMODG00000011369	8	ENSOANG00000006795	Ultra117
ENSMODG00000011370	1	ENSOANG00000007818	17
ENSMODG00000011371	X	ENSOANG00000000691	Ultra403
ENSMODG00000011374	2	ENSOANG00000008211	Ultra388
ENSMODG00000011375	7	ENSOANG00000008700	Contig15072
ENSMODG00000011383	1	ENSOANG00000013994	4
ENSMODG00000011385	3	ENSOANG00000003534	Contig341
ENSMODG00000011389	1	ENSOANG00000013993	4
ENSMODG00000011390	8	ENSOANG00000006794	Ultra117
ENSMODG00000011392	4	ENSOANG00000009607	Contig14559
ENSMODG00000011393	1	ENSOANG00000007823	17
ENSMODG00000011400	2	ENSOANG00000001142	Contig7219
ENSMODG00000011405	1	ENSOANG00000013991	4
ENSMODG00000011406	4	ENSOANG00000014116	Contig36643
ENSMODG00000011408	4	ENSOANG00000011421	Contig25257
ENSMODG00000011410	4	ENSOANG00000011042	Contig28859
ENSMODG00000011411	2	ENSOANG00000009536	Contig9096
ENSMODG00000011412	2	ENSOANG00000001141	Contig7219
ENSMODG00000011413	4	ENSOANG00000015575	Ultra336
ENSMODG00000011415	2	ENSOANG00000001140	Contig7219
ENSMODG00000011416	6	ENSOANG00000001499	Ultra529
ENSMODG00000011418	2	ENSOANG00000009537	Contig9096
ENSMODG00000011421	3	ENSOANG00000003536	Contig341
ENSMODG00000011425	2	ENSOANG00000015583	7
ENSMODG00000011427	X	ENSOANG00000014707	Ultra369
ENSMODG00000011428	2	ENSOANG00000004982	Contig27111
ENSMODG00000011432	8	ENSOANG00000006790	Ultra117
ENSMODG00000011433	1	ENSOANG00000028373	Contig4144
ENSMODG00000011434	1	ENSOANG00000007824	17
ENSMODG00000011435	3	ENSOANG00000011126	Contig195
ENSMODG00000011437	1	ENSOANG00000013989	4
ENSMODG00000011438	7	ENSOANG00000008987	Ultra370
ENSMODG00000011440	4	ENSOANG00000022232	Contig35423
ENSMODG00000011441	1	ENSOANG00000012295	Contig29904
ENSMODG00000011442	2	ENSOANG00000032243	Contig8643
ENSMODG00000011444	6	ENSOANG00000001501	Ultra529
ENSMODG00000011446	1	ENSOANG00000011664	Contig4144
ENSMODG00000011447	1	ENSOANG00000005927	Contig28386
ENSMODG00000011449	6	ENSOANG00000001503	Ultra529
ENSMODG00000011452	4	ENSOANG00000010522	Contig6071
ENSMODG00000011453	1	ENSOANG00000011665	Contig4144
ENSMODG00000011455	4	ENSOANG00000030590	Contig34535
ENSMODG00000011456	1	ENSOANG00000013988	4
ENSMODG00000011458	2	ENSOANG00000001016	Ultra341
ENSMODG00000011462	1	ENSOANG00000011669	Contig4144
ENSMODG00000011463	8	ENSOANG00000006786	Ultra117
ENSMODG00000011467	1	ENSOANG00000007826	17
ENSMODG00000011468	8	ENSOANG00000006785	Ultra117
ENSMODG00000011470	X	ENSOANG00000011439	6
ENSMODG00000011471	3	ENSOANG00000009787	Contig9621
ENSMODG00000011475	Un	ENSOANG00000013069	Contig14981
ENSMODG00000011481	1	ENSOANG00000003095	Contig19467
ENSMODG00000011483	3	ENSOANG00000007093	Contig20697
ENSMODG00000011485	6	ENSOANG00000021002	Contig13999
ENSMODG00000011490	1	ENSOANG00000020085	Contig237795
ENSMODG00000011495	3	ENSOANG00000004792	2
ENSMODG00000011500	1	ENSOANG00000007827	17
ENSMODG00000011503	X	ENSOANG00000012828	6
ENSMODG00000011508	3	ENSOANG00000009077	Ultra326
ENSMODG00000011510	3	ENSOANG00000009076	Ultra326
ENSMODG00000011512	1	ENSOANG00000007830	17
ENSMODG00000011514	3	ENSOANG00000004791	2
ENSMODG00000011515	1	ENSOANG00000029735	Contig15597
ENSMODG00000011518	3	ENSOANG00000011125	Contig195
ENSMODG00000011521	6	ENSOANG00000003247	Ultra150
ENSMODG00000011522	1	ENSOANG00000003045	Contig23477
ENSMODG00000011523	4	ENSOANG00000011739	Ultra190
ENSMODG00000011524	3	ENSOANG00000004790	2
ENSMODG00000011525	X	ENSOANG00000019956	Ultra656
ENSMODG00000011526	X	ENSOANG00000022384	Contig159363
ENSMODG00000011529	2	ENSOANG00000029635	Contig20591
ENSMODG00000011530	3	ENSOANG00000009799	Ultra710
ENSMODG00000011531	X	ENSOANG00000004230	Ultra519
ENSMODG00000011532	1	ENSOANG00000012345	5
ENSMODG00000011535	4	ENSOANG00000013059	Contig7471
ENSMODG00000011536	3	ENSOANG00000004789	2
ENSMODG00000011539	3	ENSOANG00000009800	Ultra710
ENSMODG00000011542	X	ENSOANG00000004229	Ultra519
ENSMODG00000011543	2	ENSOANG00000004584	Contig20591
ENSMODG00000011547	X	ENSOANG00000002893	Contig19493
ENSMODG00000011549	3	ENSOANG00000004788	2
ENSMODG00000011552	3	ENSOANG00000014160	Contig15217
ENSMODG00000011555	8	ENSOANG00000006783	Ultra117
ENSMODG00000011556	1	ENSOANG00000012922	Contig3032
ENSMODG00000011559	3	ENSOANG00000004786	2
ENSMODG00000011560	X	ENSOANG00000002892	Contig19493
ENSMODG00000011562	1	ENSOANG00000010070	Contig26545
ENSMODG00000011564	8	ENSOANG00000006782	Ultra117
ENSMODG00000011565	1	ENSOANG00000013987	4
ENSMODG00000011566	4	ENSOANG00000030782	Contig48300
ENSMODG00000011567	4	ENSOANG00000008901	Contig6657
ENSMODG00000011568	1	ENSOANG00000012343	5
ENSMODG00000011569	1	ENSOANG00000015803	Contig169402
ENSMODG00000011577	3	ENSOANG00000004784	2
ENSMODG00000011583	X	ENSOANG00000004228	Ultra519
ENSMODG00000011584	X	ENSOANG00000001275	6
ENSMODG00000011585	2	ENSOANG00000001017	Ultra341
ENSMODG00000011586	1	ENSOANG00000013983	4
ENSMODG00000011587	3	ENSOANG00000030883	Ultra326
ENSMODG00000011589	4	ENSOANG00000015369	Contig55961
ENSMODG00000011591	2	ENSOANG00000030588	Ultra192
ENSMODG00000011593	3	ENSOANG00000006846	Ultra326
ENSMODG00000011594	1	ENSOANG00000011010	4
ENSMODG00000011597	X	ENSOANG00000005871	Ultra401
ENSMODG00000011599	3	ENSOANG00000010209	Contig5393
ENSMODG00000011601	6	ENSOANG00000013690	Contig26295
ENSMODG00000011603	X	ENSOANG00000009658	Ultra597
ENSMODG00000011604	1	ENSOANG00000012341	5
ENSMODG00000011609	X	ENSOANG00000011020	Ultra401
ENSMODG00000011613	2	ENSOANG00000002629	Contig30638
ENSMODG00000011619	3	ENSOANG00000029270	Ultra517
ENSMODG00000011622	3	ENSOANG00000004785	2
ENSMODG00000011623	2	ENSOANG00000004668	Contig9329
ENSMODG00000011627	X	ENSOANG00000011027	Ultra401
ENSMODG00000011629	1	ENSOANG00000003500	5
ENSMODG00000011632	6	ENSOANG00000004965	Contig46398
ENSMODG00000011633	1	ENSOANG00000013829	Contig6003
ENSMODG00000011635	2	ENSOANG00000004669	Contig9329
ENSMODG00000011636	1	ENSOANG00000013776	5
ENSMODG00000011638	1	ENSOANG00000005214	Contig249088
ENSMODG00000011639	1	ENSOANG00000011009	4
ENSMODG00000011642	1	ENSOANG00000014728	Ultra209
ENSMODG00000011643	X	ENSOANG00000011024	Ultra401
ENSMODG00000011644	X	ENSOANG00000014706	Ultra369
ENSMODG00000011645	3	ENSOANG00000004782	2
ENSMODG00000011646	1	ENSOANG00000021333	Contig29832
ENSMODG00000011648	6	ENSOANG00000009135	Contig18556
ENSMODG00000011649	1	ENSOANG00000019919	Contig180631
ENSMODG00000011651	X	ENSOANG00000004224	Ultra519
ENSMODG00000011662	2	ENSOANG00000001024	Ultra341
ENSMODG00000011666	1	ENSOANG00000005966	Contig13806
ENSMODG00000011668	2	ENSOANG00000001025	Ultra341
ENSMODG00000011671	3	ENSOANG00000011124	Contig195
ENSMODG00000011674	1	ENSOANG00000030870	Contig37238
ENSMODG00000011675	6	ENSOANG00000014853	14
ENSMODG00000011679	3	ENSOANG00000004781	2
ENSMODG00000011680	X	ENSOANG00000002651	Contig20525
ENSMODG00000011682	3	ENSOANG00000011123	Contig195
ENSMODG00000011684	1	ENSOANG00000011384	Contig28603
ENSMODG00000011688	1	ENSOANG00000013217	Ultra209
ENSMODG00000011689	1	ENSOANG00000008952	Contig24853
ENSMODG00000011690	1	ENSOANG00000031521	Contig24800
ENSMODG00000011692	X	ENSOANG00000030251	Contig11027
ENSMODG00000011697	1	ENSOANG00000013884	Contig14214
ENSMODG00000011699	3	ENSOANG00000004780	2
ENSMODG00000011701	1	ENSOANG00000028557	Contig5605
ENSMODG00000011704	5	ENSOANG00000003564	Ultra512
ENSMODG00000011710	1	ENSOANG00000003856	Contig15910
ENSMODG00000011714	1	ENSOANG00000005804	Ultra393
ENSMODG00000011717	6	ENSOANG00000014854	14
ENSMODG00000011719	X	ENSOANG00000004217	Ultra519
ENSMODG00000011721	2	ENSOANG00000001026	Ultra341
ENSMODG00000011722	3	ENSOANG00000011121	Contig195
ENSMODG00000011727	1	ENSOANG00000013220	Ultra209
ENSMODG00000011729	1	ENSOANG00000011103	5
ENSMODG00000011732	1	ENSOANG00000007313	17
ENSMODG00000011733	1	ENSOANG00000022771	Contig15222
ENSMODG00000011734	1	ENSOANG00000001898	Contig2032
ENSMODG00000011736	6	ENSOANG00000014855	14
ENSMODG00000011737	1	ENSOANG00000004526	Contig74319
ENSMODG00000011742	1	ENSOANG00000007314	17
ENSMODG00000011744	5	ENSOANG00000003561	Ultra512
ENSMODG00000011746	X	ENSOANG00000004215	Ultra519
ENSMODG00000011747	4	ENSOANG00000022638	Contig24802
ENSMODG00000011752	X	ENSOANG00000004214	Ultra519
ENSMODG00000011755	3	ENSOANG00000028365	Contig36328
ENSMODG00000011756	8	ENSOANG00000006774	Ultra117
ENSMODG00000011757	1	ENSOANG00000007315	17
ENSMODG00000011758	X	ENSOANG00000004209	Ultra519
ENSMODG00000011763	2	ENSOANG00000003654	Contig33337
ENSMODG00000011765	1	ENSOANG00000000838	Contig2367
ENSMODG00000011771	6	ENSOANG00000001327	Ultra668
ENSMODG00000011772	1	ENSOANG00000009530	Contig16309
ENSMODG00000011775	1	ENSOANG00000013219	Ultra209
ENSMODG00000011777	1	ENSOANG00000019861	Contig10771
ENSMODG00000011779	5	ENSOANG00000009391	Contig2752
ENSMODG00000011782	6	ENSOANG00000001331	Ultra668
ENSMODG00000011783	1	ENSOANG00000005415	Contig4036
ENSMODG00000011785	X	ENSOANG00000004208	Ultra519
ENSMODG00000011787	2	ENSOANG00000001021	Ultra630
ENSMODG00000011788	1	ENSOANG00000007316	17
ENSMODG00000011789	2	ENSOANG00000029472	Contig16516
ENSMODG00000011790	6	ENSOANG00000014110	Contig15916
ENSMODG00000011791	2	ENSOANG00000001027	Ultra341
ENSMODG00000011792	1	ENSOANG00000001555	Contig29281
ENSMODG00000011793	1	ENSOANG00000001039	4
ENSMODG00000011794	5	ENSOANG00000013645	Ultra512
ENSMODG00000011796	1	ENSOANG00000022684	Contig3632
ENSMODG00000011802	2	ENSOANG00000022289	Ultra220
ENSMODG00000011803	1	ENSOANG00000010367	5
ENSMODG00000011804	2	ENSOANG00000022753	Contig26993
ENSMODG00000011805	1	ENSOANG00000010406	Contig24336
ENSMODG00000011806	1	ENSOANG00000010368	5
ENSMODG00000011807	6	ENSOANG00000029689	Contig23182
ENSMODG00000011812	2	ENSOANG00000004403	Contig9493
ENSMODG00000011813	1	ENSOANG00000006949	Contig15406
ENSMODG00000011815	6	ENSOANG00000002534	Contig23182
ENSMODG00000011816	1	ENSOANG00000021540	Contig41007
ENSMODG00000011819	1	ENSOANG00000006829	Contig17559
ENSMODG00000011821	1	ENSOANG00000013979	4
ENSMODG00000011825	5	ENSOANG00000013643	Ultra512
ENSMODG00000011826	2	ENSOANG00000013370	Ultra87
ENSMODG00000011827	6	ENSOANG00000012794	14
ENSMODG00000011829	4	ENSOANG00000004352	Contig31148
ENSMODG00000011830	8	ENSOANG00000006772	Ultra117
ENSMODG00000011832	2	ENSOANG00000028578	Contig8541
ENSMODG00000011833	1	ENSOANG00000013981	4
ENSMODG00000011835	1	ENSOANG00000010369	5
ENSMODG00000011837	X	ENSOANG00000004207	Ultra519
ENSMODG00000011840	1	ENSOANG00000014009	4
ENSMODG00000011845	1	ENSOANG00000010371	5
ENSMODG00000011848	2	ENSOANG00000020867	Contig26248
ENSMODG00000011850	6	ENSOANG00000012793	14
ENSMODG00000011855	2	ENSOANG00000013372	Ultra87
ENSMODG00000011857	1	ENSOANG00000013221	Ultra209
ENSMODG00000011862	4	ENSOANG00000021897	Contig15458
ENSMODG00000011863	3	ENSOANG00000001226	Contig21837
ENSMODG00000011864	2	ENSOANG00000004816	Contig18031
ENSMODG00000011870	3	ENSOANG00000012399	Contig18971
ENSMODG00000011873	8	ENSOANG00000006770	Ultra117
ENSMODG00000011874	2	ENSOANG00000028834	Ultra341
ENSMODG00000011879	3	ENSOANG00000007561	Contig2187
ENSMODG00000011883	1	ENSOANG00000013222	Ultra209
ENSMODG00000011886	1	ENSOANG00000030435	Contig170081
ENSMODG00000011890	6	ENSOANG00000031240	14
ENSMODG00000011891	1	ENSOANG00000013224	Ultra209
ENSMODG00000011892	1	ENSOANG00000014010	4
ENSMODG00000011895	1	ENSOANG00000000641	Contig40589
ENSMODG00000011897	3	ENSOANG00000007563	Contig2187
ENSMODG00000011898	5	ENSOANG00000001932	Ultra512
ENSMODG00000011900	1	ENSOANG00000007318	17
ENSMODG00000011902	3	ENSOANG00000005337	Contig19226
ENSMODG00000011903	6	ENSOANG00000001071	Contig23676
ENSMODG00000011907	1	ENSOANG00000007323	17
ENSMODG00000011908	4	ENSOANG00000020877	Contig16014
ENSMODG00000011910	8	ENSOANG00000006767	Ultra117
ENSMODG00000011913	2	ENSOANG00000002955	Ultra341
ENSMODG00000011917	8	ENSOANG00000006766	Ultra117
ENSMODG00000011919	1	ENSOANG00000022464	5
ENSMODG00000011920	1	ENSOANG00000009576	Ultra517
ENSMODG00000011922	1	ENSOANG00000007319	17
ENSMODG00000011923	3	ENSOANG00000022358	Contig29525
ENSMODG00000011924	5	ENSOANG00000015495	Contig24118
ENSMODG00000011925	1	ENSOANG00000003713	Contig5889
ENSMODG00000011926	1	ENSOANG00000014011	4
ENSMODG00000011928	1	ENSOANG00000007544	5
ENSMODG00000011930	5	ENSOANG00000007491	Contig15570
ENSMODG00000011934	1	ENSOANG00000009574	Ultra517
ENSMODG00000011935	3	ENSOANG00000014166	Contig27987
ENSMODG00000011936	1	ENSOANG00000007545	5
ENSMODG00000011937	1	ENSOANG00000007308	Contig15258
ENSMODG00000011938	1	ENSOANG00000002665	1
ENSMODG00000011939	1	ENSOANG00000009573	Ultra517
ENSMODG00000011941	1	ENSOANG00000013263	Contig2081
ENSMODG00000011942	Un	ENSOANG00000002026	6
ENSMODG00000011945	2	ENSOANG00000001736	Contig5955
ENSMODG00000011948	1	ENSOANG00000001088	1
ENSMODG00000011955	1	ENSOANG00000007324	17
ENSMODG00000011956	1	ENSOANG00000013262	Contig2081
ENSMODG00000011960	Un	ENSOANG00000001565	Contig10369
ENSMODG00000011962	Un	ENSOANG00000002028	6
ENSMODG00000011968	6	ENSOANG00000012789	14
ENSMODG00000011969	2	ENSOANG00000009519	Contig8860
ENSMODG00000011974	6	ENSOANG00000007470	Ultra474
ENSMODG00000011975	1	ENSOANG00000007327	17
ENSMODG00000011977	3	ENSOANG00000003748	Contig14529
ENSMODG00000011978	3	ENSOANG00000010130	Ultra314
ENSMODG00000011979	1	ENSOANG00000029170	Contig1802
ENSMODG00000011982	1	ENSOANG00000007547	5
ENSMODG00000011984	6	ENSOANG00000020934	Contig5771
ENSMODG00000011989	6	ENSOANG00000007168	Ultra54
ENSMODG00000011991	8	ENSOANG00000006763	Ultra117
ENSMODG00000011993	1	ENSOANG00000007328	17
ENSMODG00000011995	3	ENSOANG00000010132	Ultra314
ENSMODG00000011999	1	ENSOANG00000009579	Ultra517
ENSMODG00000012001	1	ENSOANG00000002267	5
ENSMODG00000012003	3	ENSOANG00000002740	Contig1876
ENSMODG00000012005	1	ENSOANG00000002325	Contig91880
ENSMODG00000012010	2	ENSOANG00000029101	Contig44114
ENSMODG00000012011	3	ENSOANG00000002742	Contig1876
ENSMODG00000012013	1	ENSOANG00000007329	17
ENSMODG00000012017	8	ENSOANG00000006762	Ultra117
ENSMODG00000012018	3	ENSOANG00000010133	Ultra314
ENSMODG00000012019	1	ENSOANG00000010860	4
ENSMODG00000012020	1	ENSOANG00000011754	Contig11937
ENSMODG00000012026	2	ENSOANG00000008198	Contig34161
ENSMODG00000012028	3	ENSOANG00000029203	Contig1876
ENSMODG00000012029	1	ENSOANG00000013012	Contig12966
ENSMODG00000012032	1	ENSOANG00000002268	5
ENSMODG00000012034	1	ENSOANG00000009581	Ultra517
ENSMODG00000012035	2	ENSOANG00000014786	Contig8428
ENSMODG00000012038	1	ENSOANG00000008140	Ultra517
ENSMODG00000012039	3	ENSOANG00000006857	Ultra244
ENSMODG00000012044	3	ENSOANG00000015701	Contig10457
ENSMODG00000012045	3	ENSOANG00000008846	Contig5394
ENSMODG00000012053	5	ENSOANG00000004131	Contig6428
ENSMODG00000012054	2	ENSOANG00000007039	Contig12083
ENSMODG00000012056	2	ENSOANG00000009226	4
ENSMODG00000012058	1	ENSOANG00000003988	X1
ENSMODG00000012059	3	ENSOANG00000007095	Ultra242
ENSMODG00000012064	2	ENSOANG00000009225	4
ENSMODG00000012065	3	ENSOANG00000006859	Ultra244
ENSMODG00000012068	1	ENSOANG00000009649	Contig5604
ENSMODG00000012069	6	ENSOANG00000005478	X5
ENSMODG00000012076	2	ENSOANG00000010843	Contig9783
ENSMODG00000012077	6	ENSOANG00000031612	Contig4703
ENSMODG00000012079	2	ENSOANG00000007872	4
ENSMODG00000012080	1	ENSOANG00000002100	Contig2495
ENSMODG00000012084	2	ENSOANG00000002959	Ultra341
ENSMODG00000012086	1	ENSOANG00000005391	X1
ENSMODG00000012087	3	ENSOANG00000014417	Ultra135
ENSMODG00000012089	1	ENSOANG00000007549	5
ENSMODG00000012090	2	ENSOANG00000000624	Contig9015
ENSMODG00000012091	3	ENSOANG00000006860	Ultra244
ENSMODG00000012093	1	ENSOANG00000001041	4
ENSMODG00000012094	6	ENSOANG00000010419	Contig4703
ENSMODG00000012095	3	ENSOANG00000006861	Ultra244
ENSMODG00000012099	3	ENSOANG00000014441	Contig2750
ENSMODG00000012101	2	ENSOANG00000002957	Ultra341
ENSMODG00000012103	1	ENSOANG00000007550	5
ENSMODG00000012104	2	ENSOANG00000001385	Contig6035
ENSMODG00000012105	1	ENSOANG00000001042	4
ENSMODG00000012106	6	ENSOANG00000014319	Contig13431
ENSMODG00000012107	1	ENSOANG00000007551	5
ENSMODG00000012108	1	ENSOANG00000001043	4
