Human	ChrHuman	Mouse	ChrMouse
ENSG00000165475	13	ENSMUSG00000021947	14
ENSG00000165476	10	ENSMUSG00000019873	10
ENSG00000165478	11	ENSMUSG00000046240	9
ENSG00000165480	13	ENSMUSG00000021965	14
ENSG00000165487	13	ENSMUSG00000021973	14
ENSG00000165490	11	ENSMUSG00000030641	7
ENSG00000165494	11	ENSMUSG00000041328	7
ENSG00000165495	11	ENSMUSG00000035934	9
ENSG00000165496	14	ENSMUSG00000060499	12
ENSG00000165501	14	ENSMUSG00000034883	12
ENSG00000165502	14	ENSMUSG00000104043	3
ENSG00000165506	14	ENSMUSG00000020973	12
ENSG00000165507	10	ENSMUSG00000048489	6
ENSG00000165512	10	ENSMUSG00000059878	6
ENSG00000165516	14	ENSMUSG00000020978	12
ENSG00000165521	14	ENSMUSG00000051166	12
ENSG00000165525	14	ENSMUSG00000020982	12
ENSG00000165526	11	ENSMUSG00000032044	9
ENSG00000165527	14	ENSMUSG00000044147	12
ENSG00000165533	14	ENSMUSG00000021013	12
ENSG00000165548	14	ENSMUSG00000034145	12
ENSG00000165553	14	ENSMUSG00000021032	12
ENSG00000165555	14	ENSMUSG00000072919	12
ENSG00000165556	13	ENSMUSG00000029646	5
ENSG00000165566	13	ENSMUSG00000021986	14
ENSG00000165568	10	ENSMUSG00000045410	13
ENSG00000165572	13	ENSMUSG00000075502	14
ENSG00000165588	14	ENSMUSG00000021848	14
ENSG00000165606	10	ENSMUSG00000041730	14
ENSG00000165609	10	ENSMUSG00000025817	2
ENSG00000165617	14	ENSMUSG00000044548	12
ENSG00000165621	13	ENSMUSG00000044819	14
ENSG00000165623	10	ENSMUSG00000026668	2
ENSG00000165626	10	ENSMUSG00000048186	2
ENSG00000165629	10	ENSMUSG00000025781	2
ENSG00000165632	10	ENSMUSG00000025782	2
ENSG00000165633	10	ENSMUSG00000050666	14
ENSG00000165637	10	ENSMUSG00000021771	14
ENSG00000165643	9	ENSMUSG00000059625	2
ENSG00000165644	10	ENSMUSG00000021773	14
ENSG00000165646	10	ENSMUSG00000025094	19
ENSG00000165650	10	ENSMUSG00000074746	19
ENSG00000165655	10	ENSMUSG00000039081	14
ENSG00000165660	10	ENSMUSG00000030965	7
ENSG00000165661	9	ENSMUSG00000036327	2
ENSG00000165669	10	ENSMUSG00000057858	19
ENSG00000165671	5	ENSMUSG00000021488	13
ENSG00000165672	10	ENSMUSG00000024997	19
ENSG00000165675	X	ENSMUSG00000031109	X
ENSG00000165678	10	ENSMUSG00000041028	14
ENSG00000165682	12	ENSMUSG00000030159	6
ENSG00000165684	9	ENSMUSG00000036281	2
ENSG00000165685	12	ENSMUSG00000030160	6
ENSG00000165688	9	ENSMUSG00000026926	2
ENSG00000165689	9	ENSMUSG00000026927	2
ENSG00000165694	X	ENSMUSG00000036131	X
ENSG00000165695	9	ENSMUSG00000026807	2
ENSG00000165698	9	ENSMUSG00000026809	2
ENSG00000165699	9	ENSMUSG00000026812	2
ENSG00000165702	9	ENSMUSG00000026815	2
ENSG00000165704	X	ENSMUSG00000025630	X
ENSG00000165714	12	ENSMUSG00000042992	6
ENSG00000165716	9	ENSMUSG00000036186	2
ENSG00000165724	9	ENSMUSG00000026974	2
ENSG00000165730	10	ENSMUSG00000036923	10
ENSG00000165731	10	ENSMUSG00000030110	6
ENSG00000165732	10	ENSMUSG00000020075	10
ENSG00000165733	10	ENSMUSG00000030138	6
ENSG00000165752	10	ENSMUSG00000015981	7
ENSG00000165757	10	ENSMUSG00000033960	18
ENSG00000165762	14	ENSMUSG00000109835	14
ENSG00000165782	14	ENSMUSG00000035953	14
ENSG00000165792	14	ENSMUSG00000004561	14
ENSG00000165794	14	ENSMUSG00000072572	14
ENSG00000165795	14	ENSMUSG00000004558	14
ENSG00000165801	14	ENSMUSG00000004562	14
ENSG00000165802	9	ENSMUSG00000006476	2
ENSG00000165804	14	ENSMUSG00000049295	14
ENSG00000165805	12	ENSMUSG00000056912	10
ENSG00000165806	10	ENSMUSG00000025076	19
ENSG00000165807	14	ENSMUSG00000052221	12
ENSG00000165810	5	ENSMUSG00000040283	11
ENSG00000165813	10	ENSMUSG00000035173	19
ENSG00000165816	10	ENSMUSG00000025082	19
ENSG00000165819	14	ENSMUSG00000022160	14
ENSG00000165821	14	ENSMUSG00000049532	14
ENSG00000165828	10	ENSMUSG00000025467	7
ENSG00000165832	10	ENSMUSG00000025086	19
ENSG00000165861	14	ENSMUSG00000042628	12
ENSG00000165863	10	ENSMUSG00000026931	19
ENSG00000165868	10	ENSMUSG00000025092	19
ENSG00000165886	10	ENSMUSG00000025171	19
ENSG00000165887	10	ENSMUSG00000025172	19
ENSG00000165891	12	ENSMUSG00000020185	10
ENSG00000165895	11	ENSMUSG00000050730	9
ENSG00000165898	14	ENSMUSG00000021241	12
ENSG00000165899	12	ENSMUSG00000091455	10
ENSG00000165905	11	ENSMUSG00000040434	2
ENSG00000165912	11	ENSMUSG00000027257	2
ENSG00000165914	14	ENSMUSG00000033530	12
ENSG00000165915	11	ENSMUSG00000002105	2
ENSG00000165916	11	ENSMUSG00000002102	2
ENSG00000165917	11	ENSMUSG00000002104	2
ENSG00000165923	11	ENSMUSG00000040812	2
ENSG00000165929	14	ENSMUSG00000021187	12
ENSG00000165934	14	ENSMUSG00000041781	12
ENSG00000165935	12	ENSMUSG00000030292	6
ENSG00000165943	14	ENSMUSG00000096458	12
ENSG00000165953	14	ENSMUSG00000041567	12
ENSG00000165959	14	ENSMUSG00000021097	12
ENSG00000165966	12	ENSMUSG00000036218	15
ENSG00000165970	11	ENSMUSG00000039728	7
ENSG00000165972	12	ENSMUSG00000036168	10
ENSG00000165973	11	ENSMUSG00000055409	7
ENSG00000165983	10	ENSMUSG00000026730	2
ENSG00000165985	10	ENSMUSG00000049630	2
ENSG00000165995	10	ENSMUSG00000057914	2
ENSG00000165996	10	ENSMUSG00000063275	2
ENSG00000165997	10	ENSMUSG00000017418	2
ENSG00000166002	11	ENSMUSG00000058173	9
ENSG00000166004	11	ENSMUSG00000046111	9
ENSG00000166006	12	ENSMUSG00000035681	10
ENSG00000166012	11	ENSMUSG00000031939	9
ENSG00000166016	11	ENSMUSG00000032724	2
ENSG00000166024	10	ENSMUSG00000025184	19
ENSG00000166025	11	ENSMUSG00000013076	9
ENSG00000166033	10	ENSMUSG00000006205	7
ENSG00000166035	15	ENSMUSG00000032207	9
ENSG00000166037	11	ENSMUSG00000031922	9
ENSG00000166046	12	ENSMUSG00000020034	10
ENSG00000166068	15	ENSMUSG00000027351	2
ENSG00000166069	15	ENSMUSG00000027355	2
ENSG00000166086	11	ENSMUSG00000031990	9
ENSG00000166090	14	ENSMUSG00000040770	14
ENSG00000166091	14	ENSMUSG00000040759	14
ENSG00000166105	11	ENSMUSG00000031966	9
ENSG00000166106	11	ENSMUSG00000033453	9
ENSG00000166111	12	ENSMUSG00000042078	5
ENSG00000166118	11	ENSMUSG00000031991	9
ENSG00000166123	16	ENSMUSG00000031700	8
ENSG00000166126	14	ENSMUSG00000021278	12
ENSG00000166128	15	ENSMUSG00000036943	9
ENSG00000166130	12	ENSMUSG00000019975	10
ENSG00000166133	15	ENSMUSG00000027324	2
ENSG00000166135	10	ENSMUSG00000036450	19
ENSG00000166140	15	ENSMUSG00000068580	2
ENSG00000166143	15	ENSMUSG00000027317	2
ENSG00000166145	15	ENSMUSG00000027315	2
ENSG00000166147	15	ENSMUSG00000027204	2
ENSG00000166148	12	ENSMUSG00000020123	10
ENSG00000166152	16	ENSMUSG00000069971	8
ENSG00000166159	12	ENSMUSG00000055003	6
ENSG00000166164	16	ENSMUSG00000031660	8
ENSG00000166165	14	ENSMUSG00000001270	12
ENSG00000166166	14	ENSMUSG00000060950	12
ENSG00000166167	10	ENSMUSG00000025217	19
ENSG00000166169	10	ENSMUSG00000025218	19
ENSG00000166170	14	ENSMUSG00000049792	12
ENSG00000166171	10	ENSMUSG00000041035	19
ENSG00000166173	15	ENSMUSG00000034839	9
ENSG00000166181	11	ENSMUSG00000027193	2
ENSG00000166183	14	ENSMUSG00000037686	12
ENSG00000166188	16	ENSMUSG00000046556	8
ENSG00000166189	10	ENSMUSG00000074811	19
ENSG00000166192	15	ENSMUSG00000051705	9
ENSG00000166197	10	ENSMUSG00000015176	19
ENSG00000166199	11	ENSMUSG00000098004	2
ENSG00000166200	15	ENSMUSG00000027206	2
ENSG00000166206	15	ENSMUSG00000033676	7
ENSG00000166211	12	ENSMUSG00000004359	10
ENSG00000166220	10	ENSMUSG00000020096	10
ENSG00000166224	10	ENSMUSG00000020097	10
ENSG00000166225	12	ENSMUSG00000020170	10
ENSG00000166226	12	ENSMUSG00000034024	10
ENSG00000166228	10	ENSMUSG00000020098	10
ENSG00000166233	15	ENSMUSG00000025234	9
ENSG00000166246	16	ENSMUSG00000022543	16
ENSG00000166250	11	ENSMUSG00000032024	9
ENSG00000166257	11	ENSMUSG00000049281	9
ENSG00000166260	17	ENSMUSG00000020544	11
ENSG00000166261	11	ENSMUSG00000025602	9
ENSG00000166262	15	ENSMUSG00000027209	2
ENSG00000166263	17	ENSMUSG00000020546	11
ENSG00000166265	21	ENSMUSG00000041134	16
ENSG00000166266	11	ENSMUSG00000032030	9
ENSG00000166268	12	ENSMUSG00000034057	10
ENSG00000166272	10	ENSMUSG00000047731	19
ENSG00000166278	6	ENSMUSG00000024371	17
ENSG00000166289	19	ENSMUSG00000074170	7
ENSG00000166292	17	ENSMUSG00000069763	11
ENSG00000166295	10	ENSMUSG00000020107	10
ENSG00000166311	11	ENSMUSG00000037049	7
ENSG00000166313	11	ENSMUSG00000037032	7
ENSG00000166317	10	ENSMUSG00000039376	14
ENSG00000166321	10	ENSMUSG00000021809	14
ENSG00000166323	11	ENSMUSG00000005131	9
ENSG00000166326	11	ENSMUSG00000027189	2
ENSG00000166329	17	ENSMUSG00000034031	11
ENSG00000166333	11	ENSMUSG00000030890	7
ENSG00000166340	11	ENSMUSG00000030894	7
ENSG00000166341	11	ENSMUSG00000036862	7
ENSG00000166342	18	ENSMUSG00000050321	18
ENSG00000166343	10	ENSMUSG00000021815	14
ENSG00000166347	18	ENSMUSG00000024646	18
ENSG00000166348	10	ENSMUSG00000034235	14
ENSG00000166349	11	ENSMUSG00000061311	2
ENSG00000166352	11	ENSMUSG00000027165	2
ENSG00000166377	18	ENSMUSG00000024566	18
ENSG00000166387	11	ENSMUSG00000036528	7
ENSG00000166391	11	ENSMUSG00000052396	7
ENSG00000166394	11	ENSMUSG00000048065	7
ENSG00000166396	18	ENSMUSG00000067001	1
ENSG00000166398	19	ENSMUSG00000066571	7
ENSG00000166401	18	ENSMUSG00000026315	1
ENSG00000166402	11	ENSMUSG00000031028	7
ENSG00000166405	11	ENSMUSG00000048330	7
ENSG00000166407	11	ENSMUSG00000036111	7
ENSG00000166411	15	ENSMUSG00000032279	9
ENSG00000166415	15	ENSMUSG00000044976	9
ENSG00000166426	15	ENSMUSG00000032291	9
ENSG00000166428	14	ENSMUSG00000052160	12
ENSG00000166432	X	ENSMUSG00000052676	X
ENSG00000166435	11	ENSMUSG00000035211	7
ENSG00000166436	11	ENSMUSG00000031026	7
ENSG00000166439	11	ENSMUSG00000058761	7
ENSG00000166441	11	ENSMUSG00000046364	7
ENSG00000166444	11	ENSMUSG00000031024	7
ENSG00000166446	16	ENSMUSG00000031758	8
ENSG00000166448	7	ENSMUSG00000043388	5
ENSG00000166450	15	ENSMUSG00000036030	9
ENSG00000166451	16	ENSMUSG00000031756	8
ENSG00000166452	11	ENSMUSG00000031023	7
ENSG00000166454	16	ENSMUSG00000047388	8
ENSG00000166455	16	ENSMUSG00000031847	8
ENSG00000166471	11	ENSMUSG00000047554	7
ENSG00000166477	15	ENSMUSG00000042487	9
ENSG00000166478	11	ENSMUSG00000061079	7
ENSG00000166479	18	ENSMUSG00000024614	18
ENSG00000166482	17	ENSMUSG00000042436	11
ENSG00000166483	11	ENSMUSG00000031016	7
ENSG00000166484	17	ENSMUSG00000001034	11
ENSG00000166501	16	ENSMUSG00000052889	7
ENSG00000166503	15	ENSMUSG00000025104	7
ENSG00000166508	7	ENSMUSG00000029730	5
ENSG00000166509	16	ENSMUSG00000008874	8
ENSG00000166510	18	ENSMUSG00000038903	18
ENSG00000166523	12	ENSMUSG00000030142	6
ENSG00000166526	7	ENSMUSG00000037007	5
ENSG00000166527	12	ENSMUSG00000030144	6
ENSG00000166529	7	ENSMUSG00000037017	5
ENSG00000166532	12	ENSMUSG00000040649	6
ENSG00000166546	16	ENSMUSG00000031872	8
ENSG00000166548	16	ENSMUSG00000035824	8
ENSG00000166557	15	ENSMUSG00000032353	9
ENSG00000166558	16	ENSMUSG00000034224	8
ENSG00000166562	18	ENSMUSG00000024516	18
ENSG00000166569	18	ENSMUSG00000024519	18
ENSG00000166573	18	ENSMUSG00000024553	18
ENSG00000166575	11	ENSMUSG00000039428	7
ENSG00000166578	12	ENSMUSG00000029601	5
ENSG00000166579	17	ENSMUSG00000018736	11
ENSG00000166582	17	ENSMUSG00000018509	11
ENSG00000166589	16	ENSMUSG00000031881	8
ENSG00000166592	16	ENSMUSG00000031880	8
ENSG00000166595	16	ENSMUSG00000031879	8
ENSG00000166596	17	ENSMUSG00000020904	11
ENSG00000166598	12	ENSMUSG00000020048	10
ENSG00000166603	18	ENSMUSG00000047259	18
ENSG00000166619	20	ENSMUSG00000067787	2
ENSG00000166634	18	ENSMUSG00000059956	1
ENSG00000166669	16	ENSMUSG00000039200	16
ENSG00000166670	11	ENSMUSG00000047562	9
ENSG00000166676	16	ENSMUSG00000050908	16
ENSG00000166681	X	ENSMUSG00000046432	X
ENSG00000166682	11	ENSMUSG00000032268	9
ENSG00000166685	17	ENSMUSG00000018661	11
ENSG00000166689	11	ENSMUSG00000045659	7
ENSG00000166704	19	ENSMUSG00000030386	7
ENSG00000166710	15	ENSMUSG00000060802	2
ENSG00000166716	15	ENSMUSG00000005621	7
ENSG00000166734	15	ENSMUSG00000060227	2
ENSG00000166736	11	ENSMUSG00000032269	9
ENSG00000166741	11	ENSMUSG00000032271	9
ENSG00000166743	16	ENSMUSG00000033533	7
ENSG00000166747	16	ENSMUSG00000031731	8
ENSG00000166750	17	ENSMUSG00000054404	11
ENSG00000166762	15	ENSMUSG00000033486	2
ENSG00000166780	16	ENSMUSG00000044117	16
ENSG00000166783	16	ENSMUSG00000060657	16
ENSG00000166788	11	ENSMUSG00000006763	7
ENSG00000166793	11	ENSMUSG00000034059	2
ENSG00000166794	15	ENSMUSG00000032383	9
ENSG00000166796	11	ENSMUSG00000030851	7
ENSG00000166797	15	ENSMUSG00000032381	9
ENSG00000166801	11	ENSMUSG00000024691	19
ENSG00000166813	15	ENSMUSG00000050382	7
ENSG00000166816	16	ENSMUSG00000031958	8
ENSG00000166819	15	ENSMUSG00000030546	7
ENSG00000166821	15	ENSMUSG00000030545	7
ENSG00000166823	15	ENSMUSG00000030544	7
ENSG00000166825	15	ENSMUSG00000039062	7
ENSG00000166828	16	ENSMUSG00000000216	7
ENSG00000166831	15	ENSMUSG00000032387	9
ENSG00000166833	11	ENSMUSG00000052512	7
ENSG00000166839	15	ENSMUSG00000066510	9
ENSG00000166845	18	ENSMUSG00000044906	18
ENSG00000166847	16	ENSMUSG00000030868	7
ENSG00000166848	16	ENSMUSG00000033430	8
ENSG00000166851	16	ENSMUSG00000030867	7
ENSG00000166855	15	ENSMUSG00000015357	9
ENSG00000166856	12	ENSMUSG00000058396	10
ENSG00000166860	12	ENSMUSG00000044617	10
ENSG00000166862	22	ENSMUSG00000019146	15
ENSG00000166863	12	ENSMUSG00000025400	10
ENSG00000166866	12	ENSMUSG00000025401	10
ENSG00000166869	16	ENSMUSG00000030865	7
ENSG00000166881	12	ENSMUSG00000040195	10
ENSG00000166884	11	ENSMUSG00000067524	19
ENSG00000166886	12	ENSMUSG00000025402	10
ENSG00000166887	15	ENSMUSG00000027291	2
ENSG00000166888	12	ENSMUSG00000002147	10
ENSG00000166889	11	ENSMUSG00000046139	19
ENSG00000166896	12	ENSMUSG00000025436	10
ENSG00000166897	22	ENSMUSG00000043460	15
ENSG00000166900	11	ENSMUSG00000041488	19
ENSG00000166902	11	ENSMUSG00000024683	19
ENSG00000166908	12	ENSMUSG00000025417	10
ENSG00000166912	15	ENSMUSG00000030522	7
ENSG00000166913	20	ENSMUSG00000018326	2
ENSG00000166920	15	ENSMUSG00000033213	2
ENSG00000166922	15	ENSMUSG00000023236	2
ENSG00000166923	15	ENSMUSG00000074934	2
ENSG00000166924	7	ENSMUSG00000045348	5
ENSG00000166925	7	ENSMUSG00000029723	5
ENSG00000166927	11	ENSMUSG00000024672	19
ENSG00000166928	11	ENSMUSG00000099398	19
ENSG00000166930	11	ENSMUSG00000054523	19
ENSG00000166938	15	ENSMUSG00000032396	9
ENSG00000166946	15	ENSMUSG00000023572	2
ENSG00000166947	15	ENSMUSG00000023216	2
ENSG00000166948	20	ENSMUSG00000027403	2
ENSG00000166949	15	ENSMUSG00000032402	9
ENSG00000166959	11	ENSMUSG00000024730	19
ENSG00000166960	18	ENSMUSG00000024306	18
ENSG00000166961	11	ENSMUSG00000067571	19
ENSG00000166963	15	ENSMUSG00000027254	2
ENSG00000166965	15	ENSMUSG00000038930	7
ENSG00000166971	16	ENSMUSG00000031667	8
ENSG00000166974	18	ENSMUSG00000024277	18
ENSG00000166979	21	ENSMUSG00000039903	16
ENSG00000166986	12	ENSMUSG00000040354	10
ENSG00000166987	12	ENSMUSG00000025409	10
ENSG00000166997	7	ENSMUSG00000036968	5
ENSG00000167004	15	ENSMUSG00000027248	2
ENSG00000167005	16	ENSMUSG00000031754	8
ENSG00000167014	15	ENSMUSG00000027229	2
ENSG00000167034	8	ENSMUSG00000022061	14
ENSG00000167037	22	ENSMUSG00000042216	5
ENSG00000167065	22	ENSMUSG00000047205	11
ENSG00000167074	22	ENSMUSG00000022389	15
ENSG00000167077	22	ENSMUSG00000068117	15
ENSG00000167080	17	ENSMUSG00000013418	11
ENSG00000167081	9	ENSMUSG00000038718	2
ENSG00000167083	17	ENSMUSG00000038811	11
ENSG00000167085	17	ENSMUSG00000038845	11
ENSG00000167088	18	ENSMUSG00000002477	18
ENSG00000167094	9	ENSMUSG00000039021	2
ENSG00000167098	20	ENSMUSG00000027480	2
ENSG00000167100	17	ENSMUSG00000047181	11
ENSG00000167103	9	ENSMUSG00000046854	2
ENSG00000167104	20	ENSMUSG00000068009	2
ENSG00000167105	17	ENSMUSG00000075610	11
ENSG00000167106	9	ENSMUSG00000039157	2
ENSG00000167107	17	ENSMUSG00000076435	11
ENSG00000167112	9	ENSMUSG00000039826	2
ENSG00000167113	9	ENSMUSG00000026798	2
ENSG00000167114	9	ENSMUSG00000059316	2
ENSG00000167118	9	ENSMUSG00000069020	2
ENSG00000167123	9	ENSMUSG00000039787	2
ENSG00000167130	9	ENSMUSG00000026856	2
ENSG00000167136	9	ENSMUSG00000015337	2
ENSG00000167139	15	ENSMUSG00000036244	9
ENSG00000167157	9	ENSMUSG00000039476	2
ENSG00000167173	15	ENSMUSG00000032300	9
ENSG00000167178	15	ENSMUSG00000051243	9
ENSG00000167182	17	ENSMUSG00000018678	11
ENSG00000167183	17	ENSMUSG00000047040	11
ENSG00000167186	16	ENSMUSG00000030652	7
ENSG00000167191	16	ENSMUSG00000008734	7
ENSG00000167193	17	ENSMUSG00000017776	11
ENSG00000167194	16	ENSMUSG00000045989	7
ENSG00000167196	15	ENSMUSG00000032309	9
ENSG00000167202	15	ENSMUSG00000037410	9
ENSG00000167207	16	ENSMUSG00000055994	8
ENSG00000167208	16	ENSMUSG00000031662	8
ENSG00000167210	18	ENSMUSG00000032818	18
ENSG00000167216	18	ENSMUSG00000025420	18
ENSG00000167220	18	ENSMUSG00000025421	18
ENSG00000167244	11	ENSMUSG00000048583	7
ENSG00000167257	11	ENSMUSG00000042790	9
ENSG00000167258	17	ENSMUSG00000003119	11
ENSG00000167261	16	ENSMUSG00000053687	8
ENSG00000167264	16	ENSMUSG00000031901	8
ENSG00000167272	12	ENSMUSG00000060152	5
ENSG00000167280	17	ENSMUSG00000033857	11
ENSG00000167281	17	ENSMUSG00000025576	11
ENSG00000167286	11	ENSMUSG00000032094	9
ENSG00000167291	17	ENSMUSG00000039976	11
ENSG00000167302	17	ENSMUSG00000025377	11
ENSG00000167306	18	ENSMUSG00000025885	18
ENSG00000167311	11	ENSMUSG00000070424	7
ENSG00000167315	18	ENSMUSG00000036880	18
ENSG00000167323	11	ENSMUSG00000030987	7
ENSG00000167325	11	ENSMUSG00000030978	7
ENSG00000167332	11	ENSMUSG00000043366	7
ENSG00000167333	11	ENSMUSG00000073968	7
ENSG00000167359	11	ENSMUSG00000066262	7
ENSG00000167363	17	ENSMUSG00000025175	11
ENSG00000167377	16	ENSMUSG00000044676	8
ENSG00000167378	19	ENSMUSG00000041037	7
ENSG00000167384	19	ENSMUSG00000057101	7
ENSG00000167393	X	ENSMUSG00000093803	9
ENSG00000167394	16	ENSMUSG00000049728	7
ENSG00000167395	16	ENSMUSG00000049739	7
ENSG00000167414	19	ENSMUSG00000063594	7
ENSG00000167419	17	ENSMUSG00000009356	11
ENSG00000167434	17	ENSMUSG00000000805	11
ENSG00000167447	17	ENSMUSG00000020495	11
ENSG00000167460	19	ENSMUSG00000031799	8
ENSG00000167461	19	ENSMUSG00000003037	8
ENSG00000167468	19	ENSMUSG00000075706	10
ENSG00000167470	19	ENSMUSG00000035621	10
ENSG00000167476	19	ENSMUSG00000020216	10
ENSG00000167483	19	ENSMUSG00000043243	8
ENSG00000167487	19	ENSMUSG00000055707	8
ENSG00000167491	19	ENSMUSG00000036180	8
ENSG00000167508	16	ENSMUSG00000006517	8
ENSG00000167513	16	ENSMUSG00000006585	8
ENSG00000167515	16	ENSMUSG00000015013	8
ENSG00000167522	16	ENSMUSG00000035569	8
ENSG00000167523	16	ENSMUSG00000048478	8
ENSG00000167524	17	ENSMUSG00000037593	11
ENSG00000167525	17	ENSMUSG00000044122	11
ENSG00000167528	12	ENSMUSG00000022987	15
ENSG00000167531	12	ENSMUSG00000022991	15
ENSG00000167535	12	ENSMUSG00000003352	15
ENSG00000167536	17	ENSMUSG00000020834	11
ENSG00000167543	17	ENSMUSG00000044328	11
ENSG00000167548	12	ENSMUSG00000048154	15
ENSG00000167549	17	ENSMUSG00000020836	11
ENSG00000167550	12	ENSMUSG00000023755	15
ENSG00000167552	12	ENSMUSG00000072235	15
ENSG00000167565	19	ENSMUSG00000055200	7
ENSG00000167566	12	ENSMUSG00000023009	15
ENSG00000167580	12	ENSMUSG00000023013	15
ENSG00000167588	12	ENSMUSG00000023019	15
ENSG00000167595	19	ENSMUSG00000036864	7
ENSG00000167600	19	ENSMUSG00000040703	7
ENSG00000167601	19	ENSMUSG00000002602	7
ENSG00000167604	19	ENSMUSG00000036931	7
ENSG00000167608	19	ENSMUSG00000019734	7
ENSG00000167612	12	ENSMUSG00000047034	15
ENSG00000167614	19	ENSMUSG00000030428	7
ENSG00000167615	19	ENSMUSG00000035545	7
ENSG00000167617	19	ENSMUSG00000063838	7
ENSG00000167619	19	ENSMUSG00000043843	7
ENSG00000167625	19	ENSMUSG00000046541	7
ENSG00000167632	8	ENSMUSG00000047921	15
ENSG00000167635	19	ENSMUSG00000037029	7
ENSG00000167641	19	ENSMUSG00000037166	7
ENSG00000167642	19	ENSMUSG00000074227	7
ENSG00000167645	19	ENSMUSG00000030588	7
ENSG00000167653	8	ENSMUSG00000022598	15
ENSG00000167654	19	ENSMUSG00000034958	10
ENSG00000167656	8	ENSMUSG00000034634	15
ENSG00000167657	19	ENSMUSG00000034974	10
ENSG00000167658	19	ENSMUSG00000034994	10
ENSG00000167670	19	ENSMUSG00000002835	17
ENSG00000167671	19	ENSMUSG00000019578	17
ENSG00000167674	19	ENSMUSG00000002833	17
ENSG00000167676	19	ENSMUSG00000002831	17
ENSG00000167680	19	ENSMUSG00000001227	17
ENSG00000167685	19	ENSMUSG00000044876	7
ENSG00000167693	17	ENSMUSG00000020844	11
ENSG00000167695	17	ENSMUSG00000069808	11
ENSG00000167699	17	ENSMUSG00000017286	11
ENSG00000167700	8	ENSMUSG00000019080	15
ENSG00000167701	8	ENSMUSG00000022546	15
ENSG00000167702	8	ENSMUSG00000004187	15
ENSG00000167703	17	ENSMUSG00000038178	11
ENSG00000167705	17	ENSMUSG00000038195	11
ENSG00000167711	17	ENSMUSG00000038224	11
ENSG00000167716	17	ENSMUSG00000045374	11
ENSG00000167720	17	ENSMUSG00000001323	11
ENSG00000167721	17	ENSMUSG00000038335	11
ENSG00000167723	17	ENSMUSG00000043029	11
ENSG00000167740	17	ENSMUSG00000057778	11
ENSG00000167741	17	ENSMUSG00000040471	11
ENSG00000167749	19	ENSMUSG00000006948	7
ENSG00000167754	19	ENSMUSG00000074155	7
ENSG00000167755	19	ENSMUSG00000050063	7
ENSG00000167757	19	ENSMUSG00000067616	7
ENSG00000167759	19	ENSMUSG00000054046	7
ENSG00000167767	12	ENSMUSG00000037185	15
ENSG00000167768	12	ENSMUSG00000046834	15
ENSG00000167769	19	ENSMUSG00000045019	17
ENSG00000167770	11	ENSMUSG00000024767	19
ENSG00000167771	11	ENSMUSG00000024968	19
ENSG00000167772	19	ENSMUSG00000002289	17
ENSG00000167775	19	ENSMUSG00000002308	17
ENSG00000167778	12	ENSMUSG00000036966	15
ENSG00000167779	12	ENSMUSG00000023046	15
ENSG00000167780	12	ENSMUSG00000023045	15
ENSG00000167785	19	ENSMUSG00000074500	9
ENSG00000167791	11	ENSMUSG00000024857	19
ENSG00000167792	11	ENSMUSG00000037916	19
ENSG00000167797	11	ENSMUSG00000024856	19
ENSG00000167800	11	ENSMUSG00000037477	19
ENSG00000167825	11	ENSMUSG00000068816	2
ENSG00000167842	17	ENSMUSG00000040599	11
ENSG00000167858	17	ENSMUSG00000020799	11
ENSG00000167861	17	ENSMUSG00000034586	11
ENSG00000167862	17	ENSMUSG00000018858	11
ENSG00000167874	17	ENSMUSG00000045377	11
ENSG00000167880	17	ENSMUSG00000034282	11
ENSG00000167881	17	ENSMUSG00000020780	11
ENSG00000167889	17	ENSMUSG00000043857	11
ENSG00000167895	17	ENSMUSG00000050106	11
ENSG00000167900	17	ENSMUSG00000025574	11
ENSG00000167904	8	ENSMUSG00000028232	4
ENSG00000167910	8	ENSMUSG00000028240	4
ENSG00000167916	17	ENSMUSG00000020913	11
ENSG00000167925	17	ENSMUSG00000017747	11
ENSG00000167941	17	ENSMUSG00000001494	11
ENSG00000167962	16	ENSMUSG00000041130	17
ENSG00000167964	16	ENSMUSG00000079657	17
ENSG00000167965	16	ENSMUSG00000024142	17
ENSG00000167967	16	ENSMUSG00000024137	17
ENSG00000167968	16	ENSMUSG00000024136	17
ENSG00000167969	16	ENSMUSG00000024132	17
ENSG00000167971	16	ENSMUSG00000033597	17
ENSG00000167972	16	ENSMUSG00000024130	17
ENSG00000167977	16	ENSMUSG00000016946	17
ENSG00000167978	16	ENSMUSG00000039218	17
ENSG00000167981	16	ENSMUSG00000039789	16
ENSG00000167984	16	ENSMUSG00000049871	16
ENSG00000167986	11	ENSMUSG00000024740	19
ENSG00000167987	11	ENSMUSG00000048832	19
ENSG00000167992	11	ENSMUSG00000043789	19
ENSG00000167994	11	ENSMUSG00000024663	19
ENSG00000167995	11	ENSMUSG00000037418	19
ENSG00000167996	11	ENSMUSG00000024661	19
ENSG00000168000	11	ENSMUSG00000071657	19
ENSG00000168002	11	ENSMUSG00000071662	19
ENSG00000168003	11	ENSMUSG00000010095	19
ENSG00000168004	11	ENSMUSG00000024973	19
ENSG00000168005	11	ENSMUSG00000024970	19
ENSG00000168010	11	ENSMUSG00000047767	7
ENSG00000168014	11	ENSMUSG00000047248	7
