Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000009753	Ultra259	ENSGALG00000007643	10
ENSOANG00000009754	Ultra259	ENSGALG00000041403	10
ENSOANG00000009756	Contig10573	ENSGALG00000006341	13
ENSOANG00000009757	Contig2004	ENSGALG00000038875	18
ENSOANG00000009758	Contig2004	ENSGALG00000001725	18
ENSOANG00000009761	4	ENSGALG00000034971	2
ENSOANG00000009762	4	ENSGALG00000041730	2
ENSOANG00000009763	Ultra41	ENSGALG00000016024	1
ENSOANG00000009764	Ultra41	ENSGALG00000016027	1
ENSOANG00000009765	Ultra41	ENSGALG00000016036	1
ENSOANG00000009766	Ultra41	ENSGALG00000036556	1
ENSOANG00000009767	Contig32414	ENSGALG00000033293	21
ENSOANG00000009768	Ultra41	ENSGALG00000016042	1
ENSOANG00000009769	Ultra41	ENSGALG00000016043	1
ENSOANG00000009770	Ultra41	ENSGALG00000016044	1
ENSOANG00000009772	Ultra136	ENSGALG00000038556	1
ENSOANG00000009773	Ultra136	ENSGALG00000003213	1
ENSOANG00000009774	Contig5948	ENSGALG00000004154	20
ENSOANG00000009775	Contig5948	ENSGALG00000004170	20
ENSOANG00000009776	Ultra486	ENSGALG00000008916	8
ENSOANG00000009777	Ultra486	ENSGALG00000008939	8
ENSOANG00000009779	Contig14969	ENSGALG00000009400	5
ENSOANG00000009781	Contig13997	ENSGALG00000041456	6
ENSOANG00000009784	Contig12441	ENSGALG00000002675	26
ENSOANG00000009785	Contig5370	ENSGALG00000015710	4
ENSOANG00000009787	Contig9621	ENSGALG00000039758	AADN04005683.1
ENSOANG00000009788	Ultra272	ENSGALG00000029020	6
ENSOANG00000009793	Contig18917	ENSGALG00000029834	17
ENSOANG00000009794	Ultra478	ENSGALG00000000314	22
ENSOANG00000009795	Ultra478	ENSGALG00000000317	22
ENSOANG00000009799	Ultra710	ENSGALG00000040368	30
ENSOANG00000009800	Ultra710	ENSGALG00000033532	30
ENSOANG00000009802	Contig3128	ENSGALG00000010889	8
ENSOANG00000009814	Contig1492	ENSGALG00000045909	5
ENSOANG00000009815	Contig1492	ENSGALG00000023113	5
ENSOANG00000009816	Contig11525	ENSGALG00000023443	Z
ENSOANG00000009819	Contig21598	ENSGALG00000005558	14
ENSOANG00000009821	Contig21598	ENSGALG00000005572	14
ENSOANG00000009823	Ultra364	ENSGALG00000032664	13
ENSOANG00000009824	Contig18482	ENSGALG00000010186	3
ENSOANG00000009825	Contig25387	ENSGALG00000039704	8
ENSOANG00000009826	Contig13579	ENSGALG00000028158	10
ENSOANG00000009827	Contig23255	ENSGALG00000014362	1
ENSOANG00000009830	Ultra280	ENSGALG00000001262	23
ENSOANG00000009836	Contig11214	ENSGALG00000001366	21
ENSOANG00000009837	Contig11214	ENSGALG00000004568	21
ENSOANG00000009838	Ultra466	ENSGALG00000006871	10
ENSOANG00000009840	Contig11229	ENSGALG00000009752	2
ENSOANG00000009841	Contig11229	ENSGALG00000010699	2
ENSOANG00000009842	7	ENSGALG00000006283	9
ENSOANG00000009843	Contig1661	ENSGALG00000027702	2
ENSOANG00000009844	Contig1661	ENSGALG00000006052	2
ENSOANG00000009845	Contig1661	ENSGALG00000006033	2
ENSOANG00000009849	Contig6988	ENSGALG00000042080	28
ENSOANG00000009851	Contig25937	ENSGALG00000040478	1
ENSOANG00000009857	X1	ENSGALG00000016367	3
ENSOANG00000009858	X1	ENSGALG00000016370	3
ENSOANG00000009861	X1	ENSGALG00000016384	3
ENSOANG00000009864	Contig6045	ENSGALG00000008944	3
ENSOANG00000009866	Contig2582	ENSGALG00000000690	1
ENSOANG00000009867	Contig2582	ENSGALG00000000681	1
ENSOANG00000009868	Contig2582	ENSGALG00000031734	1
ENSOANG00000009869	2	ENSGALG00000014408	14
ENSOANG00000009871	2	ENSGALG00000004997	14
ENSOANG00000009873	2	ENSGALG00000005028	14
ENSOANG00000009874	2	ENSGALG00000024082	14
ENSOANG00000009875	2	ENSGALG00000005046	14
ENSOANG00000009876	Ultra477	ENSGALG00000002014	Z
ENSOANG00000009880	Ultra477	ENSGALG00000001947	Z
ENSOANG00000009881	4	ENSGALG00000038364	2
ENSOANG00000009884	Ultra477	ENSGALG00000001944	Z
ENSOANG00000009891	Contig2846	ENSGALG00000009544	1
ENSOANG00000009893	3	ENSGALG00000012130	5
ENSOANG00000009899	Contig26778	ENSGALG00000035721	23
ENSOANG00000009901	Contig9857	ENSGALG00000040948	9
ENSOANG00000009902	Contig83508	ENSGALG00000031657	5
ENSOANG00000009903	Contig11184	ENSGALG00000011242	7
ENSOANG00000009904	Contig13447	ENSGALG00000009651	9
ENSOANG00000009905	Contig1838	ENSGALG00000011340	8
ENSOANG00000009906	Contig1838	ENSGALG00000006309	13
ENSOANG00000009909	Contig4225	ENSGALG00000015545	Z
ENSOANG00000009914	Contig7433	ENSGALG00000007101	24
ENSOANG00000009917	Ultra31	ENSGALG00000009840	1
ENSOANG00000009918	Ultra31	ENSGALG00000009859	1
ENSOANG00000009923	Contig9569	ENSGALG00000013602	4
ENSOANG00000009924	Contig829	ENSGALG00000009759	1
ENSOANG00000009926	Ultra669	ENSGALG00000004799	19
ENSOANG00000009927	Ultra669	ENSGALG00000027245	19
ENSOANG00000009929	Ultra669	ENSGALG00000004817	19
ENSOANG00000009931	Ultra110	ENSGALG00000040799	6
ENSOANG00000009935	Contig19456	ENSGALG00000011402	7
ENSOANG00000009938	Contig38621	ENSGALG00000000998	23
ENSOANG00000009939	Ultra157	ENSGALG00000023517	17
ENSOANG00000009941	Contig36099	ENSGALG00000034438	1
ENSOANG00000009942	Contig8414	ENSGALG00000025804	9
ENSOANG00000009943	Contig8414	ENSGALG00000029795	9
ENSOANG00000009944	2	ENSGALG00000005971	5
ENSOANG00000009945	Contig29770	ENSGALG00000046289	7
ENSOANG00000009946	2	ENSGALG00000005986	5
ENSOANG00000009947	2	ENSGALG00000002714	15
ENSOANG00000009948	2	ENSGALG00000002695	15
ENSOANG00000009949	2	ENSGALG00000002679	15
ENSOANG00000009954	Contig17765	ENSGALG00000003369	27
ENSOANG00000009955	Contig26504	ENSGALG00000027909	23
ENSOANG00000009957	Contig5095	ENSGALG00000007289	10
ENSOANG00000009958	Contig8667	ENSGALG00000010645	4
ENSOANG00000009960	Contig27624	ENSGALG00000000550	27
ENSOANG00000009962	1	ENSGALG00000020402	5
ENSOANG00000009964	Contig14525	ENSGALG00000015544	Z
ENSOANG00000009970	Ultra458	ENSGALG00000033678	17
ENSOANG00000009972	Ultra458	ENSGALG00000008532	17
ENSOANG00000009974	Ultra458	ENSGALG00000040771	17
ENSOANG00000009980	Ultra635	ENSGALG00000034973	7
ENSOANG00000009984	Contig2065	ENSGALG00000029572	2
ENSOANG00000009985	Ultra543	ENSGALG00000040498	26
ENSOANG00000009986	Ultra543	ENSGALG00000030966	26
ENSOANG00000009987	Contig26403	ENSGALG00000006773	4
ENSOANG00000009988	Contig23354	ENSGALG00000030087	AADN04015311.1
ENSOANG00000009990	Contig3347	ENSGALG00000013708	2
ENSOANG00000009993	5	ENSGALG00000041641	10
ENSOANG00000009995	Contig21169	ENSGALG00000032657	9
ENSOANG00000009999	Contig39080	ENSGALG00000000650	11
ENSOANG00000010000	Contig704	ENSGALG00000044737	23
ENSOANG00000010001	Contig704	ENSGALG00000003800	23
ENSOANG00000010003	Contig704	ENSGALG00000013383	23
ENSOANG00000010004	Contig704	ENSGALG00000038984	23
ENSOANG00000010005	Contig704	ENSGALG00000003693	23
ENSOANG00000010017	Contig12098	ENSGALG00000000470	28
ENSOANG00000010024	Contig7090	ENSGALG00000006424	13
ENSOANG00000010025	Ultra72	ENSGALG00000016931	1
ENSOANG00000010027	Ultra72	ENSGALG00000016930	1
ENSOANG00000010031	Contig1394	ENSGALG00000010302	9
ENSOANG00000010032	Contig1394	ENSGALG00000026293	9
ENSOANG00000010033	Contig20053	ENSGALG00000040167	2
ENSOANG00000010034	Ultra180	ENSGALG00000007767	9
ENSOANG00000010041	Contig22856	ENSGALG00000001270	21
ENSOANG00000010042	X5	ENSGALG00000005316	Z
ENSOANG00000010043	X5	ENSGALG00000028063	Z
ENSOANG00000010044	Contig7634	ENSGALG00000030676	26
ENSOANG00000010047	X5	ENSGALG00000005330	Z
ENSOANG00000010049	X5	ENSGALG00000018874	Z
ENSOANG00000010050	X5	ENSGALG00000005346	Z
ENSOANG00000010051	Contig11571	ENSGALG00000037527	AADN04003444.1
ENSOANG00000010056	Contig510	ENSGALG00000037698	2
ENSOANG00000010057	Contig510	ENSGALG00000037773	2
ENSOANG00000010058	Ultra463	ENSGALG00000000621	28
ENSOANG00000010060	Contig510	ENSGALG00000035397	2
ENSOANG00000010061	Ultra37	ENSGALG00000028203	5
ENSOANG00000010062	Contig510	ENSGALG00000030115	2
ENSOANG00000010063	Ultra37	ENSGALG00000039118	5
ENSOANG00000010064	Contig510	ENSGALG00000039509	2
ENSOANG00000010065	Contig9181	ENSGALG00000014922	2
ENSOANG00000010066	Contig510	ENSGALG00000039264	2
ENSOANG00000010068	Contig510	ENSGALG00000033205	2
ENSOANG00000010069	Contig3110	ENSGALG00000038405	1
ENSOANG00000010070	Contig26545	ENSGALG00000024024	22
ENSOANG00000010071	Contig3110	ENSGALG00000039322	8
ENSOANG00000010072	Contig267802	ENSGALG00000044647	8
ENSOANG00000010075	Ultra51	ENSGALG00000011491	2
ENSOANG00000010077	Ultra51	ENSGALG00000019622	2
ENSOANG00000010078	Ultra51	ENSGALG00000016292	3
ENSOANG00000010079	Ultra51	ENSGALG00000011498	2
ENSOANG00000010081	Ultra51	ENSGALG00000040363	2
ENSOANG00000010082	Ultra51	ENSGALG00000042371	2
ENSOANG00000010084	Ultra51	ENSGALG00000039920	2
ENSOANG00000010085	Ultra51	ENSGALG00000011518	2
ENSOANG00000010086	Ultra51	ENSGALG00000037533	2
ENSOANG00000010087	Ultra51	ENSGALG00000043379	2
ENSOANG00000010089	Ultra51	ENSGALG00000030493	2
ENSOANG00000010090	X5	ENSGALG00000031794	Z
ENSOANG00000010091	X5	ENSGALG00000015032	Z
ENSOANG00000010092	X5	ENSGALG00000015027	Z
ENSOANG00000010093	Contig21255	ENSGALG00000016945	1
ENSOANG00000010095	Contig5032	ENSGALG00000008226	7
ENSOANG00000010097	Ultra42	ENSGALG00000033885	19
ENSOANG00000010099	Ultra42	ENSGALG00000015830	3
ENSOANG00000010100	Ultra42	ENSGALG00000005886	19
ENSOANG00000010102	Ultra42	ENSGALG00000006011	19
ENSOANG00000010104	Ultra42	ENSGALG00000005995	19
ENSOANG00000010105	Ultra42	ENSGALG00000005928	19
ENSOANG00000010106	Ultra42	ENSGALG00000029322	19
ENSOANG00000010107	Ultra42	ENSGALG00000006064	19
ENSOANG00000010108	Ultra42	ENSGALG00000006069	19
ENSOANG00000010109	Ultra42	ENSGALG00000002653	19
ENSOANG00000010115	Contig5649	ENSGALG00000007272	11
ENSOANG00000010116	X5	ENSGALG00000011323	1
ENSOANG00000010117	Ultra42	ENSGALG00000021611	19
ENSOANG00000010118	Ultra42	ENSGALG00000002598	19
ENSOANG00000010119	X5	ENSGALG00000005416	Z
ENSOANG00000010121	X5	ENSGALG00000027428	Z
ENSOANG00000010122	X5	ENSGALG00000005441	Z
ENSOANG00000010123	4	ENSGALG00000005478	8
ENSOANG00000010125	Contig16967	ENSGALG00000007465	6
ENSOANG00000010126	Contig9596	ENSGALG00000037558	28
ENSOANG00000010127	Contig12267	ENSGALG00000014054	13
ENSOANG00000010129	Contig48158	ENSGALG00000036837	33
ENSOANG00000010130	Ultra314	ENSGALG00000043150	2
ENSOANG00000010132	Ultra314	ENSGALG00000031461	2
ENSOANG00000010133	Ultra314	ENSGALG00000042534	2
ENSOANG00000010135	Ultra314	ENSGALG00000041404	2
ENSOANG00000010136	Contig24456	ENSGALG00000025881	1
ENSOANG00000010137	Contig14993	ENSGALG00000024332	28
ENSOANG00000010141	Contig10302	ENSGALG00000034975	17
ENSOANG00000010142	Contig2848	ENSGALG00000013887	2
ENSOANG00000010143	Contig6571	ENSGALG00000043053	15
ENSOANG00000010145	Contig8307	ENSGALG00000015009	4
ENSOANG00000010146	Contig37947	ENSGALG00000040672	27
ENSOANG00000010155	Ultra474	ENSGALG00000015078	Z
ENSOANG00000010156	Ultra474	ENSGALG00000013400	2
ENSOANG00000010157	Ultra474	ENSGALG00000013167	2
ENSOANG00000010161	Ultra474	ENSGALG00000039034	2
ENSOANG00000010162	Ultra474	ENSGALG00000013209	2
ENSOANG00000010163	Contig3473	ENSGALG00000030598	6
ENSOANG00000010164	Ultra474	ENSGALG00000013207	2
ENSOANG00000010167	Ultra474	ENSGALG00000019524	2
ENSOANG00000010168	Ultra474	ENSGALG00000013212	2
ENSOANG00000010169	Ultra474	ENSGALG00000026452	2
ENSOANG00000010170	Ultra474	ENSGALG00000013268	2
ENSOANG00000010172	Ultra474	ENSGALG00000035393	2
ENSOANG00000010176	Ultra474	ENSGALG00000019552	2
ENSOANG00000010180	Contig23496	ENSGALG00000005673	10
ENSOANG00000010181	Ultra474	ENSGALG00000013397	2
ENSOANG00000010182	Ultra474	ENSGALG00000013402	2
ENSOANG00000010187	Ultra520	ENSGALG00000034374	3
ENSOANG00000010189	Ultra520	ENSGALG00000037402	3
ENSOANG00000010194	Ultra520	ENSGALG00000040607	3
ENSOANG00000010197	Ultra520	ENSGALG00000035769	3
ENSOANG00000010201	Contig120803	ENSGALG00000032537	AADN04004320.1
ENSOANG00000010203	Contig2738	ENSGALG00000038003	17
ENSOANG00000010205	Ultra251	ENSGALG00000003803	Z
ENSOANG00000010208	Ultra251	ENSGALG00000003775	Z
ENSOANG00000010215	Contig27296	ENSGALG00000002443	14
ENSOANG00000010222	14	ENSGALG00000031120	13
ENSOANG00000010223	14	ENSGALG00000029706	13
ENSOANG00000010225	14	ENSGALG00000032974	13
ENSOANG00000010226	14	ENSGALG00000034316	13
ENSOANG00000010228	14	ENSGALG00000039099	13
ENSOANG00000010229	14	ENSGALG00000006076	13
ENSOANG00000010232	Contig15980	ENSGALG00000013294	10
ENSOANG00000010236	Contig29060	ENSGALG00000002510	12
ENSOANG00000010237	Ultra67	ENSGALG00000009082	3
ENSOANG00000010238	Ultra67	ENSGALG00000009073	3
ENSOANG00000010239	X1	ENSGALG00000035099	12
ENSOANG00000010240	Ultra67	ENSGALG00000009158	3
ENSOANG00000010242	Ultra67	ENSGALG00000010630	3
ENSOANG00000010243	Ultra67	ENSGALG00000010635	3
ENSOANG00000010244	Ultra67	ENSGALG00000010641	3
ENSOANG00000010245	Ultra67	ENSGALG00000010649	3
ENSOANG00000010246	Ultra67	ENSGALG00000010651	3
ENSOANG00000010247	Ultra67	ENSGALG00000010664	3
ENSOANG00000010248	Contig2354	ENSGALG00000012953	1
ENSOANG00000010249	Ultra67	ENSGALG00000010671	3
ENSOANG00000010250	Contig16412	ENSGALG00000001051	23
ENSOANG00000010251	Ultra67	ENSGALG00000010691	3
ENSOANG00000010252	Contig8047	ENSGALG00000041553	2
ENSOANG00000010253	Ultra67	ENSGALG00000010678	3
ENSOANG00000010254	Ultra67	ENSGALG00000010702	3
ENSOANG00000010256	Ultra67	ENSGALG00000020032	3
ENSOANG00000010257	Ultra67	ENSGALG00000010705	3
ENSOANG00000010258	Ultra67	ENSGALG00000034081	3
ENSOANG00000010261	Contig3892	ENSGALG00000000352	28
ENSOANG00000010262	Contig6756	ENSGALG00000000094	26
ENSOANG00000010263	Ultra67	ENSGALG00000010713	3
ENSOANG00000010264	Contig3892	ENSGALG00000000337	28
ENSOANG00000010265	Ultra67	ENSGALG00000010733	3
ENSOANG00000010267	Ultra67	ENSGALG00000010737	3
ENSOANG00000010268	Ultra67	ENSGALG00000010748	3
ENSOANG00000010271	Ultra67	ENSGALG00000007503	7
ENSOANG00000010272	Ultra67	ENSGALG00000013165	2
ENSOANG00000010274	Ultra67	ENSGALG00000039772	3
ENSOANG00000010275	Ultra67	ENSGALG00000010773	3
ENSOANG00000010276	Ultra67	ENSGALG00000031427	3
ENSOANG00000010278	Ultra67	ENSGALG00000010778	3
ENSOANG00000010281	Ultra67	ENSGALG00000010812	3
ENSOANG00000010284	Contig5996	ENSGALG00000004796	21
ENSOANG00000010288	Contig524	ENSGALG00000003059	18
ENSOANG00000010289	Contig524	ENSGALG00000003078	18
ENSOANG00000010290	Contig524	ENSGALG00000026465	18
ENSOANG00000010291	Contig524	ENSGALG00000003099	18
ENSOANG00000010292	Contig524	ENSGALG00000003105	18
ENSOANG00000010293	Contig524	ENSGALG00000003110	18
ENSOANG00000010294	Contig524	ENSGALG00000003131	18
ENSOANG00000010295	Contig524	ENSGALG00000003185	18
ENSOANG00000010296	Contig524	ENSGALG00000003227	18
ENSOANG00000010297	Contig4033	ENSGALG00000034001	18
ENSOANG00000010299	Ultra542	ENSGALG00000026761	3
ENSOANG00000010300	Ultra542	ENSGALG00000015415	3
ENSOANG00000010301	Contig2643	ENSGALG00000008991	5
ENSOANG00000010302	Ultra542	ENSGALG00000015434	3
ENSOANG00000010303	Contig63971	ENSGALG00000006515	24
ENSOANG00000010305	Contig45370	ENSGALG00000033979	AADN04007701.1
ENSOANG00000010306	Contig14685	ENSGALG00000008109	1
ENSOANG00000010308	Ultra544	ENSGALG00000033883	4
ENSOANG00000010310	Ultra544	ENSGALG00000041373	4
ENSOANG00000010311	Contig6367	ENSGALG00000029183	AADN04016239.1
ENSOANG00000010313	Ultra544	ENSGALG00000014337	4
ENSOANG00000010314	Ultra544	ENSGALG00000014336	4
ENSOANG00000010315	Ultra544	ENSGALG00000039394	4
ENSOANG00000010319	Ultra544	ENSGALG00000013583	4
ENSOANG00000010321	Ultra544	ENSGALG00000024490	4
ENSOANG00000010322	Ultra544	ENSGALG00000031388	4
ENSOANG00000010324	Contig3038	ENSGALG00000009402	9
ENSOANG00000010325	Contig3038	ENSGALG00000009409	9
ENSOANG00000010329	Contig4807	ENSGALG00000030877	14
ENSOANG00000010330	Ultra544	ENSGALG00000014298	4
ENSOANG00000010331	Ultra544	ENSGALG00000041663	4
ENSOANG00000010332	Ultra544	ENSGALG00000000150	4
ENSOANG00000010334	Ultra544	ENSGALG00000041993	4
ENSOANG00000010335	Ultra544	ENSGALG00000014321	4
ENSOANG00000010336	Ultra544	ENSGALG00000014290	4
ENSOANG00000010349	Ultra544	ENSGALG00000015960	4
ENSOANG00000010350	Ultra544	ENSGALG00000015958	4
ENSOANG00000010351	Ultra544	ENSGALG00000015939	4
ENSOANG00000010352	Ultra544	ENSGALG00000015937	4
ENSOANG00000010353	Ultra544	ENSGALG00000015935	4
ENSOANG00000010354	Ultra544	ENSGALG00000046009	4
ENSOANG00000010358	Ultra544	ENSGALG00000015815	4
ENSOANG00000010359	Ultra544	ENSGALG00000015809	4
ENSOANG00000010360	Ultra544	ENSGALG00000015805	4
ENSOANG00000010361	Ultra544	ENSGALG00000015803	4
ENSOANG00000010367	5	ENSGALG00000003906	10
ENSOANG00000010368	5	ENSGALG00000003913	10
ENSOANG00000010369	5	ENSGALG00000003930	10
ENSOANG00000010371	5	ENSGALG00000003944	10
ENSOANG00000010372	Contig10389	ENSGALG00000042348	AADN04015397.1
ENSOANG00000010374	Ultra181	ENSGALG00000010575	4
ENSOANG00000010375	Ultra181	ENSGALG00000040723	AADN04002522.1
ENSOANG00000010378	Contig25748	ENSGALG00000030356	4
ENSOANG00000010379	Ultra304	ENSGALG00000012576	Z
ENSOANG00000010382	Contig22633	ENSGALG00000005839	Z
ENSOANG00000010384	Ultra469	ENSGALG00000013649	4
ENSOANG00000010385	Contig11407	ENSGALG00000034737	14
ENSOANG00000010392	Contig10834	ENSGALG00000001602	11
ENSOANG00000010393	Contig27277	ENSGALG00000038902	26
ENSOANG00000010398	Ultra29	ENSGALG00000017212	1
ENSOANG00000010399	Ultra29	ENSGALG00000017211	1
ENSOANG00000010401	Contig17061	ENSGALG00000010073	21
ENSOANG00000010402	Ultra29	ENSGALG00000017210	1
ENSOANG00000010403	Ultra29	ENSGALG00000017208	1
ENSOANG00000010406	Contig24336	ENSGALG00000030200	22
ENSOANG00000010408	Contig19837	ENSGALG00000036360	15
ENSOANG00000010414	Contig9065	ENSGALG00000008094	7
ENSOANG00000010415	Contig9065	ENSGALG00000009070	7
ENSOANG00000010416	Contig25559	ENSGALG00000041717	4
ENSOANG00000010419	Contig4703	ENSGALG00000002131	12
ENSOANG00000010421	Ultra346	ENSGALG00000043010	28
ENSOANG00000010422	Contig20241	ENSGALG00000007904	24
ENSOANG00000010435	Ultra39	ENSGALG00000000950	17
ENSOANG00000010436	Ultra39	ENSGALG00000000972	17
ENSOANG00000010437	Contig12101	ENSGALG00000013826	3
ENSOANG00000010441	Contig8068	ENSGALG00000002495	19
ENSOANG00000010442	Contig8068	ENSGALG00000002485	19
ENSOANG00000010443	Contig8068	ENSGALG00000002463	19
ENSOANG00000010444	Contig8068	ENSGALG00000002448	19
ENSOANG00000010445	Ultra321	ENSGALG00000001716	10
ENSOANG00000010446	Contig25381	ENSGALG00000001934	6
ENSOANG00000010453	Contig16428	ENSGALG00000041266	AADN04001212.1
ENSOANG00000010454	Contig13653	ENSGALG00000008534	9
ENSOANG00000010455	Contig28647	ENSGALG00000045820	AADN04020256.1
ENSOANG00000010459	Ultra192	ENSGALG00000017165	1
ENSOANG00000010462	Ultra192	ENSGALG00000017169	1
ENSOANG00000010463	Ultra192	ENSGALG00000017170	1
ENSOANG00000010464	Ultra192	ENSGALG00000017173	1
ENSOANG00000010465	Ultra192	ENSGALG00000027981	1
ENSOANG00000010467	Ultra192	ENSGALG00000028658	1
ENSOANG00000010468	Contig42726	ENSGALG00000008957	3
ENSOANG00000010469	Ultra192	ENSGALG00000017177	1
ENSOANG00000010470	Ultra192	ENSGALG00000038995	1
ENSOANG00000010472	Ultra192	ENSGALG00000001049	19
ENSOANG00000010473	Ultra192	ENSGALG00000017179	1
ENSOANG00000010476	Ultra192	ENSGALG00000017181	1
ENSOANG00000010477	Ultra192	ENSGALG00000017183	1
ENSOANG00000010481	Contig18238	ENSGALG00000012998	1
ENSOANG00000010482	Contig11247	ENSGALG00000019718	27
ENSOANG00000010485	Ultra192	ENSGALG00000017184	1
ENSOANG00000010486	Ultra192	ENSGALG00000017186	1
ENSOANG00000010488	Ultra192	ENSGALG00000038154	1
ENSOANG00000010489	Ultra192	ENSGALG00000017189	1
ENSOANG00000010490	Ultra192	ENSGALG00000017190	1
ENSOANG00000010492	Ultra192	ENSGALG00000029416	1
ENSOANG00000010494	Ultra192	ENSGALG00000017195	1
ENSOANG00000010495	Ultra192	ENSGALG00000017196	1
ENSOANG00000010496	Ultra192	ENSGALG00000017197	1
ENSOANG00000010499	Ultra192	ENSGALG00000017200	1
ENSOANG00000010500	Ultra192	ENSGALG00000017201	1
ENSOANG00000010502	Ultra192	ENSGALG00000017202	1
ENSOANG00000010504	Contig3994	ENSGALG00000036730	1
ENSOANG00000010507	Contig21788	ENSGALG00000016364	3
ENSOANG00000010514	Ultra86	ENSGALG00000016655	1
ENSOANG00000010516	Ultra86	ENSGALG00000016681	1
ENSOANG00000010517	Ultra86	ENSGALG00000016685	1
ENSOANG00000010518	Ultra86	ENSGALG00000016686	1
ENSOANG00000010520	Contig28317	ENSGALG00000016918	1
ENSOANG00000010528	Ultra51	ENSGALG00000011428	2
ENSOANG00000010530	Ultra51	ENSGALG00000011442	2
ENSOANG00000010531	Ultra51	ENSGALG00000011447	2
ENSOANG00000010532	Contig24566	ENSGALG00000014992	4
ENSOANG00000010534	Contig8487	ENSGALG00000014206	4
ENSOANG00000010535	Contig8487	ENSGALG00000020143	4
ENSOANG00000010536	Contig4381	ENSGALG00000016631	3
ENSOANG00000010537	Contig9762	ENSGALG00000026373	1
ENSOANG00000010540	Contig18511	ENSGALG00000031553	27
ENSOANG00000010546	Contig1254	ENSGALG00000029940	22
ENSOANG00000010555	Contig17948	ENSGALG00000004583	18
ENSOANG00000010557	Contig15851	ENSGALG00000010805	8
ENSOANG00000010559	Contig8553	ENSGALG00000003932	20
ENSOANG00000010561	Contig10530	ENSGALG00000040896	18
ENSOANG00000010562	Contig4278	ENSGALG00000002719	18
ENSOANG00000010564	Contig12526	ENSGALG00000003682	15
ENSOANG00000010565	Contig1083	ENSGALG00000032257	1
ENSOANG00000010568	Contig1083	ENSGALG00000037360	1
ENSOANG00000010570	Contig1083	ENSGALG00000012236	1
ENSOANG00000010571	5	ENSGALG00000001693	22
ENSOANG00000010574	Contig1083	ENSGALG00000012218	1
ENSOANG00000010575	Contig1083	ENSGALG00000019316	1
ENSOANG00000010576	5	ENSGALG00000033663	22
ENSOANG00000010577	Contig3797	ENSGALG00000016795	1
ENSOANG00000010578	Contig1083	ENSGALG00000041766	1
ENSOANG00000010579	Contig1083	ENSGALG00000030783	1
ENSOANG00000010580	Contig1083	ENSGALG00000028230	1
ENSOANG00000010581	5	ENSGALG00000001727	22
ENSOANG00000010582	Ultra35	ENSGALG00000007183	1
ENSOANG00000010583	Contig1083	ENSGALG00000034504	1
ENSOANG00000010585	Contig1083	ENSGALG00000043451	1
ENSOANG00000010586	Ultra592	ENSGALG00000006205	8
ENSOANG00000010588	Contig409	ENSGALG00000043036	5
ENSOANG00000010589	Contig409	ENSGALG00000010372	5
ENSOANG00000010590	Contig409	ENSGALG00000010378	5
ENSOANG00000010591	Contig409	ENSGALG00000010390	5
ENSOANG00000010593	Contig7188	ENSGALG00000000404	10
ENSOANG00000010594	Contig409	ENSGALG00000023099	5
ENSOANG00000010595	Contig409	ENSGALG00000010406	5
