Mouse	ChrMouse	Chicken	ChrChicken
ENSMUSG00000032446	9	ENSGALG00000027247	2
ENSMUSG00000032449	9	ENSGALG00000005283	9
ENSMUSG00000032451	9	ENSGALG00000005286	9
ENSMUSG00000032452	9	ENSGALG00000037387	9
ENSMUSG00000032454	9	ENSGALG00000005327	9
ENSMUSG00000032456	9	ENSGALG00000026187	9
ENSMUSG00000032458	9	ENSGALG00000005357	9
ENSMUSG00000032459	9	ENSGALG00000005367	9
ENSMUSG00000032462	9	ENSGALG00000005505	9
ENSMUSG00000032468	9	ENSGALG00000040889	9
ENSMUSG00000032469	9	ENSGALG00000043797	9
ENSMUSG00000032470	9	ENSGALG00000011592	7
ENSMUSG00000032473	9	ENSGALG00000006593	9
ENSMUSG00000032477	9	ENSGALG00000038469	2
ENSMUSG00000032478	9	ENSGALG00000038044	1
ENSMUSG00000032479	9	ENSGALG00000032561	2
ENSMUSG00000032480	9	ENSGALG00000039830	2
ENSMUSG00000032481	9	ENSGALG00000032642	2
ENSMUSG00000032482	9	ENSGALG00000032184	2
ENSMUSG00000032485	9	ENSGALG00000035768	2
ENSMUSG00000032487	1	ENSGALG00000033635	8
ENSMUSG00000032489	9	ENSGALG00000005517	2
ENSMUSG00000032491	9	ENSGALG00000044874	2
ENSMUSG00000032492	9	ENSGALG00000005476	2
ENSMUSG00000032495	9	ENSGALG00000013634	Z
ENSMUSG00000032497	9	ENSGALG00000033102	2
ENSMUSG00000032498	9	ENSGALG00000039169	2
ENSMUSG00000032500	9	ENSGALG00000034493	2
ENSMUSG00000032501	15	ENSGALG00000036456	2
ENSMUSG00000032502	9	ENSGALG00000039092	2
ENSMUSG00000032503	9	ENSGALG00000043240	2
ENSMUSG00000032504	9	ENSGALG00000033500	2
ENSMUSG00000032507	9	ENSGALG00000030175	2
ENSMUSG00000032508	9	ENSGALG00000005947	2
ENSMUSG00000032511	9	ENSGALG00000006112	2
ENSMUSG00000032512	9	ENSGALG00000006052	2
ENSMUSG00000032513	9	ENSGALG00000006033	2
ENSMUSG00000032515	9	ENSGALG00000027905	2
ENSMUSG00000032518	9	ENSGALG00000035079	2
ENSMUSG00000032519	9	ENSGALG00000041275	2
ENSMUSG00000032523	9	ENSGALG00000005297	2
ENSMUSG00000032525	9	ENSGALG00000030268	2
ENSMUSG00000032526	9	ENSGALG00000004943	11
ENSMUSG00000032527	9	ENSGALG00000037238	9
ENSMUSG00000032528	9	ENSGALG00000005259	2
ENSMUSG00000032532	9	ENSGALG00000029788	2
ENSMUSG00000032534	9	ENSGALG00000006632	9
ENSMUSG00000032536	9	ENSGALG00000038733	2
ENSMUSG00000032537	9	ENSGALG00000033674	AADN04008230.1
ENSMUSG00000032540	9	ENSGALG00000040363	2
ENSMUSG00000032547	9	ENSGALG00000006488	9
ENSMUSG00000032548	9	ENSGALG00000006471	9
ENSMUSG00000032549	9	ENSGALG00000026278	4
ENSMUSG00000032551	9	ENSGALG00000035952	2
ENSMUSG00000032553	9	ENSGALG00000026302	9
ENSMUSG00000032555	9	ENSGALG00000034461	2
ENSMUSG00000032556	9	ENSGALG00000034585	2
ENSMUSG00000032557	9	ENSGALG00000032382	2
ENSMUSG00000032558	9	ENSGALG00000034586	2
ENSMUSG00000032560	9	ENSGALG00000035068	2
ENSMUSG00000032562	9	ENSGALG00000035645	12
ENSMUSG00000032563	9	ENSGALG00000040873	2
ENSMUSG00000032564	9	ENSGALG00000029235	2
ENSMUSG00000032570	9	ENSGALG00000034340	2
ENSMUSG00000032571	9	ENSGALG00000040917	2
ENSMUSG00000032575	9	ENSGALG00000002362	12
ENSMUSG00000032577	9	ENSGALG00000002283	12
ENSMUSG00000032578	9	ENSGALG00000002260	12
ENSMUSG00000032579	9	ENSGALG00000002253	12
ENSMUSG00000032580	9	ENSGALG00000039288	12
ENSMUSG00000032582	9	ENSGALG00000035578	12
ENSMUSG00000032583	9	ENSGALG00000002919	12
ENSMUSG00000032584	9	ENSGALG00000003103	12
ENSMUSG00000032586	9	ENSGALG00000002908	12
ENSMUSG00000032589	9	ENSGALG00000001849	12
ENSMUSG00000032591	9	ENSGALG00000002722	12
ENSMUSG00000032594	9	ENSGALG00000002510	12
ENSMUSG00000032596	9	ENSGALG00000036263	12
ENSMUSG00000032598	9	ENSGALG00000005713	12
ENSMUSG00000032599	9	ENSGALG00000005701	12
ENSMUSG00000032601	9	ENSGALG00000007023	12
ENSMUSG00000032602	9	ENSGALG00000028227	12
ENSMUSG00000032604	9	ENSGALG00000029980	12
ENSMUSG00000032606	9	ENSGALG00000036089	12
ENSMUSG00000032607	9	ENSGALG00000025844	12
ENSMUSG00000032609	9	ENSGALG00000006776	12
ENSMUSG00000032612	9	ENSGALG00000003799	12
ENSMUSG00000032615	11	ENSGALG00000004842	14
ENSMUSG00000032624	17	ENSGALG00000009915	3
ENSMUSG00000032625	6	ENSGALG00000010718	2
ENSMUSG00000032633	11	ENSGALG00000004816	14
ENSMUSG00000032640	7	ENSGALG00000026468	10
ENSMUSG00000032641	6	ENSGALG00000045619	1
ENSMUSG00000032643	4	ENSGALG00000035187	23
ENSMUSG00000032649	1	ENSGALG00000038320	8
ENSMUSG00000032652	6	ENSGALG00000037030	1
ENSMUSG00000032656	18	ENSGALG00000028673	Z
ENSMUSG00000032666	1	ENSGALG00000020922	8
ENSMUSG00000032671	2	ENSGALG00000044645	5
ENSMUSG00000032680	2	ENSGALG00000006203	20
ENSMUSG00000032688	18	ENSGALG00000030063	Z
ENSMUSG00000032698	2	ENSGALG00000029892	5
ENSMUSG00000032702	19	ENSGALG00000010158	Z
ENSMUSG00000032705	12	ENSGALG00000009456	5
ENSMUSG00000032712	6	ENSGALG00000045168	1
ENSMUSG00000032714	10	ENSGALG00000040312	AADN04011004.1
ENSMUSG00000032717	17	ENSGALG00000030377	26
ENSMUSG00000032718	6	ENSGALG00000038710	1
ENSMUSG00000032719	1	ENSGALG00000043532	2
ENSMUSG00000032733	9	ENSGALG00000033110	10
ENSMUSG00000032735	18	ENSGALG00000002790	13
ENSMUSG00000032737	7	ENSGALG00000004336	4
ENSMUSG00000032739	17	ENSGALG00000039708	28
ENSMUSG00000032740	11	ENSGALG00000043587	3
ENSMUSG00000032741	5	ENSGALG00000008357	15
ENSMUSG00000032743	7	ENSGALG00000043363	14
ENSMUSG00000032744	4	ENSGALG00000044737	23
ENSMUSG00000032745	13	ENSGALG00000014724	Z
ENSMUSG00000032750	X	ENSGALG00000008408	4
ENSMUSG00000032754	5	ENSGALG00000008337	15
ENSMUSG00000032757	6	ENSGALG00000024485	2
ENSMUSG00000032769	1	ENSGALG00000034751	2
ENSMUSG00000032776	7	ENSGALG00000030157	10
ENSMUSG00000032777	7	ENSGALG00000007387	14
ENSMUSG00000032786	9	ENSGALG00000003948	12
ENSMUSG00000032788	10	ENSGALG00000016205	1
ENSMUSG00000032796	17	ENSGALG00000014615	2
ENSMUSG00000032802	2	ENSGALG00000040625	20
ENSMUSG00000032803	9	ENSGALG00000032316	2
ENSMUSG00000032815	8	ENSGALG00000000516	11
ENSMUSG00000032816	9	ENSGALG00000007410	10
ENSMUSG00000032818	18	ENSGALG00000037829	Z
ENSMUSG00000032826	3	ENSGALG00000012044	4
ENSMUSG00000032839	9	ENSGALG00000002639	9
ENSMUSG00000032840	5	ENSGALG00000031821	15
ENSMUSG00000032841	2	ENSGALG00000007920	5
ENSMUSG00000032845	18	ENSGALG00000041749	Z
ENSMUSG00000032849	14	ENSGALG00000016896	1
ENSMUSG00000032850	5	ENSGALG00000008217	15
ENSMUSG00000032852	2	ENSGALG00000023640	20
ENSMUSG00000032854	3	ENSGALG00000012018	4
ENSMUSG00000032855	17	ENSGALG00000005714	14
ENSMUSG00000032860	7	ENSGALG00000042317	1
ENSMUSG00000032864	2	ENSGALG00000046408	5
ENSMUSG00000032867	5	ENSGALG00000008207	15
ENSMUSG00000032869	2	ENSGALG00000000259	20
ENSMUSG00000032870	4	ENSGALG00000029244	23
ENSMUSG00000032872	9	ENSGALG00000015843	3
ENSMUSG00000032878	11	ENSGALG00000043080	3
ENSMUSG00000032883	1	ENSGALG00000005206	9
ENSMUSG00000032890	4	ENSGALG00000003174	23
ENSMUSG00000032897	4	ENSGALG00000003189	23
ENSMUSG00000032898	5	ENSGALG00000008201	15
ENSMUSG00000032899	6	ENSGALG00000014759	1
ENSMUSG00000032902	3	ENSGALG00000001717	26
ENSMUSG00000032905	18	ENSGALG00000002345	Z
ENSMUSG00000032908	1	ENSGALG00000005245	9
ENSMUSG00000032911	9	ENSGALG00000002678	10
ENSMUSG00000032913	3	ENSGALG00000001733	26
ENSMUSG00000032925	14	ENSGALG00000016867	1
ENSMUSG00000032932	16	ENSGALG00000019201	1
ENSMUSG00000032936	9	ENSGALG00000035058	12
ENSMUSG00000032937	17	ENSGALG00000009100	3
ENSMUSG00000032939	8	ENSGALG00000003010	11
ENSMUSG00000032940	16	ENSGALG00000019202	1
ENSMUSG00000032942	7	ENSGALG00000017316	1
ENSMUSG00000032948	16	ENSGALG00000015662	1
ENSMUSG00000032965	16	ENSGALG00000015356	1
ENSMUSG00000032966	2	ENSGALG00000027151	20
ENSMUSG00000032977	10	ENSGALG00000007513	7
ENSMUSG00000032988	15	ENSGALG00000036897	1
ENSMUSG00000033004	14	ENSGALG00000016915	1
ENSMUSG00000033006	15	ENSGALG00000012290	1
ENSMUSG00000033007	1	ENSGALG00000011250	7
ENSMUSG00000033009	8	ENSGALG00000003071	11
ENSMUSG00000033014	3	ENSGALG00000001976	26
ENSMUSG00000033016	18	ENSGALG00000042534	2
ENSMUSG00000033020	15	ENSGALG00000012291	1
ENSMUSG00000033022	18	ENSGALG00000002358	Z
ENSMUSG00000033029	15	ENSGALG00000012293	1
ENSMUSG00000033031	16	ENSGALG00000015360	1
ENSMUSG00000033032	18	ENSGALG00000039628	13
ENSMUSG00000033033	19	ENSGALG00000008270	6
ENSMUSG00000033039	15	ENSGALG00000012265	1
ENSMUSG00000033044	11	ENSGALG00000039712	18
ENSMUSG00000033047	15	ENSGALG00000012296	1
ENSMUSG00000033054	9	ENSGALG00000017162	1
ENSMUSG00000033059	2	ENSGALG00000008508	3
ENSMUSG00000033060	14	ENSGALG00000016920	1
ENSMUSG00000033065	15	ENSGALG00000033271	AADN04000745.1
ENSMUSG00000033066	11	ENSGALG00000032452	18
ENSMUSG00000033068	2	ENSGALG00000008563	3
ENSMUSG00000033075	15	ENSGALG00000034421	AADN04000745.1
ENSMUSG00000033080	2	ENSGALG00000037576	3
ENSMUSG00000033083	14	ENSGALG00000016925	1
ENSMUSG00000033096	2	ENSGALG00000008651	3
ENSMUSG00000033099	15	ENSGALG00000012410	1
ENSMUSG00000033102	13	ENSGALG00000012627	Z
ENSMUSG00000033105	10	ENSGALG00000006198	7
ENSMUSG00000033106	8	ENSGALG00000035575	11
ENSMUSG00000033111	14	ENSGALG00000007182	12
ENSMUSG00000033122	13	ENSGALG00000045920	Z
ENSMUSG00000033124	1	ENSGALG00000011649	7
ENSMUSG00000033126	10	ENSGALG00000027664	7
ENSMUSG00000033128	15	ENSGALG00000039658	1
ENSMUSG00000033147	3	ENSGALG00000015016	1
ENSMUSG00000033149	16	ENSGALG00000015377	1
ENSMUSG00000033152	6	ENSGALG00000006009	12
ENSMUSG00000033157	16	ENSGALG00000015378	1
ENSMUSG00000033159	1	ENSGALG00000011343	7
ENSMUSG00000033161	3	ENSGALG00000032247	1
ENSMUSG00000033166	14	ENSGALG00000016930	1
ENSMUSG00000033170	15	ENSGALG00000042365	1
ENSMUSG00000033174	6	ENSGALG00000032736	12
ENSMUSG00000033177	16	ENSGALG00000015389	1
ENSMUSG00000033182	6	ENSGALG00000005972	12
ENSMUSG00000033186	14	ENSGALG00000016932	1
ENSMUSG00000033187	16	ENSGALG00000026299	1
ENSMUSG00000033191	4	ENSGALG00000009957	8
ENSMUSG00000033207	19	ENSGALG00000015115	Z
ENSMUSG00000033208	10	ENSGALG00000006217	7
ENSMUSG00000033209	5	ENSGALG00000005676	15
ENSMUSG00000033213	2	ENSGALG00000046532	10
ENSMUSG00000033214	14	ENSGALG00000026361	1
ENSMUSG00000033216	6	ENSGALG00000038684	12
ENSMUSG00000033220	15	ENSGALG00000012456	1
ENSMUSG00000033222	3	ENSGALG00000015249	1
ENSMUSG00000033227	1	ENSGALG00000011358	7
ENSMUSG00000033228	15	ENSGALG00000028849	1
ENSMUSG00000033233	3	ENSGALG00000014818	1
ENSMUSG00000033237	15	ENSGALG00000033074	1
ENSMUSG00000033249	8	ENSGALG00000003224	11
ENSMUSG00000033253	4	ENSGALG00000028561	8
ENSMUSG00000033256	2	ENSGALG00000038637	10
ENSMUSG00000033257	1	ENSGALG00000027991	7
ENSMUSG00000033272	18	ENSGALG00000040041	13
ENSMUSG00000033276	1	ENSGALG00000011371	7
ENSMUSG00000033278	17	ENSGALG00000031284	2
ENSMUSG00000033282	8	ENSGALG00000003602	11
ENSMUSG00000033285	3	ENSGALG00000014791	1
ENSMUSG00000033287	15	ENSGALG00000042419	1
ENSMUSG00000033294	5	ENSGALG00000002272	15
ENSMUSG00000033295	4	ENSGALG00000010053	8
ENSMUSG00000033306	16	ENSGALG00000007337	9
ENSMUSG00000033308	3	ENSGALG00000005509	8
ENSMUSG00000033313	8	ENSGALG00000003201	11
ENSMUSG00000033316	5	ENSGALG00000002242	15
ENSMUSG00000033319	18	ENSGALG00000008204	Z
ENSMUSG00000033323	18	ENSGALG00000031461	2
ENSMUSG00000033327	17	ENSGALG00000041031	16
ENSMUSG00000033335	9	ENSGALG00000040741	AADN04004297.1
ENSMUSG00000033342	3	ENSGALG00000005470	8
ENSMUSG00000033350	9	ENSGALG00000034507	9
ENSMUSG00000033352	11	ENSGALG00000032178	18
ENSMUSG00000033356	15	ENSGALG00000009577	1
ENSMUSG00000033361	X	ENSGALG00000027977	4
ENSMUSG00000033365	4	ENSGALG00000010087	8
ENSMUSG00000033373	12	ENSGALG00000038143	5
ENSMUSG00000033377	3	ENSGALG00000005442	8
ENSMUSG00000033379	4	ENSGALG00000010091	8
ENSMUSG00000033386	3	ENSGALG00000005418	8
ENSMUSG00000033392	9	ENSGALG00000032647	2
ENSMUSG00000033396	2	ENSGALG00000008180	10
ENSMUSG00000033400	3	ENSGALG00000005407	8
ENSMUSG00000033411	2	ENSGALG00000008199	10
ENSMUSG00000033416	10	ENSGALG00000006607	15
ENSMUSG00000033417	19	ENSGALG00000009314	6
ENSMUSG00000033419	9	ENSGALG00000015846	3
ENSMUSG00000033420	6	ENSGALG00000030603	22
ENSMUSG00000033423	4	ENSGALG00000010106	8
ENSMUSG00000033427	10	ENSGALG00000006627	15
ENSMUSG00000033429	7	ENSGALG00000003913	10
ENSMUSG00000033430	8	ENSGALG00000000903	11
ENSMUSG00000033434	5	ENSGALG00000016717	1
ENSMUSG00000033439	3	ENSGALG00000005290	8
ENSMUSG00000033444	10	ENSGALG00000006648	15
ENSMUSG00000033446	14	ENSGALG00000016998	1
ENSMUSG00000033450	17	ENSGALG00000013747	3
ENSMUSG00000033453	9	ENSGALG00000001407	24
ENSMUSG00000033454	12	ENSGALG00000011718	5
ENSMUSG00000033467	5	ENSGALG00000045814	1
ENSMUSG00000033475	17	ENSGALG00000043002	26
ENSMUSG00000033478	19	ENSGALG00000031404	6
ENSMUSG00000033487	14	ENSGALG00000017002	1
ENSMUSG00000033488	1	ENSGALG00000004341	8
ENSMUSG00000033491	9	ENSGALG00000015847	3
ENSMUSG00000033499	13	ENSGALG00000006672	2
ENSMUSG00000033501	16	ENSGALG00000006574	9
ENSMUSG00000033502	3	ENSGALG00000005248	8
ENSMUSG00000033510	7	ENSGALG00000003802	10
ENSMUSG00000033526	2	ENSGALG00000008385	10
ENSMUSG00000033530	12	ENSGALG00000010680	5
ENSMUSG00000033540	5	ENSGALG00000015376	Z
ENSMUSG00000033542	6	ENSGALG00000017276	1
ENSMUSG00000033543	9	ENSGALG00000003793	10
ENSMUSG00000033544	1	ENSGALG00000004290	8
ENSMUSG00000033545	8	ENSGALG00000029017	11
ENSMUSG00000033554	3	ENSGALG00000005229	8
ENSMUSG00000033557	1	ENSGALG00000004227	8
ENSMUSG00000033565	15	ENSGALG00000012540	1
ENSMUSG00000033577	9	ENSGALG00000015898	3
ENSMUSG00000033578	X	ENSGALG00000005041	4
ENSMUSG00000033579	8	ENSGALG00000002775	11
ENSMUSG00000033581	16	ENSGALG00000033195	9
ENSMUSG00000033590	9	ENSGALG00000033198	10
ENSMUSG00000033594	8	ENSGALG00000044991	11
ENSMUSG00000033595	14	ENSGALG00000030687	AADN04001460.1
ENSMUSG00000033597	17	ENSGALG00000030169	14
ENSMUSG00000033610	19	ENSGALG00000006431	6
ENSMUSG00000033615	5	ENSGALG00000015332	Z
ENSMUSG00000033618	16	ENSGALG00000006655	9
ENSMUSG00000033623	5	ENSGALG00000015333	Z
ENSMUSG00000033624	8	ENSGALG00000002690	11
ENSMUSG00000033628	18	ENSGALG00000035773	Z
ENSMUSG00000033629	9	ENSGALG00000007481	10
ENSMUSG00000033632	18	ENSGALG00000002419	Z
ENSMUSG00000033633	8	ENSGALG00000027183	11
ENSMUSG00000033644	14	ENSGALG00000043949	AADN04002725.1
ENSMUSG00000033653	16	ENSGALG00000006704	9
ENSMUSG00000033671	1	ENSGALG00000003955	8
ENSMUSG00000033676	7	ENSGALG00000029392	1
ENSMUSG00000033684	1	ENSGALG00000003933	8
ENSMUSG00000033701	1	ENSGALG00000003924	8
ENSMUSG00000033703	8	ENSGALG00000002648	11
ENSMUSG00000033706	6	ENSGALG00000022920	4
ENSMUSG00000033713	12	ENSGALG00000010665	5
ENSMUSG00000033717	19	ENSGALG00000023521	6
ENSMUSG00000033720	6	ENSGALG00000016094	4
ENSMUSG00000033721	3	ENSGALG00000039327	8
ENSMUSG00000033722	1	ENSGALG00000003885	8
ENSMUSG00000033726	6	ENSGALG00000030516	4
ENSMUSG00000033728	15	ENSGALG00000043685	AADN04004326.1
ENSMUSG00000033730	14	ENSGALG00000037437	AADN04000931.1
ENSMUSG00000033732	8	ENSGALG00000002531	11
ENSMUSG00000033735	6	ENSGALG00000000067	4
ENSMUSG00000033740	1	ENSGALG00000015254	2
ENSMUSG00000033752	3	ENSGALG00000009212	4
ENSMUSG00000033763	8	ENSGALG00000002467	11
ENSMUSG00000033767	3	ENSGALG00000009230	4
ENSMUSG00000033769	6	ENSGALG00000016098	4
ENSMUSG00000033773	5	ENSGALG00000005953	8
ENSMUSG00000033774	1	ENSGALG00000015261	2
ENSMUSG00000033777	X	ENSGALG00000033068	11
ENSMUSG00000033781	13	ENSGALG00000008401	1
ENSMUSG00000033788	6	ENSGALG00000016105	4
ENSMUSG00000033790	7	ENSGALG00000016735	1
ENSMUSG00000033792	X	ENSGALG00000007902	4
ENSMUSG00000033793	1	ENSGALG00000013621	2
ENSMUSG00000033799	13	ENSGALG00000039639	1
ENSMUSG00000033805	5	ENSGALG00000006019	8
ENSMUSG00000033808	2	ENSGALG00000009018	5
ENSMUSG00000033809	16	ENSGALG00000008503	9
ENSMUSG00000033813	1	ENSGALG00000015274	2
ENSMUSG00000033826	17	ENSGALG00000010116	3
ENSMUSG00000033831	3	ENSGALG00000009262	4
ENSMUSG00000033845	1	ENSGALG00000041086	2
ENSMUSG00000033854	12	ENSGALG00000010598	5
ENSMUSG00000033855	17	ENSGALG00000009092	3
ENSMUSG00000033857	11	ENSGALG00000011816	18
ENSMUSG00000033860	3	ENSGALG00000009268	4
ENSMUSG00000033862	8	ENSGALG00000006144	11
ENSMUSG00000033863	19	ENSGALG00000027374	Z
ENSMUSG00000033871	18	ENSGALG00000043389	13
ENSMUSG00000033882	3	ENSGALG00000009278	4
ENSMUSG00000033885	14	ENSGALG00000007052	12
ENSMUSG00000033900	3	ENSGALG00000020253	4
ENSMUSG00000033902	2	ENSGALG00000008692	5
ENSMUSG00000033904	7	ENSGALG00000006925	14
ENSMUSG00000033906	X	ENSGALG00000007800	4
ENSMUSG00000033909	11	ENSGALG00000037018	18
ENSMUSG00000033910	3	ENSGALG00000035946	4
ENSMUSG00000033917	7	ENSGALG00000006916	14
ENSMUSG00000033918	16	ENSGALG00000002315	9
ENSMUSG00000033931	8	ENSGALG00000029915	3
ENSMUSG00000033933	6	ENSGALG00000028009	12
ENSMUSG00000033938	8	ENSGALG00000038714	AADN04011608.1
ENSMUSG00000033940	6	ENSGALG00000038941	12
ENSMUSG00000033949	18	ENSGALG00000008188	Z
ENSMUSG00000033952	1	ENSGALG00000032398	8
ENSMUSG00000033953	11	ENSGALG00000023648	3
ENSMUSG00000033960	18	ENSGALG00000007346	2
ENSMUSG00000033963	6	ENSGALG00000045546	2
ENSMUSG00000033965	X	ENSGALG00000007748	4
ENSMUSG00000033970	5	ENSGALG00000017064	1
ENSMUSG00000033981	3	ENSGALG00000009405	4
ENSMUSG00000033983	11	ENSGALG00000003158	18
ENSMUSG00000033985	4	ENSGALG00000010230	8
ENSMUSG00000033991	13	ENSGALG00000014670	Z
ENSMUSG00000033998	8	ENSGALG00000011005	3
ENSMUSG00000034000	1	ENSGALG00000006361	9
ENSMUSG00000034006	18	ENSGALG00000043150	2
ENSMUSG00000034007	9	ENSGALG00000002883	10
ENSMUSG00000034009	3	ENSGALG00000009429	4
ENSMUSG00000034021	5	ENSGALG00000017070	1
ENSMUSG00000034023	6	ENSGALG00000003720	12
ENSMUSG00000034024	10	ENSGALG00000009975	1
ENSMUSG00000034028	18	ENSGALG00000013748	2
ENSMUSG00000034032	2	ENSGALG00000008624	5
ENSMUSG00000034037	6	ENSGALG00000008546	12
ENSMUSG00000034040	5	ENSGALG00000001130	19
ENSMUSG00000034042	4	ENSGALG00000010276	8
ENSMUSG00000034055	X	ENSGALG00000004801	4
ENSMUSG00000034057	10	ENSGALG00000019352	1
ENSMUSG00000034059	2	ENSGALG00000007374	5
ENSMUSG00000034064	16	ENSGALG00000015480	1
ENSMUSG00000034066	1	ENSGALG00000005788	9
ENSMUSG00000034075	2	ENSGALG00000007362	5
ENSMUSG00000034083	6	ENSGALG00000006459	12
ENSMUSG00000034098	3	ENSGALG00000041736	4
ENSMUSG00000034105	8	ENSGALG00000033137	11
ENSMUSG00000034110	5	ENSGALG00000002618	19
ENSMUSG00000034111	12	ENSGALG00000020410	5
ENSMUSG00000034112	8	ENSGALG00000035743	11
ENSMUSG00000034115	9	ENSGALG00000027702	2
ENSMUSG00000034118	5	ENSGALG00000002598	19
ENSMUSG00000034121	11	ENSGALG00000030979	19
ENSMUSG00000034127	10	ENSGALG00000010152	1
ENSMUSG00000034135	9	ENSGALG00000007144	24
ENSMUSG00000034145	12	ENSGALG00000010406	5
ENSMUSG00000034151	3	ENSGALG00000028207	9
ENSMUSG00000034152	13	ENSGALG00000013397	2
ENSMUSG00000034154	2	ENSGALG00000008553	5
ENSMUSG00000034156	11	ENSGALG00000042533	19
ENSMUSG00000034157	12	ENSGALG00000010390	5
ENSMUSG00000034158	16	ENSGALG00000033186	1
ENSMUSG00000034159	1	ENSGALG00000006044	9
ENSMUSG00000034160	X	ENSGALG00000005425	4
ENSMUSG00000034161	15	ENSGALG00000043433	KQ759648.1
ENSMUSG00000034163	10	ENSGALG00000010177	1
ENSMUSG00000034165	17	ENSGALG00000003485	26
ENSMUSG00000034168	12	ENSGALG00000041616	5
ENSMUSG00000034171	4	ENSGALG00000010433	8
ENSMUSG00000034177	11	ENSGALG00000001028	19
ENSMUSG00000034185	4	ENSGALG00000043396	8
ENSMUSG00000034189	8	ENSGALG00000003273	11
ENSMUSG00000034190	14	ENSGALG00000000409	22
ENSMUSG00000034192	6	ENSGALG00000031139	12
ENSMUSG00000034194	14	ENSGALG00000036854	22
ENSMUSG00000034201	11	ENSGALG00000036731	15
ENSMUSG00000034205	14	ENSGALG00000000402	22
ENSMUSG00000034206	16	ENSGALG00000014924	1
ENSMUSG00000034210	4	ENSGALG00000010446	8
ENSMUSG00000034211	5	ENSGALG00000002379	19
ENSMUSG00000034212	1	ENSGALG00000033920	17
ENSMUSG00000034216	2	ENSGALG00000008496	5
ENSMUSG00000034218	9	ENSGALG00000017159	1
ENSMUSG00000034220	1	ENSGALG00000040316	9
ENSMUSG00000034224	8	ENSGALG00000003302	11
ENSMUSG00000034226	2	ENSGALG00000028047	5
ENSMUSG00000034227	11	ENSGALG00000041025	18
ENSMUSG00000034235	14	ENSGALG00000005232	6
ENSMUSG00000034243	16	ENSGALG00000041494	1
ENSMUSG00000034245	6	ENSGALG00000005092	12
ENSMUSG00000034247	11	ENSGALG00000000201	27
ENSMUSG00000034252	9	ENSGALG00000015901	3
ENSMUSG00000034258	12	ENSGALG00000010326	5
ENSMUSG00000034263	9	ENSGALG00000007491	10
ENSMUSG00000034265	17	ENSGALG00000013695	3
ENSMUSG00000034266	12	ENSGALG00000010323	5
ENSMUSG00000034271	12	ENSGALG00000010322	5
ENSMUSG00000034274	11	ENSGALG00000029223	15
ENSMUSG00000034278	2	ENSGALG00000036432	5
ENSMUSG00000034282	11	ENSGALG00000002108	18
ENSMUSG00000034290	12	ENSGALG00000010314	5
ENSMUSG00000034292	1	ENSGALG00000004236	7
ENSMUSG00000034295	18	ENSGALG00000013124	2
ENSMUSG00000034297	11	ENSGALG00000005230	19
ENSMUSG00000034303	9	ENSGALG00000033570	24
ENSMUSG00000034308	8	ENSGALG00000005456	11
ENSMUSG00000034310	5	ENSGALG00000002671	15
ENSMUSG00000034311	X	ENSGALG00000004195	4
ENSMUSG00000034312	6	ENSGALG00000005042	12
ENSMUSG00000034317	3	ENSGALG00000023571	9
ENSMUSG00000034320	18	ENSGALG00000001239	13
ENSMUSG00000034321	19	ENSGALG00000039917	6
ENSMUSG00000034324	5	ENSGALG00000002714	15
ENSMUSG00000034327	14	ENSGALG00000000275	22
ENSMUSG00000034329	11	ENSGALG00000005279	19
ENSMUSG00000034330	8	ENSGALG00000033507	11
ENSMUSG00000034333	15	ENSGALG00000032659	1
ENSMUSG00000034341	11	ENSGALG00000002219	18
ENSMUSG00000034342	9	ENSGALG00000029077	24
ENSMUSG00000034345	17	ENSGALG00000013733	3
ENSMUSG00000034349	3	ENSGALG00000009553	9
ENSMUSG00000034353	1	ENSGALG00000003821	7
ENSMUSG00000034354	11	ENSGALG00000008051	15
ENSMUSG00000034361	8	ENSGALG00000001316	11
ENSMUSG00000034371	19	ENSGALG00000037854	5
ENSMUSG00000034377	17	ENSGALG00000037377	3
ENSMUSG00000034382	17	ENSGALG00000028570	26
ENSMUSG00000034384	5	ENSGALG00000040069	8
ENSMUSG00000034390	8	ENSGALG00000038494	11
ENSMUSG00000034391	18	ENSGALG00000013720	2
ENSMUSG00000034394	11	ENSGALG00000008028	15
ENSMUSG00000034401	4	ENSGALG00000010502	8
ENSMUSG00000034402	12	ENSGALG00000011858	5
ENSMUSG00000034412	11	ENSGALG00000007954	15
ENSMUSG00000034413	17	ENSGALG00000002846	13
ENSMUSG00000034416	8	ENSGALG00000005435	11
ENSMUSG00000034424	8	ENSGALG00000032679	11
ENSMUSG00000034432	1	ENSGALG00000033385	7
ENSMUSG00000034442	12	ENSGALG00000011904	5
ENSMUSG00000034445	19	ENSGALG00000032051	5
ENSMUSG00000034449	11	ENSGALG00000005403	19
ENSMUSG00000034450	14	ENSGALG00000016570	3
ENSMUSG00000034452	9	ENSGALG00000007495	10
ENSMUSG00000034453	10	ENSGALG00000012655	1
ENSMUSG00000034456	6	ENSGALG00000006306	12
ENSMUSG00000034457	X	ENSGALG00000031094	4
ENSMUSG00000034460	12	ENSGALG00000017389	5
ENSMUSG00000034462	5	ENSGALG00000010921	4
ENSMUSG00000034463	14	ENSGALG00000026651	3
ENSMUSG00000034467	8	ENSGALG00000005402	11
ENSMUSG00000034471	11	ENSGALG00000008034	18
