Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000152402	11	ENSOANG00000010464	Ultra192
ENSG00000152404	11	ENSOANG00000021142	Ultra192
ENSG00000152409	5	ENSOANG00000007892	Contig349
ENSG00000152413	5	ENSOANG00000007891	Contig349
ENSG00000152422	5	ENSOANG00000014765	1
ENSG00000152430	2	ENSOANG00000019928	Contig20304
ENSG00000152455	10	ENSOANG00000015395	Contig13
ENSG00000152457	10	ENSOANG00000015394	Contig13
ENSG00000152463	10	ENSOANG00000004425	15
ENSG00000152465	10	ENSOANG00000004427	15
ENSG00000152484	13	ENSOANG00000009053	Contig59
ENSG00000152492	3	ENSOANG00000004448	7
ENSG00000152495	5	ENSOANG00000015158	Ultra84
ENSG00000152503	5	ENSOANG00000012882	Ultra309
ENSG00000152518	2	ENSOANG00000002848	Contig5043
ENSG00000152520	13	ENSOANG00000009070	Contig59
ENSG00000152527	2	ENSOANG00000001431	Contig8840
ENSG00000152558	11	ENSOANG00000030101	Ultra192
ENSG00000152578	11	ENSOANG00000010470	Ultra192
ENSG00000152580	3	ENSOANG00000010952	Contig3272
ENSG00000152583	4	ENSOANG00000015354	Ultra644
ENSG00000152592	4	ENSOANG00000013628	Contig263
ENSG00000152601	3	ENSOANG00000007992	Ultra505
ENSG00000152611	5	ENSOANG00000004141	3
ENSG00000152620	5	ENSOANG00000008785	Contig3985
ENSG00000152642	3	ENSOANG00000002276	Ultra51
ENSG00000152661	6	ENSOANG00000003395	2
ENSG00000152669	5	ENSOANG00000003602	Contig21203
ENSG00000152670	5	ENSOANG00000004888	Ultra358
ENSG00000152672	2	ENSOANG00000008752	Contig1653
ENSG00000152683	2	ENSOANG00000003942	X1
ENSG00000152689	2	ENSOANG00000002336	1
ENSG00000152700	5	ENSOANG00000031288	Contig7649
ENSG00000152749	13	ENSOANG00000014919	Ultra284
ENSG00000152760	1	ENSOANG00000006855	18
ENSG00000152763	1	ENSOANG00000007145	Contig3265
ENSG00000152766	10	ENSOANG00000000465	Ultra12
ENSG00000152767	13	ENSOANG00000028385	Ultra304
ENSG00000152779	10	ENSOANG00000001086	Contig15590
ENSG00000152782	10	ENSOANG00000000745	Ultra12
ENSG00000152784	4	ENSOANG00000003482	Contig94767
ENSG00000152785	4	ENSOANG00000013018	Contig6541
ENSG00000152795	4	ENSOANG00000004651	Contig23827
ENSG00000152804	10	ENSOANG00000004408	Contig206410
ENSG00000152822	6	ENSOANG00000001977	2
ENSG00000152894	6	ENSOANG00000015221	Ultra374
ENSG00000152904	1	ENSOANG00000001212	Ultra461
ENSG00000152939	5	ENSOANG00000001618	1
ENSG00000152944	12	ENSOANG00000014216	Ultra564
ENSG00000152952	3	ENSOANG00000012852	Contig9789
ENSG00000152953	4	ENSOANG00000004349	Ultra372
ENSG00000152954	6	ENSOANG00000011126	Contig195
ENSG00000152969	4	ENSOANG00000011472	10
ENSG00000152990	4	ENSOANG00000006677	18
ENSG00000153006	5	ENSOANG00000007654	Contig3251
ENSG00000153012	4	ENSOANG00000006686	18
ENSG00000153044	5	ENSOANG00000020763	Contig1519
ENSG00000153046	6	ENSOANG00000001201	Ultra349
ENSG00000153048	16	ENSOANG00000008257	2
ENSG00000153060	16	ENSOANG00000007153	2
ENSG00000153064	4	ENSOANG00000030254	Contig9553
ENSG00000153071	5	ENSOANG00000010205	Ultra251
ENSG00000153086	2	ENSOANG00000012396	Contig6781
ENSG00000153093	2	ENSOANG00000012630	1
ENSG00000153094	2	ENSOANG00000012631	1
ENSG00000153107	2	ENSOANG00000022078	Contig19746
ENSG00000153113	5	ENSOANG00000001211	Ultra358
ENSG00000153130	4	ENSOANG00000015290	Ultra33
ENSG00000153132	4	ENSOANG00000015291	Ultra33
ENSG00000153140	5	ENSOANG00000011075	1
ENSG00000153147	4	ENSOANG00000013921	Ultra33
ENSG00000153157	6	ENSOANG00000007192	Ultra474
ENSG00000153162	6	ENSOANG00000007177	Ultra474
ENSG00000153179	12	ENSOANG00000003122	Ultra31
ENSG00000153187	1	ENSOANG00000010249	Ultra67
ENSG00000153201	2	ENSOANG00000004894	Contig3828
ENSG00000153207	1	ENSOANG00000010242	Ultra67
ENSG00000153208	2	ENSOANG00000020523	Contig32218
ENSG00000153214	2	ENSOANG00000021715	Contig2567
ENSG00000153233	12	ENSOANG00000005963	Ultra124
ENSG00000153234	2	ENSOANG00000006120	Ultra514
ENSG00000153237	2	ENSOANG00000006135	Ultra514
ENSG00000153246	2	ENSOANG00000006157	Ultra514
ENSG00000153250	2	ENSOANG00000006166	Ultra514
ENSG00000153253	2	ENSOANG00000006210	Ultra514
ENSG00000153266	3	ENSOANG00000006012	X1
ENSG00000153283	3	ENSOANG00000030920	Contig23848
ENSG00000153291	6	ENSOANG00000008273	Ultra2
ENSG00000153292	6	ENSOANG00000008277	Ultra2
ENSG00000153294	6	ENSOANG00000008280	Ultra2
ENSG00000153310	8	ENSOANG00000030266	Contig58964
ENSG00000153317	8	ENSOANG00000008104	4
ENSG00000153339	18	ENSOANG00000022378	Contig7324
ENSG00000153347	5	ENSOANG00000011063	1
ENSG00000153395	5	ENSOANG00000014456	Ultra43
ENSG00000153404	5	ENSOANG00000010173	Ultra474
ENSG00000153406	16	ENSOANG00000003704	Ultra680
ENSG00000153446	16	ENSOANG00000020202	Ultra618
ENSG00000153485	14	ENSOANG00000007773	Ultra378
ENSG00000153487	13	ENSOANG00000015615	Ultra336
ENSG00000153531	13	ENSOANG00000015632	Ultra336
ENSG00000153551	3	ENSOANG00000020078	Ultra51
ENSG00000153558	3	ENSOANG00000008310	Contig385
ENSG00000153560	3	ENSOANG00000008309	Contig385
ENSG00000153561	2	ENSOANG00000010358	Ultra544
ENSG00000153574	2	ENSOANG00000010349	Ultra544
ENSG00000153707	9	ENSOANG00000001492	X5
ENSG00000153714	9	ENSOANG00000013530	X5
ENSG00000153721	6	ENSOANG00000014617	2
ENSG00000153767	3	ENSOANG00000005826	Contig49291
ENSG00000153774	16	ENSOANG00000011018	Contig16865
ENSG00000153786	16	ENSOANG00000011352	Ultra521
ENSG00000153789	16	ENSOANG00000011354	Ultra521
ENSG00000153790	7	ENSOANG00000009157	Ultra231
ENSG00000153802	4	ENSOANG00000014141	Ultra328
ENSG00000153814	7	ENSOANG00000009177	Ultra231
ENSG00000153815	16	ENSOANG00000011329	Ultra521
ENSG00000153820	2	ENSOANG00000005451	10
ENSG00000153822	17	ENSOANG00000008076	Ultra288
ENSG00000153879	19	ENSOANG00000008143	Ultra517
ENSG00000153885	19	ENSOANG00000008140	Ultra517
ENSG00000153898	1	ENSOANG00000003513	Ultra135
ENSG00000153902	19	ENSOANG00000012504	Contig23825
ENSG00000153904	1	ENSOANG00000006824	Contig682
ENSG00000153914	5	ENSOANG00000005029	Contig1053
ENSG00000153922	5	ENSOANG00000004891	Ultra358
ENSG00000153930	17	ENSOANG00000010292	Contig524
ENSG00000153933	17	ENSOANG00000010294	Contig524
ENSG00000153944	17	ENSOANG00000005667	Ultra17
ENSG00000153956	7	ENSOANG00000003483	Ultra5
ENSG00000153975	6	ENSOANG00000032185	Contig784
ENSG00000153982	17	ENSOANG00000008511	Ultra324
ENSG00000153989	6	ENSOANG00000012542	Contig3490
ENSG00000153993	7	ENSOANG00000013043	Ultra5
ENSG00000154001	14	ENSOANG00000009097	Contig283
ENSG00000154007	1	ENSOANG00000009850	Contig8339
ENSG00000154027	1	ENSOANG00000029730	Contig19095
ENSG00000154040	18	ENSOANG00000029909	Contig18929
ENSG00000154059	18	ENSOANG00000006577	Contig20839
ENSG00000154065	18	ENSOANG00000005793	Contig23499
ENSG00000154079	6	ENSOANG00000014939	Ultra137
ENSG00000154080	18	ENSOANG00000004983	Contig33569
ENSG00000154096	11	ENSOANG00000002126	Contig24667
ENSG00000154099	16	ENSOANG00000013371	Contig6436
ENSG00000154102	16	ENSOANG00000003743	Ultra78
ENSG00000154114	11	ENSOANG00000006271	Ultra285
ENSG00000154118	16	ENSOANG00000003738	Ultra78
ENSG00000154122	5	ENSOANG00000011616	Contig22
ENSG00000154124	5	ENSOANG00000011614	Contig22
ENSG00000154133	11	ENSOANG00000001514	Contig10062
ENSG00000154134	11	ENSOANG00000002986	Ultra99
ENSG00000154143	11	ENSOANG00000011224	Contig17834
ENSG00000154146	11	ENSOANG00000031565	Contig4871
ENSG00000154153	5	ENSOANG00000009147	X3
ENSG00000154162	5	ENSOANG00000002500	X2
ENSG00000154174	3	ENSOANG00000007525	Contig14
ENSG00000154175	3	ENSOANG00000007515	Contig14
ENSG00000154188	8	ENSOANG00000008342	4
ENSG00000154217	17	ENSOANG00000008053	Ultra288
ENSG00000154227	15	ENSOANG00000007333	Contig1667
ENSG00000154229	17	ENSOANG00000008060	Ultra288
ENSG00000154237	15	ENSOANG00000020682	Contig12579
ENSG00000154240	17	ENSOANG00000008062	Ultra288
ENSG00000154265	17	ENSOANG00000008073	Ultra288
ENSG00000154269	6	ENSOANG00000029655	Contig45227
ENSG00000154305	1	ENSOANG00000001440	Ultra67
ENSG00000154310	3	ENSOANG00000012684	Ultra10
ENSG00000154328	8	ENSOANG00000002325	Contig91880
ENSG00000154330	9	ENSOANG00000012517	Contig530
ENSG00000154342	1	ENSOANG00000003733	Contig27065
ENSG00000154358	1	ENSOANG00000009005	Contig19511
ENSG00000154359	8	ENSOANG00000003079	Contig3844
ENSG00000154380	1	ENSOANG00000021478	Contig73051
ENSG00000154415	7	ENSOANG00000001554	Ultra479
ENSG00000154429	1	ENSOANG00000001828	Contig16618
ENSG00000154447	4	ENSOANG00000007444	12
ENSG00000154473	10	ENSOANG00000012165	Contig5633
ENSG00000154479	2	ENSOANG00000008538	Ultra514
ENSG00000154485	10	ENSOANG00000005237	Contig15682
ENSG00000154493	10	ENSOANG00000022176	Contig24010
ENSG00000154511	1	ENSOANG00000004668	Contig9329
ENSG00000154518	2	ENSOANG00000008613	Ultra514
ENSG00000154553	4	ENSOANG00000006867	Contig10794
ENSG00000154556	4	ENSOANG00000013037	Contig7939
ENSG00000154582	8	ENSOANG00000006338	Contig107539
ENSG00000154640	21	ENSOANG00000029686	Contig30703
ENSG00000154642	21	ENSOANG00000005219	Ultra204
ENSG00000154645	21	ENSOANG00000005591	Ultra204
ENSG00000154646	21	ENSOANG00000005588	Ultra204
ENSG00000154654	21	ENSOANG00000005586	Ultra204
ENSG00000154655	18	ENSOANG00000028569	Contig3159
ENSG00000154678	7	ENSOANG00000011608	Contig379
ENSG00000154710	7	ENSOANG00000010117	Ultra42
ENSG00000154727	21	ENSOANG00000022349	Contig61039
ENSG00000154736	21	ENSOANG00000001674	Contig11458
ENSG00000154743	3	ENSOANG00000011648	Contig12269
ENSG00000154764	3	ENSOANG00000004660	X1
ENSG00000154767	3	ENSOANG00000012272	Ultra348
ENSG00000154781	3	ENSOANG00000010884	X1
ENSG00000154783	3	ENSOANG00000010885	X1
ENSG00000154814	3	ENSOANG00000006744	Ultra117
ENSG00000154822	3	ENSOANG00000011166	Ultra239
ENSG00000154832	18	ENSOANG00000014594	Contig765
ENSG00000154839	18	ENSOANG00000008124	3
ENSG00000154845	18	ENSOANG00000013596	Contig18245
ENSG00000154856	18	ENSOANG00000014843	Contig18037
ENSG00000154864	18	ENSOANG00000015755	5
ENSG00000154889	18	ENSOANG00000010803	5
ENSG00000154917	3	ENSOANG00000031623	Contig2824
ENSG00000154920	17	ENSOANG00000003023	Contig17267
ENSG00000154930	20	ENSOANG00000003805	Contig7200
ENSG00000154945	17	ENSOANG00000020231	Contig18039
ENSG00000154975	17	ENSOANG00000002282	Ultra361
ENSG00000154978	7	ENSOANG00000010687	Contig48
ENSG00000155008	X	ENSOANG00000007646	Contig10080
ENSG00000155011	4	ENSOANG00000007745	Ultra181
ENSG00000155016	4	ENSOANG00000004947	Contig7834
ENSG00000155034	7	ENSOANG00000006566	2
ENSG00000155052	2	ENSOANG00000002755	Contig5195
ENSG00000155066	2	ENSOANG00000005377	Contig28162
ENSG00000155085	6	ENSOANG00000000927	Ultra483
ENSG00000155090	8	ENSOANG00000013800	Contig5181
ENSG00000155093	7	ENSOANG00000006131	Ultra274
ENSG00000155097	8	ENSOANG00000012807	Ultra754
ENSG00000155099	8	ENSOANG00000013899	Contig6717
ENSG00000155111	6	ENSOANG00000009388	Ultra115
ENSG00000155158	9	ENSOANG00000010119	X5
ENSG00000155229	10	ENSOANG00000012969	Contig10056
ENSG00000155254	10	ENSOANG00000009255	Contig25947
ENSG00000155256	10	ENSOANG00000006007	Contig3847
ENSG00000155269	4	ENSOANG00000008058	Contig15369
ENSG00000155275	4	ENSOANG00000020584	Ultra650
ENSG00000155287	10	ENSOANG00000006335	Contig15328
ENSG00000155304	21	ENSOANG00000002975	Contig9756
ENSG00000155307	21	ENSOANG00000008222	Ultra388
ENSG00000155313	21	ENSOANG00000002421	Ultra41
ENSG00000155324	5	ENSOANG00000014072	X5
ENSG00000155330	16	ENSOANG00000002163	11
ENSG00000155367	1	ENSOANG00000002615	Ultra269
ENSG00000155380	1	ENSOANG00000002611	Ultra269
ENSG00000155393	16	ENSOANG00000000588	Ultra380
ENSG00000155438	2	ENSOANG00000007522	Contig13287
ENSG00000155463	14	ENSOANG00000010724	Contig588
ENSG00000155465	14	ENSOANG00000010722	Contig588
ENSG00000155506	5	ENSOANG00000005096	X1
ENSG00000155508	5	ENSOANG00000005094	X1
ENSG00000155511	5	ENSOANG00000005104	X1
ENSG00000155530	7	ENSOANG00000011480	10
ENSG00000155542	5	ENSOANG00000013634	Ultra512
ENSG00000155621	9	ENSOANG00000013131	Ultra200
ENSG00000155629	10	ENSOANG00000021403	Contig17029
ENSG00000155636	2	ENSOANG00000008627	Ultra514
ENSG00000155659	X	ENSOANG00000005339	Contig3675
ENSG00000155660	7	ENSOANG00000000280	4
ENSG00000155666	16	ENSOANG00000010988	Ultra302
ENSG00000155714	16	ENSOANG00000003260	Ultra371
ENSG00000155719	16	ENSOANG00000003269	Ultra371
ENSG00000155744	2	ENSOANG00000019872	Contig7040
ENSG00000155754	2	ENSOANG00000020440	Contig7516
ENSG00000155760	2	ENSOANG00000009980	Ultra635
ENSG00000155761	1	ENSOANG00000003071	Ultra182
ENSG00000155792	8	ENSOANG00000020439	Contig4533
ENSG00000155816	1	ENSOANG00000010276	Ultra67
ENSG00000155827	9	ENSOANG00000032206	Contig26387
ENSG00000155846	5	ENSOANG00000009368	X1
ENSG00000155849	7	ENSOANG00000001423	Ultra447
ENSG00000155850	5	ENSOANG00000009366	X1
ENSG00000155858	5	ENSOANG00000005073	X1
ENSG00000155868	5	ENSOANG00000005192	Contig29077
ENSG00000155875	9	ENSOANG00000022528	X5
ENSG00000155886	9	ENSOANG00000012398	Contig13883
ENSG00000155897	8	ENSOANG00000008103	4
ENSG00000155903	3	ENSOANG00000002775	Ultra203
ENSG00000155906	6	ENSOANG00000003327	3
ENSG00000155926	8	ENSOANG00000010066	Contig510
ENSG00000155959	X	ENSOANG00000001269	6
ENSG00000155962	X	ENSOANG00000008723	Ultra519
ENSG00000155974	12	ENSOANG00000005925	Ultra124
ENSG00000155975	8	ENSOANG00000014355	Contig22017
ENSG00000156011	8	ENSOANG00000005948	5
ENSG00000156017	9	ENSOANG00000011649	Ultra200
ENSG00000156026	10	ENSOANG00000001129	3
ENSG00000156049	9	ENSOANG00000013459	Contig12739
ENSG00000156052	9	ENSOANG00000002649	Ultra304
ENSG00000156076	12	ENSOANG00000005916	Ultra124
ENSG00000156103	8	ENSOANG00000002138	Ultra39
ENSG00000156110	10	ENSOANG00000031806	Ultra739
ENSG00000156113	10	ENSOANG00000005169	Ultra511
ENSG00000156136	4	ENSOANG00000013698	Ultra362
ENSG00000156140	4	ENSOANG00000013702	Ultra362
ENSG00000156150	1	ENSOANG00000005886	Ultra305
ENSG00000156162	8	ENSOANG00000002219	Ultra453
ENSG00000156170	8	ENSOANG00000006263	4
ENSG00000156171	1	ENSOANG00000014267	Ultra183
ENSG00000156172	8	ENSOANG00000020549	Contig13708
ENSG00000156194	4	ENSOANG00000006924	Ultra362
ENSG00000156206	15	ENSOANG00000022453	Contig34489
ENSG00000156218	15	ENSOANG00000002198	Contig3584
ENSG00000156219	4	ENSOANG00000031616	Ultra362
ENSG00000156261	21	ENSOANG00000029099	Contig97678
ENSG00000156273	21	ENSOANG00000005242	Contig12948
ENSG00000156299	21	ENSOANG00000009429	Contig24362
ENSG00000156304	21	ENSOANG00000008438	Contig3337
ENSG00000156313	X	ENSOANG00000007117	Ultra222
ENSG00000156345	9	ENSOANG00000010766	Contig7795
ENSG00000156374	10	ENSOANG00000001639	Ultra272
ENSG00000156381	14	ENSOANG00000005741	Ultra378
ENSG00000156384	10	ENSOANG00000001621	Ultra272
ENSG00000156395	10	ENSOANG00000001606	Ultra272
ENSG00000156398	10	ENSOANG00000001649	Ultra272
ENSG00000156411	14	ENSOANG00000000794	1
ENSG00000156414	14	ENSOANG00000000797	1
ENSG00000156427	5	ENSOANG00000012764	Contig13816
ENSG00000156453	5	ENSOANG00000006986	Contig20982
ENSG00000156463	5	ENSOANG00000005754	Ultra139
ENSG00000156467	8	ENSOANG00000001416	4
ENSG00000156469	8	ENSOANG00000001415	4
ENSG00000156471	8	ENSOANG00000001414	4
ENSG00000156475	5	ENSOANG00000021421	X1
ENSG00000156486	8	ENSOANG00000004151	Contig881
ENSG00000156502	10	ENSOANG00000008886	Contig1129
ENSG00000156504	X	ENSOANG00000011688	6
ENSG00000156509	8	ENSOANG00000008449	Contig22839
ENSG00000156510	10	ENSOANG00000029122	Contig33255
ENSG00000156515	10	ENSOANG00000008888	Contig1129
ENSG00000156531	X	ENSOANG00000011690	6
ENSG00000156564	6	ENSOANG00000014625	Ultra330
ENSG00000156574	10	ENSOANG00000028878	Contig8626
ENSG00000156587	11	ENSOANG00000003860	Contig24617
ENSG00000156599	11	ENSOANG00000030861	Contig49295
ENSG00000156603	11	ENSOANG00000014115	Contig25710
ENSG00000156639	6	ENSOANG00000013168	Ultra330
ENSG00000156642	15	ENSOANG00000001012	Ultra321
ENSG00000156650	10	ENSOANG00000005908	3
ENSG00000156671	10	ENSOANG00000005910	3
ENSG00000156675	8	ENSOANG00000003030	Contig2658
ENSG00000156687	8	ENSOANG00000031009	Contig5987
ENSG00000156709	X	ENSOANG00000020409	Contig26853
ENSG00000156711	6	ENSOANG00000009986	Ultra543
ENSG00000156735	8	ENSOANG00000003257	Ultra236
ENSG00000156738	11	ENSOANG00000014341	Ultra475
ENSG00000156795	8	ENSOANG00000014082	4
ENSG00000156802	8	ENSOANG00000014081	4
ENSG00000156804	8	ENSOANG00000012778	Contig6979
ENSG00000156831	8	ENSOANG00000020245	4
ENSG00000156858	16	ENSOANG00000014644	Contig17679
ENSG00000156860	16	ENSOANG00000021042	Contig22636
ENSG00000156869	1	ENSOANG00000001534	Contig3757
ENSG00000156873	16	ENSOANG00000009751	Contig4354
ENSG00000156875	1	ENSOANG00000012059	Ultra496
ENSG00000156876	1	ENSOANG00000012058	Ultra496
ENSG00000156920	X	ENSOANG00000011676	6
ENSG00000156928	7	ENSOANG00000014204	Ultra65
ENSG00000156959	3	ENSOANG00000029191	Ultra238
ENSG00000156966	2	ENSOANG00000011218	Contig23602
ENSG00000156970	15	ENSOANG00000010717	Contig2787
ENSG00000156973	2	ENSOANG00000006665	Contig7514
ENSG00000156976	3	ENSOANG00000007825	Contig46167
ENSG00000156983	3	ENSOANG00000012087	Ultra238
ENSG00000156990	3	ENSOANG00000012081	Ultra238
ENSG00000157005	3	ENSOANG00000000871	7
ENSG00000157020	3	ENSOANG00000009346	Ultra602
ENSG00000157060	1	ENSOANG00000000990	Ultra341
ENSG00000157064	1	ENSOANG00000000993	Ultra341
ENSG00000157087	3	ENSOANG00000028691	Contig43561
ENSG00000157093	3	ENSOANG00000003582	Ultra117
ENSG00000157106	16	ENSOANG00000012229	2
ENSG00000157107	5	ENSOANG00000015784	1
ENSG00000157111	5	ENSOANG00000015783	1
ENSG00000157119	3	ENSOANG00000010791	Contig15514
ENSG00000157131	1	ENSOANG00000009676	Contig15029
ENSG00000157152	3	ENSOANG00000020050	Contig26315
ENSG00000157168	8	ENSOANG00000005951	5
ENSG00000157181	1	ENSOANG00000001024	Ultra341
ENSG00000157184	1	ENSOANG00000008991	Contig1388
ENSG00000157191	1	ENSOANG00000002102	Contig25007
ENSG00000157211	1	ENSOANG00000020735	Contig21004
ENSG00000157212	7	ENSOANG00000006152	Ultra274
ENSG00000157214	7	ENSOANG00000007083	Contig4114
ENSG00000157216	1	ENSOANG00000012246	Contig11978
ENSG00000157227	14	ENSOANG00000003915	Contig10298
ENSG00000157259	7	ENSOANG00000012126	Contig1087
ENSG00000157303	9	ENSOANG00000008373	Contig12032
ENSG00000157330	1	ENSOANG00000006097	Contig459
ENSG00000157343	6	ENSOANG00000015681	Contig19702
ENSG00000157350	16	ENSOANG00000001158	Ultra55
ENSG00000157353	16	ENSOANG00000001159	Ultra55
ENSG00000157368	16	ENSOANG00000001162	Ultra55
ENSG00000157379	14	ENSOANG00000028651	Contig35235
ENSG00000157399	X	ENSOANG00000004040	Ultra462
ENSG00000157404	4	ENSOANG00000003803	Ultra277
ENSG00000157426	4	ENSOANG00000007831	Contig1884
ENSG00000157445	3	ENSOANG00000011110	X1
ENSG00000157456	15	ENSOANG00000012313	Contig1085
ENSG00000157470	15	ENSOANG00000009485	Contig2096
ENSG00000157483	15	ENSOANG00000031113	Contig58426
ENSG00000157510	5	ENSOANG00000007174	Contig35297
ENSG00000157514	X	ENSOANG00000014707	Ultra369
ENSG00000157538	21	ENSOANG00000006411	Ultra222
ENSG00000157540	21	ENSOANG00000006412	Ultra222
ENSG00000157542	21	ENSOANG00000006415	Ultra222
ENSG00000157551	21	ENSOANG00000006416	Ultra222
ENSG00000157554	21	ENSOANG00000006418	Ultra222
ENSG00000157557	21	ENSOANG00000006420	Ultra222
ENSG00000157570	11	ENSOANG00000003200	Ultra286
ENSG00000157578	21	ENSOANG00000006426	Ultra222
ENSG00000157600	X	ENSOANG00000000756	6
ENSG00000157613	11	ENSOANG00000005356	Ultra286
ENSG00000157617	21	ENSOANG00000006446	Ultra222
ENSG00000157625	X	ENSOANG00000010902	Ultra98
ENSG00000157637	17	ENSOANG00000005997	Contig17168
ENSG00000157657	9	ENSOANG00000005539	4
ENSG00000157680	7	ENSOANG00000005017	10
ENSG00000157693	9	ENSOANG00000010616	4
ENSG00000157703	7	ENSOANG00000003790	Ultra121
ENSG00000157734	15	ENSOANG00000009661	Contig3433
ENSG00000157741	7	ENSOANG00000011084	Ultra380
ENSG00000157764	7	ENSOANG00000013389	Contig831
ENSG00000157765	4	ENSOANG00000006695	18
ENSG00000157766	15	ENSOANG00000006381	Contig874
ENSG00000157778	7	ENSOANG00000014929	2
ENSG00000157782	12	ENSOANG00000014808	Contig13304
ENSG00000157800	7	ENSOANG00000003793	Ultra121
ENSG00000157827	2	ENSOANG00000006108	Ultra514
ENSG00000157833	2	ENSOANG00000015831	Ultra179
ENSG00000157837	12	ENSOANG00000015556	Ultra57
ENSG00000157851	2	ENSOANG00000000514	Ultra179
ENSG00000157869	4	ENSOANG00000004281	4
ENSG00000157881	1	ENSOANG00000002947	Contig6068
ENSG00000157884	2	ENSOANG00000000518	Ultra179
ENSG00000157895	12	ENSOANG00000014647	Ultra57
ENSG00000157911	1	ENSOANG00000007035	Contig5886
ENSG00000157916	1	ENSOANG00000007034	Contig5886
ENSG00000157933	1	ENSOANG00000010922	Contig21818
ENSG00000157954	7	ENSOANG00000006569	2
ENSG00000157978	1	ENSOANG00000010250	Contig16412
ENSG00000157992	2	ENSOANG00000021530	Ultra202
ENSG00000157999	7	ENSOANG00000002796	Ultra371
ENSG00000158006	1	ENSOANG00000014900	Contig2043
ENSG00000158014	1	ENSOANG00000014899	Contig2043
ENSG00000158019	2	ENSOANG00000005681	Ultra202
ENSG00000158022	1	ENSOANG00000014898	Contig2043
ENSG00000158023	12	ENSOANG00000006215	Ultra196
ENSG00000158042	11	ENSOANG00000007173	Contig5474
ENSG00000158055	1	ENSOANG00000002207	Ultra280
ENSG00000158062	1	ENSOANG00000007084	Contig16668
ENSG00000158079	9	ENSOANG00000004661	X1
ENSG00000158089	2	ENSOANG00000008247	Ultra2
ENSG00000158092	3	ENSOANG00000000608	Ultra690
ENSG00000158106	8	ENSOANG00000003536	Contig341
ENSG00000158109	1	ENSOANG00000009741	Ultra178
ENSG00000158113	12	ENSOANG00000006208	Ultra196
ENSG00000158158	2	ENSOANG00000008533	Contig12085
ENSG00000158161	1	ENSOANG00000011248	Contig7897
ENSG00000158186	3	ENSOANG00000007543	5
ENSG00000158195	1	ENSOANG00000022707	Contig60405
ENSG00000158220	3	ENSOANG00000028899	Contig27179
ENSG00000158258	3	ENSOANG00000000204	1
ENSG00000158270	18	ENSOANG00000011622	Ultra298
ENSG00000158286	1	ENSOANG00000022287	Contig2212
ENSG00000158290	X	ENSOANG00000002578	Ultra390
ENSG00000158292	1	ENSOANG00000019738	Contig18151
ENSG00000158296	20	ENSOANG00000015015	Ultra516
ENSG00000158315	1	ENSOANG00000002483	Ultra472
ENSG00000158321	7	ENSOANG00000000328	Contig10108
ENSG00000158352	X	ENSOANG00000013990	Ultra315
ENSG00000158406	6	ENSOANG00000000222	Contig819
