Human	ChrHuman	Chicken	ChrChicken
ENSG00000154553	4	ENSGALG00000013414	4
ENSG00000154556	4	ENSGALG00000013427	4
ENSG00000154582	8	ENSGALG00000035417	2
ENSG00000154589	8	ENSGALG00000032701	2
ENSG00000154642	21	ENSGALG00000028290	1
ENSG00000154645	21	ENSGALG00000015720	1
ENSG00000154646	21	ENSGALG00000015730	1
ENSG00000154654	21	ENSGALG00000015737	1
ENSG00000154678	7	ENSGALG00000039935	2
ENSG00000154710	7	ENSGALG00000021611	19
ENSG00000154719	21	ENSGALG00000015742	1
ENSG00000154721	21	ENSGALG00000015746	1
ENSG00000154723	21	ENSGALG00000015751	1
ENSG00000154727	21	ENSGALG00000015763	1
ENSG00000154734	21	ENSGALG00000040342	1
ENSG00000154736	21	ENSGALG00000015795	1
ENSG00000154743	3	ENSGALG00000004981	12
ENSG00000154764	3	ENSGALG00000005123	12
ENSG00000154767	3	ENSGALG00000006357	12
ENSG00000154781	3	ENSGALG00000006459	12
ENSG00000154783	3	ENSGALG00000008546	12
ENSG00000154813	3	ENSGALG00000011237	2
ENSG00000154814	3	ENSGALG00000011239	2
ENSG00000154822	3	ENSGALG00000011248	2
ENSG00000154845	18	ENSGALG00000032092	2
ENSG00000154856	18	ENSGALG00000000894	2
ENSG00000154864	18	ENSGALG00000042134	2
ENSG00000154889	18	ENSGALG00000013794	2
ENSG00000154914	17	ENSGALG00000037812	18
ENSG00000154917	3	ENSGALG00000026278	4
ENSG00000154920	17	ENSGALG00000007676	18
ENSG00000154928	3	ENSGALG00000006609	9
ENSG00000154930	20	ENSGALG00000008632	3
ENSG00000154945	17	ENSGALG00000007389	18
ENSG00000154975	17	ENSGALG00000002993	18
ENSG00000154978	7	ENSGALG00000042773	2
ENSG00000155008	X	ENSGALG00000006978	4
ENSG00000155011	4	ENSGALG00000028041	4
ENSG00000155016	4	ENSGALG00000027908	4
ENSG00000155034	7	ENSGALG00000004611	14
ENSG00000155052	2	ENSGALG00000011577	7
ENSG00000155066	2	ENSGALG00000041347	22
ENSG00000155085	6	ENSGALG00000015224	3
ENSG00000155087	8	ENSGALG00000035199	2
ENSG00000155090	8	ENSGALG00000037913	2
ENSG00000155093	7	ENSGALG00000030054	2
ENSG00000155096	8	ENSGALG00000029295	2
ENSG00000155097	8	ENSGALG00000034099	2
ENSG00000155099	8	ENSGALG00000029571	2
ENSG00000155111	6	ENSGALG00000015051	3
ENSG00000155115	6	ENSGALG00000015044	3
ENSG00000155158	9	ENSGALG00000005416	Z
ENSG00000155189	8	ENSGALG00000016329	3
ENSG00000155229	10	ENSGALG00000007572	6
ENSG00000155254	10	ENSGALG00000032206	6
ENSG00000155256	10	ENSGALG00000007531	6
ENSG00000155265	10	ENSGALG00000031372	6
ENSG00000155269	4	ENSGALG00000015595	4
ENSG00000155275	4	ENSGALG00000015594	4
ENSG00000155287	10	ENSGALG00000007479	6
ENSG00000155304	21	ENSGALG00000019201	1
ENSG00000155307	21	ENSGALG00000040926	1
ENSG00000155313	21	ENSGALG00000015693	1
ENSG00000155324	5	ENSGALG00000008237	Z
ENSG00000155329	5	ENSGALG00000036666	13
ENSG00000155330	16	ENSGALG00000017363	11
ENSG00000155363	1	ENSGALG00000001558	26
ENSG00000155366	1	ENSGALG00000001569	26
ENSG00000155367	1	ENSGALG00000001605	26
ENSG00000155368	2	ENSGALG00000012112	7
ENSG00000155380	1	ENSGALG00000001717	26
ENSG00000155393	16	ENSGALG00000041613	11
ENSG00000155438	2	ENSGALG00000011650	7
ENSG00000155506	5	ENSGALG00000040109	13
ENSG00000155508	5	ENSGALG00000003950	13
ENSG00000155511	5	ENSGALG00000004083	13
ENSG00000155530	7	ENSGALG00000037842	1
ENSG00000155542	5	ENSGALG00000014719	Z
ENSG00000155621	9	ENSGALG00000026001	Z
ENSG00000155629	10	ENSGALG00000005547	6
ENSG00000155636	2	ENSGALG00000009202	7
ENSG00000155659	X	ENSGALG00000044799	4
ENSG00000155666	16	ENSGALG00000006301	14
ENSG00000155719	16	ENSGALG00000007070	14
ENSG00000155729	2	ENSGALG00000008155	7
ENSG00000155744	2	ENSGALG00000020869	7
ENSG00000155760	2	ENSGALG00000034973	7
ENSG00000155792	8	ENSGALG00000043787	2
ENSG00000155816	1	ENSGALG00000031427	3
ENSG00000155827	9	ENSGALG00000015548	Z
ENSG00000155846	5	ENSGALG00000043389	13
ENSG00000155849	7	ENSGALG00000035492	2
ENSG00000155850	5	ENSGALG00000001239	13
ENSG00000155858	5	ENSGALG00000038954	13
ENSG00000155868	5	ENSGALG00000003870	13
ENSG00000155875	9	ENSGALG00000027314	Z
ENSG00000155886	9	ENSGALG00000015080	Z
ENSG00000155890	3	ENSGALG00000005286	9
ENSG00000155893	3	ENSGALG00000029102	9
ENSG00000155897	8	ENSGALG00000030251	2
ENSG00000155903	3	ENSGALG00000002850	9
ENSG00000155906	6	ENSGALG00000012968	3
ENSG00000155926	8	ENSGALG00000039264	2
ENSG00000155961	X	ENSGALG00000040784	4
ENSG00000155962	X	ENSGALG00000029502	4
ENSG00000155966	X	ENSGALG00000009168	4
ENSG00000155970	8	ENSGALG00000013661	4
ENSG00000155974	12	ENSGALG00000009895	1
ENSG00000155975	8	ENSGALG00000013646	4
ENSG00000155980	12	ENSGALG00000035267	AADN04011355.1
ENSG00000156011	8	ENSGALG00000015428	Z
ENSG00000156017	9	ENSGALG00000015155	Z
ENSG00000156026	10	ENSGALG00000004355	6
ENSG00000156030	14	ENSGALG00000009282	5
ENSG00000156042	10	ENSGALG00000002551	14
ENSG00000156049	9	ENSGALG00000015176	Z
ENSG00000156050	14	ENSGALG00000010196	5
ENSG00000156052	9	ENSGALG00000015177	Z
ENSG00000156076	12	ENSGALG00000039209	1
ENSG00000156097	1	ENSGALG00000040168	26
ENSG00000156103	8	ENSGALG00000032031	2
ENSG00000156110	10	ENSGALG00000005057	6
ENSG00000156113	10	ENSGALG00000004980	6
ENSG00000156127	14	ENSGALG00000010323	5
ENSG00000156136	4	ENSGALG00000028501	4
ENSG00000156140	4	ENSGALG00000011623	4
ENSG00000156150	1	ENSGALG00000025867	26
ENSG00000156162	8	ENSGALG00000039222	2
ENSG00000156170	8	ENSGALG00000040366	2
ENSG00000156171	1	ENSGALG00000036491	26
ENSG00000156172	8	ENSGALG00000038971	2
ENSG00000156194	4	ENSGALG00000011524	4
ENSG00000156206	15	ENSGALG00000021183	10
ENSG00000156218	15	ENSGALG00000006104	10
ENSG00000156232	15	ENSGALG00000006002	10
ENSG00000156239	21	ENSGALG00000015802	1
ENSG00000156253	21	ENSGALG00000015807	1
ENSG00000156256	21	ENSGALG00000015813	1
ENSG00000156261	21	ENSGALG00000015821	1
ENSG00000156265	21	ENSGALG00000015822	1
ENSG00000156273	21	ENSGALG00000015828	1
ENSG00000156282	21	ENSGALG00000044073	1
ENSG00000156284	21	ENSGALG00000015841	1
ENSG00000156299	21	ENSGALG00000015842	1
ENSG00000156304	21	ENSGALG00000033965	1
ENSG00000156313	X	ENSGALG00000036284	1
ENSG00000156345	9	ENSGALG00000035851	AADN04012416.1
ENSG00000156374	10	ENSGALG00000008230	6
ENSG00000156381	14	ENSGALG00000011376	5
ENSG00000156384	10	ENSGALG00000008383	6
ENSG00000156395	10	ENSGALG00000008434	6
ENSG00000156414	14	ENSGALG00000011565	5
ENSG00000156427	5	ENSGALG00000002203	13
ENSG00000156453	5	ENSGALG00000002553	13
ENSG00000156463	5	ENSGALG00000043904	13
ENSG00000156466	8	ENSGALG00000035901	2
ENSG00000156467	8	ENSGALG00000029319	2
ENSG00000156469	8	ENSGALG00000040511	2
ENSG00000156471	8	ENSGALG00000030185	2
ENSG00000156475	5	ENSGALG00000007565	13
ENSG00000156482	8	ENSGALG00000029897	2
ENSG00000156486	8	ENSGALG00000043764	2
ENSG00000156504	X	ENSGALG00000006108	4
ENSG00000156508	6	ENSGALG00000015917	3
ENSG00000156509	8	ENSGALG00000038940	2
ENSG00000156510	10	ENSGALG00000021039	6
ENSG00000156515	10	ENSGALG00000004222	6
ENSG00000156521	10	ENSGALG00000033807	6
ENSG00000156531	X	ENSGALG00000006094	4
ENSG00000156535	6	ENSGALG00000015910	3
ENSG00000156564	6	ENSGALG00000010050	3
ENSG00000156574	10	ENSGALG00000003209	22
ENSG00000156599	11	ENSGALG00000007362	5
ENSG00000156603	11	ENSGALG00000007341	5
ENSG00000156639	6	ENSGALG00000010134	3
ENSG00000156642	15	ENSGALG00000001741	10
ENSG00000156650	10	ENSGALG00000005035	6
ENSG00000156671	10	ENSGALG00000005004	6
ENSG00000156675	8	ENSGALG00000003129	22
ENSG00000156687	8	ENSGALG00000001608	22
ENSG00000156709	X	ENSGALG00000004003	4
ENSG00000156711	6	ENSGALG00000030966	26
ENSG00000156735	8	ENSGALG00000003254	22
ENSG00000156787	8	ENSGALG00000030460	2
ENSG00000156795	8	ENSGALG00000030059	2
ENSG00000156802	8	ENSGALG00000034348	2
ENSG00000156804	8	ENSGALG00000041202	2
ENSG00000156831	8	ENSGALG00000043439	2
ENSG00000156869	1	ENSGALG00000005418	8
ENSG00000156875	1	ENSGALG00000005329	8
ENSG00000156876	1	ENSGALG00000005302	8
ENSG00000156920	X	ENSGALG00000006393	4
ENSG00000156925	X	ENSGALG00000031144	4
ENSG00000156928	7	ENSGALG00000010954	2
ENSG00000156931	3	ENSGALG00000006704	9
ENSG00000156958	15	ENSGALG00000036201	10
ENSG00000156959	3	ENSGALG00000037636	12
ENSG00000156966	2	ENSGALG00000007701	9
ENSG00000156970	15	ENSGALG00000036892	5
ENSG00000156973	2	ENSGALG00000033062	9
ENSG00000156976	3	ENSGALG00000042487	AADN04015909.1
ENSG00000156983	3	ENSGALG00000033529	12
ENSG00000157005	3	ENSGALG00000007361	9
ENSG00000157017	3	ENSGALG00000008411	12
ENSG00000157036	3	ENSGALG00000006153	2
ENSG00000157045	16	ENSGALG00000040905	14
ENSG00000157064	1	ENSGALG00000004642	8
ENSG00000157077	1	ENSGALG00000010613	8
ENSG00000157087	3	ENSGALG00000030908	12
ENSG00000157103	3	ENSGALG00000004921	12
ENSG00000157106	16	ENSGALG00000006829	14
ENSG00000157110	8	ENSGALG00000010291	4
ENSG00000157111	5	ENSGALG00000015020	Z
ENSG00000157119	3	ENSGALG00000005292	2
ENSG00000157131	1	ENSGALG00000010850	8
ENSG00000157150	3	ENSGALG00000004969	12
ENSG00000157152	3	ENSGALG00000004955	12
ENSG00000157168	8	ENSGALG00000015422	Z
ENSG00000157181	1	ENSGALG00000005080	8
ENSG00000157184	1	ENSGALG00000010681	8
ENSG00000157191	1	ENSGALG00000003745	21
ENSG00000157193	1	ENSGALG00000010692	8
ENSG00000157211	1	ENSGALG00000010752	8
ENSG00000157212	7	ENSGALG00000036064	2
ENSG00000157214	7	ENSGALG00000009017	2
ENSG00000157216	1	ENSGALG00000010774	8
ENSG00000157219	7	ENSGALG00000006362	2
ENSG00000157224	7	ENSGALG00000009038	2
ENSG00000157240	7	ENSGALG00000009064	2
ENSG00000157259	7	ENSGALG00000009399	2
ENSG00000157303	9	ENSGALG00000025886	12
ENSG00000157330	1	ENSGALG00000004102	21
ENSG00000157350	16	ENSGALG00000002651	11
ENSG00000157353	16	ENSGALG00000002648	11
ENSG00000157368	16	ENSGALG00000028466	11
ENSG00000157388	3	ENSGALG00000005332	12
ENSG00000157404	4	ENSGALG00000038634	4
ENSG00000157423	16	ENSGALG00000002407	11
ENSG00000157426	4	ENSGALG00000013764	4
ENSG00000157445	3	ENSGALG00000005400	12
ENSG00000157450	15	ENSGALG00000004171	10
ENSG00000157456	15	ENSGALG00000004161	10
ENSG00000157470	15	ENSGALG00000004103	10
ENSG00000157483	15	ENSGALG00000004150	10
ENSG00000157500	3	ENSGALG00000005527	12
ENSG00000157510	5	ENSGALG00000039628	13
ENSG00000157514	X	ENSGALG00000027069	4
ENSG00000157538	21	ENSGALG00000016052	1
ENSG00000157542	21	ENSGALG00000016054	1
ENSG00000157551	21	ENSGALG00000016055	1
ENSG00000157554	21	ENSGALG00000016058	1
ENSG00000157557	21	ENSGALG00000016059	1
ENSG00000157570	11	ENSGALG00000036901	5
ENSG00000157578	21	ENSGALG00000016125	1
ENSG00000157593	6	ENSGALG00000010174	3
ENSG00000157600	X	ENSGALG00000008076	4
ENSG00000157613	11	ENSGALG00000008393	5
ENSG00000157617	21	ENSGALG00000016148	1
ENSG00000157625	X	ENSGALG00000016284	1
ENSG00000157637	17	ENSGALG00000006880	18
ENSG00000157657	9	ENSGALG00000008886	17
ENSG00000157680	7	ENSGALG00000012890	1
ENSG00000157693	9	ENSGALG00000007186	17
ENSG00000157703	7	ENSGALG00000012812	1
ENSG00000157741	7	ENSGALG00000011854	1
ENSG00000157764	7	ENSGALG00000012865	1
ENSG00000157765	4	ENSGALG00000014372	4
ENSG00000157766	15	ENSGALG00000006725	10
ENSG00000157778	7	ENSGALG00000004203	14
ENSG00000157782	12	ENSGALG00000007116	15
ENSG00000157796	4	ENSGALG00000014064	4
ENSG00000157800	7	ENSGALG00000012849	1
ENSG00000157823	15	ENSGALG00000008291	10
ENSG00000157827	2	ENSGALG00000012525	7
ENSG00000157833	2	ENSGALG00000032753	3
ENSG00000157837	12	ENSGALG00000006979	15
ENSG00000157856	2	ENSGALG00000016591	3
ENSG00000157869	4	ENSGALG00000014931	4
ENSG00000157881	1	ENSGALG00000001165	21
ENSG00000157890	15	ENSGALG00000007631	10
ENSG00000157895	12	ENSGALG00000006965	15
ENSG00000157911	1	ENSGALG00000001223	21
ENSG00000157916	1	ENSGALG00000021683	21
ENSG00000157927	7	ENSGALG00000004504	14
ENSG00000157933	1	ENSGALG00000001229	21
ENSG00000157954	7	ENSGALG00000004557	14
ENSG00000157978	1	ENSGALG00000001051	23
ENSG00000157992	2	ENSGALG00000016510	3
ENSG00000158006	1	ENSGALG00000021658	23
ENSG00000158008	1	ENSGALG00000043829	23
ENSG00000158014	1	ENSGALG00000010375	23
ENSG00000158019	2	ENSGALG00000010039	3
ENSG00000158022	1	ENSGALG00000034107	23
ENSG00000158023	12	ENSGALG00000004365	15
ENSG00000158042	11	ENSGALG00000002605	Z
ENSG00000158055	1	ENSGALG00000004249	23
ENSG00000158079	9	ENSGALG00000005128	12
ENSG00000158089	2	ENSGALG00000009078	3
ENSG00000158106	8	ENSGALG00000034337	2
ENSG00000158109	1	ENSGALG00000001024	21
ENSG00000158122	9	ENSGALG00000012624	Z
ENSG00000158125	2	ENSGALG00000008701	3
ENSG00000158161	1	ENSGALG00000000777	23
ENSG00000158163	3	ENSGALG00000006597	9
ENSG00000158169	9	ENSGALG00000012618	Z
ENSG00000158186	3	ENSGALG00000011592	7
ENSG00000158195	1	ENSGALG00000014012	23
ENSG00000158201	18	ENSGALG00000014938	2
ENSG00000158220	3	ENSGALG00000012092	7
ENSG00000158234	3	ENSGALG00000012082	7
ENSG00000158246	1	ENSGALG00000036117	23
ENSG00000158258	3	ENSGALG00000037387	9
ENSG00000158270	18	ENSGALG00000014910	2
ENSG00000158286	1	ENSGALG00000032525	21
ENSG00000158290	X	ENSGALG00000008559	4
ENSG00000158292	1	ENSGALG00000032060	21
ENSG00000158296	20	ENSGALG00000004445	20
ENSG00000158321	7	ENSGALG00000001153	19
ENSG00000158352	X	ENSGALG00000033953	4
ENSG00000158406	6	ENSGALG00000032198	1
ENSG00000158411	2	ENSGALG00000016759	1
ENSG00000158417	2	ENSGALG00000016764	1
ENSG00000158428	2	ENSGALG00000045119	7
ENSG00000158445	20	ENSGALG00000004758	20
ENSG00000158458	5	ENSGALG00000033641	13
ENSG00000158467	7	ENSGALG00000032868	1
ENSG00000158480	20	ENSGALG00000008026	20
ENSG00000158486	16	ENSGALG00000002350	14
ENSG00000158517	7	ENSGALG00000001189	19
ENSG00000158525	7	ENSGALG00000027296	1
ENSG00000158552	2	ENSGALG00000029226	7
ENSG00000158560	7	ENSGALG00000009722	2
ENSG00000158571	X	ENSGALG00000032385	AADN04000849.1
ENSG00000158578	X	ENSGALG00000035015	AADN04018578.1
ENSG00000158615	1	ENSGALG00000000611	26
ENSG00000158623	7	ENSGALG00000008144	1
ENSG00000158636	11	ENSGALG00000000830	1
ENSG00000158669	8	ENSGALG00000003518	22
ENSG00000158710	1	ENSGALG00000036086	25
ENSG00000158715	1	ENSGALG00000000703	26
ENSG00000158717	16	ENSGALG00000007272	11
ENSG00000158748	1	ENSGALG00000004066	21
ENSG00000158792	16	ENSGALG00000044991	11
ENSG00000158793	1	ENSGALG00000007585	25
ENSG00000158796	1	ENSGALG00000043129	25
ENSG00000158805	16	ENSGALG00000000513	11
ENSG00000158813	X	ENSGALG00000035966	4
ENSG00000158828	1	ENSGALG00000037593	21
ENSG00000158850	1	ENSGALG00000030605	AADN04016494.1
ENSG00000158856	8	ENSGALG00000040807	AADN04004214.1
ENSG00000158859	1	ENSGALG00000030502	25
ENSG00000158864	1	ENSGALG00000041418	25
ENSG00000158865	16	ENSGALG00000005933	14
ENSG00000158882	1	ENSGALG00000038400	KQ759474.1
ENSG00000158887	1	ENSGALG00000030372	KQ759474.1
ENSG00000158955	17	ENSGALG00000001097	27
ENSG00000158966	1	ENSGALG00000011024	8
ENSG00000158985	5	ENSGALG00000027258	Z
ENSG00000159023	1	ENSGALG00000001329	23
ENSG00000159055	21	ENSGALG00000015884	1
ENSG00000159063	11	ENSGALG00000019042	1
ENSG00000159069	9	ENSGALG00000030831	17
ENSG00000159082	21	ENSGALG00000034317	1
ENSG00000159086	21	ENSGALG00000036833	1
ENSG00000159110	21	ENSGALG00000041867	1
ENSG00000159111	17	ENSGALG00000014387	27
ENSG00000159128	21	ENSGALG00000032660	1
ENSG00000159131	21	ENSGALG00000037076	1
ENSG00000159147	21	ENSGALG00000038649	1
ENSG00000159166	1	ENSGALG00000000309	26
ENSG00000159167	8	ENSGALG00000000364	22
ENSG00000159173	1	ENSGALG00000000313	26
ENSG00000159176	1	ENSGALG00000000318	26
ENSG00000159184	17	ENSGALG00000033154	27
ENSG00000159189	1	ENSGALG00000029669	21
ENSG00000159197	21	ENSGALG00000030793	1
ENSG00000159199	17	ENSGALG00000001330	27
ENSG00000159200	21	ENSGALG00000016014	1
ENSG00000159202	17	ENSGALG00000001315	27
ENSG00000159210	17	ENSGALG00000001309	27
ENSG00000159212	21	ENSGALG00000016020	1
ENSG00000159216	21	ENSGALG00000016022	1
ENSG00000159217	17	ENSGALG00000041204	27
ENSG00000159248	15	ENSGALG00000009845	5
ENSG00000159251	15	ENSGALG00000009844	5
ENSG00000159256	21	ENSGALG00000036556	1
ENSG00000159259	21	ENSGALG00000016042	1
ENSG00000159261	21	ENSGALG00000016043	1
ENSG00000159263	21	ENSGALG00000016044	1
ENSG00000159267	21	ENSGALG00000016047	1
ENSG00000159307	22	ENSGALG00000014178	1
ENSG00000159322	15	ENSGALG00000001788	10
ENSG00000159346	1	ENSGALG00000000094	26
ENSG00000159352	1	ENSGALG00000028505	25
ENSG00000159363	1	ENSGALG00000003774	21
ENSG00000159374	2	ENSGALG00000029780	KQ759405.1
ENSG00000159377	1	ENSGALG00000000905	25
ENSG00000159387	16	ENSGALG00000023738	11
ENSG00000159388	1	ENSGALG00000026858	26
ENSG00000159399	2	ENSGALG00000034855	KQ759567.1
ENSG00000159423	1	ENSGALG00000042184	21
ENSG00000159433	15	ENSGALG00000009145	5
ENSG00000159459	15	ENSGALG00000009249	5
ENSG00000159461	16	ENSGALG00000003107	11
ENSG00000159556	15	ENSGALG00000033391	10
ENSG00000159579	16	ENSGALG00000001350	11
ENSG00000159592	1	ENSGALG00000010276	8
ENSG00000159596	1	ENSGALG00000010279	8
ENSG00000159618	16	ENSGALG00000001149	11
ENSG00000159625	16	ENSGALG00000030160	11
ENSG00000159640	17	ENSGALG00000000498	27
ENSG00000159650	3	ENSGALG00000006306	12
ENSG00000159658	1	ENSGALG00000010446	8
ENSG00000159674	4	ENSGALG00000038433	4
ENSG00000159685	3	ENSGALG00000006056	12
ENSG00000159713	16	ENSGALG00000002103	11
ENSG00000159714	16	ENSGALG00000002091	11
ENSG00000159720	16	ENSGALG00000002237	11
ENSG00000159723	16	ENSGALG00000002244	11
ENSG00000159753	16	ENSGALG00000021442	11
ENSG00000159784	7	ENSGALG00000014689	1
ENSG00000159788	4	ENSGALG00000015626	4
ENSG00000159792	16	ENSGALG00000001647	11
ENSG00000159840	7	ENSGALG00000014688	1
ENSG00000159842	17	ENSGALG00000004364	19
ENSG00000159873	22	ENSGALG00000005784	15
ENSG00000159899	9	ENSGALG00000027630	Z
ENSG00000159921	9	ENSGALG00000015331	Z
ENSG00000160007	19	ENSGALG00000036101	KQ759559.1
ENSG00000160049	1	ENSGALG00000002820	21
ENSG00000160050	1	ENSGALG00000003241	23
ENSG00000160051	1	ENSGALG00000030701	23
ENSG00000160055	1	ENSGALG00000037052	23
ENSG00000160058	1	ENSGALG00000003405	23
ENSG00000160062	1	ENSGALG00000003420	23
ENSG00000160075	1	ENSGALG00000001489	21
ENSG00000160087	1	ENSGALG00000001848	21
ENSG00000160094	1	ENSGALG00000026558	21
ENSG00000160097	1	ENSGALG00000003567	23
ENSG00000160111	19	ENSGALG00000003742	28
ENSG00000160113	19	ENSGALG00000043010	28
ENSG00000160124	3	ENSGALG00000014413	1
ENSG00000160131	X	ENSGALG00000009065	4
ENSG00000160145	3	ENSGALG00000011744	7
ENSG00000160161	19	ENSGALG00000037011	28
ENSG00000160179	21	ENSGALG00000016164	1
ENSG00000160183	21	ENSGALG00000016169	1
ENSG00000160185	21	ENSGALG00000016173	1
ENSG00000160188	21	ENSGALG00000043976	1
ENSG00000160190	21	ENSGALG00000016185	1
ENSG00000160191	21	ENSGALG00000016186	1
ENSG00000160193	21	ENSGALG00000016187	1
ENSG00000160194	21	ENSGALG00000022813	1
ENSG00000160199	21	ENSGALG00000016191	1
ENSG00000160207	21	ENSGALG00000016202	1
ENSG00000160209	21	ENSGALG00000016205	1
ENSG00000160213	21	ENSGALG00000014410	1
ENSG00000160216	21	ENSGALG00000031932	1
ENSG00000160219	X	ENSGALG00000008408	4
ENSG00000160226	21	ENSGALG00000006539	9
ENSG00000160255	21	ENSGALG00000007511	7
ENSG00000160256	21	ENSGALG00000007513	7
ENSG00000160282	21	ENSGALG00000006131	7
ENSG00000160285	21	ENSGALG00000006198	7
ENSG00000160293	9	ENSGALG00000002699	17
ENSG00000160294	21	ENSGALG00000004363	7
ENSG00000160299	21	ENSGALG00000007021	7
ENSG00000160307	21	ENSGALG00000006217	7
ENSG00000160323	9	ENSGALG00000033597	17
ENSG00000160325	9	ENSGALG00000034132	17
ENSG00000160326	9	ENSGALG00000002982	17
ENSG00000160345	9	ENSGALG00000040773	17
ENSG00000160360	9	ENSGALG00000001797	17
ENSG00000160404	9	ENSGALG00000026424	17
ENSG00000160408	9	ENSGALG00000005298	17
ENSG00000160410	19	ENSGALG00000041384	KQ759635.1
ENSG00000160445	9	ENSGALG00000004659	17
ENSG00000160446	9	ENSGALG00000044248	17
ENSG00000160447	9	ENSGALG00000004689	17
ENSG00000160539	9	ENSGALG00000018700	17
ENSG00000160551	17	ENSGALG00000004082	19
ENSG00000160563	9	ENSGALG00000003683	17
ENSG00000160584	11	ENSGALG00000007144	24
ENSG00000160588	11	ENSGALG00000021271	24
ENSG00000160593	11	ENSGALG00000044339	24
ENSG00000160602	17	ENSGALG00000003979	19
ENSG00000160606	17	ENSGALG00000003973	19
ENSG00000160613	11	ENSGALG00000029220	24
ENSG00000160678	1	ENSGALG00000034458	25
ENSG00000160679	1	ENSGALG00000042129	25
ENSG00000160683	11	ENSGALG00000007675	24
ENSG00000160688	1	ENSGALG00000027700	25
ENSG00000160691	1	ENSGALG00000039775	25
ENSG00000160695	11	ENSGALG00000029536	24
ENSG00000160703	11	ENSGALG00000044053	24
ENSG00000160710	1	ENSGALG00000021475	25
ENSG00000160712	1	ENSGALG00000030407	25
ENSG00000160714	1	ENSGALG00000029450	25
ENSG00000160716	1	ENSGALG00000002707	25
ENSG00000160746	3	ENSGALG00000042371	2
ENSG00000160785	1	ENSGALG00000037394	AADN04015569.1
ENSG00000160796	3	ENSGALG00000039120	2
ENSG00000160799	3	ENSGALG00000005487	2
ENSG00000160801	3	ENSGALG00000005476	2
ENSG00000160803	1	ENSGALG00000042214	25
ENSG00000160808	3	ENSGALG00000005448	2
ENSG00000160838	1	ENSGALG00000027351	25
ENSG00000160867	5	ENSGALG00000028543	13
ENSG00000160917	7	ENSGALG00000004714	14
ENSG00000160959	8	ENSGALG00000043685	AADN04004326.1
ENSG00000160963	7	ENSGALG00000043223	19
ENSG00000160991	7	ENSGALG00000001837	19
ENSG00000160993	7	ENSGALG00000001844	19
ENSG00000160999	7	ENSGALG00000001828	19
ENSG00000161010	5	ENSGALG00000035476	13
ENSG00000161011	5	ENSGALG00000035804	13
ENSG00000161013	5	ENSGALG00000005924	13
ENSG00000161016	8	ENSGALG00000016232	1
ENSG00000161021	5	ENSGALG00000005929	13
ENSG00000161031	19	ENSGALG00000029971	KQ759549.1
ENSG00000161036	7	ENSGALG00000001852	19
ENSG00000161040	7	ENSGALG00000045817	1
ENSG00000161048	7	ENSGALG00000008285	1
ENSG00000161057	7	ENSGALG00000008236	1
ENSG00000161082	19	ENSGALG00000026716	28
ENSG00000161091	19	ENSGALG00000000795	28
ENSG00000161179	22	ENSGALG00000029198	15
ENSG00000161202	3	ENSGALG00000008414	9
ENSG00000161203	3	ENSGALG00000008432	9
ENSG00000161204	3	ENSGALG00000008480	9
ENSG00000161217	3	ENSGALG00000007474	9
ENSG00000161267	3	ENSGALG00000006947	9
ENSG00000161328	11	ENSGALG00000041955	5
ENSG00000161381	17	ENSGALG00000023881	27
ENSG00000161395	17	ENSGALG00000022030	27
ENSG00000161405	17	ENSGALG00000013481	27
ENSG00000161509	17	ENSGALG00000027415	18
ENSG00000161513	17	ENSGALG00000035816	18
ENSG00000161526	17	ENSGALG00000002415	18
ENSG00000161533	17	ENSGALG00000002159	18
ENSG00000161542	17	ENSGALG00000021539	18
ENSG00000161544	17	ENSGALG00000001892	18
ENSG00000161594	17	ENSGALG00000003624	27
ENSG00000161610	17	ENSGALG00000011485	27
ENSG00000161638	12	ENSGALG00000042807	AADN04004088.1
ENSG00000161647	17	ENSGALG00000042521	27
ENSG00000161654	17	ENSGALG00000039803	KQ759560.1
ENSG00000161664	17	ENSGALG00000036446	AADN04001028.1
