Human	Opossum	ChrOpossum	ChrHuman
ENSG00000141562	ENSMODG00000007135	2	17
ENSG00000189253	ENSMODG00000000856	6	11
ENSG00000189253	ENSMODG00000011617	4	11
ENSG00000189253	ENSMODG00000011608	4	11
ENSG00000189253	ENSMODG00000014968	8	11
ENSG00000080603	ENSMODG00000016166	Un	16
ENSG00000100448	ENSMODG00000001902	1	14
ENSG00000149972	ENSMODG00000000441	4	11
ENSG00000104826	ENSMODG00000013768	4	19
ENSG00000169252	ENSMODG00000005650	1	5
ENSG00000089289	ENSMODG00000004701	X	X
ENSG00000272442	ENSMODG00000018928	2	6
ENSG00000036672	ENSMODG00000013213	4	11
ENSG00000130045	ENSMODG00000013386	6	9
ENSG00000170423	ENSMODG00000022788	Un	12
ENSG00000130956	ENSMODG00000000514	6	9
ENSG00000142623	ENSMODG00000023829	4	1
ENSG00000175274	ENSMODG00000019873	5	11
ENSG00000102010	ENSMODG00000017228	7	X
ENSG00000181195	ENSMODG00000008973	3	8
ENSG00000166664	ENSMODG00000008920	1	15
ENSG00000009307	ENSMODG00000004685	2	1
ENSG00000078237	ENSMODG00000018303	8	12
ENSG00000180535	ENSMODG00000025044	6	7
ENSG00000172324	ENSMODG00000020189	5	11
ENSG00000125207	ENSMODG00000015619	3	12
ENSG00000166321	ENSMODG00000000142	1	10
ENSG00000177984	ENSMODG00000017369	1	9
ENSG00000216490	ENSMODG00000003136	3	19
ENSG00000115368	ENSMODG00000011392	4	2
ENSG00000196781	ENSMODG00000009352	6	9
ENSG00000277322	ENSMODG00000005915	1	15
ENSG00000144891	ENSMODG00000024750	7	3
ENSG00000172543	ENSMODG00000009132	8	11
ENSG00000147160	ENSMODG00000004686	X	X
ENSG00000105647	ENSMODG00000001734	Un	19
ENSG00000162878	ENSMODG00000000320	1	2
ENSG00000273079	ENSMODG00000018204	8	12
ENSG00000156050	ENSMODG00000006602	1	14
ENSG00000169583	ENSMODG00000017298	1	9
ENSG00000178982	ENSMODG00000013314	4	19
ENSG00000184350	ENSMODG00000007185	5	11
ENSG00000111237	ENSMODG00000011577	3	12
ENSG00000125991	ENSMODG00000001767	1	20
ENSG00000143919	ENSMODG00000000747	1	2
ENSG00000073578	ENSMODG00000000624	3	5
ENSG00000196547	ENSMODG00000019461	1	15
ENSG00000142619	ENSMODG00000002731	4	1
ENSG00000099940	ENSMODG00000017641	3	22
ENSG00000114982	ENSMODG00000015996	1	2
ENSG00000140718	ENSMODG00000009684	1	16
ENSG00000148450	ENSMODG00000008948	8	10
ENSG00000116871	ENSMODG00000017844	4	1
ENSG00000057294	ENSMODG00000012782	8	12
ENSG00000128313	ENSMODG00000001125	8	22
ENSG00000128313	ENSMODG00000024931	8	22
ENSG00000138653	ENSMODG00000005217	5	4
ENSG00000147036	ENSMODG00000021112	4	X
ENSG00000277880	ENSMODG00000025462	8	7
ENSG00000277880	ENSMODG00000025464	8	7
ENSG00000277880	ENSMODG00000025465	8	7
ENSG00000277880	ENSMODG00000025463	8	7
ENSG00000187051	ENSMODG00000009374	8	22
ENSG00000136295	ENSMODG00000000145	6	7
ENSG00000211749	ENSMODG00000029758	8	7
ENSG00000211749	ENSMODG00000000685	8	7
ENSG00000143774	ENSMODG00000013790	6	1
ENSG00000143774	ENSMODG00000023723	2	1
ENSG00000166979	ENSMODG00000021075	4	21
ENSG00000118245	ENSMODG00000024866	7	2
ENSG00000102178	ENSMODG00000008997	X	X
ENSG00000139197	ENSMODG00000018187	8	12
ENSG00000186340	ENSMODG00000005780	2	6
ENSG00000182584	ENSMODG00000002988	1	20
ENSG00000005882	ENSMODG00000012026	2	17
ENSG00000184922	ENSMODG00000011181	2	17
ENSG00000067191	ENSMODG00000012687	2	17
ENSG00000102962	ENSMODG00000013515	1	16
ENSG00000130589	ENSMODG00000016966	1	20
ENSG00000130589	ENSMODG00000016327	1	20
ENSG00000167005	ENSMODG00000013371	1	16
ENSG00000087995	ENSMODG00000010257	2	17
ENSG00000138660	ENSMODG00000023568	2	4
ENSG00000138660	ENSMODG00000005746	5	4
ENSG00000004866	ENSMODG00000015806	8	7
ENSG00000127418	ENSMODG00000004433	5	4
ENSG00000140522	ENSMODG00000019571	1	15
ENSG00000184014	ENSMODG00000007790	5	11
ENSG00000168569	ENSMODG00000008008	5	11
ENSG00000090534	ENSMODG00000002581	2	3
ENSG00000107625	ENSMODG00000010741	Un	10
ENSG00000152049	ENSMODG00000021196	7	2
ENSG00000173156	ENSMODG00000007777	8	11
ENSG00000136560	ENSMODG00000005310	4	2
ENSG00000144579	ENSMODG00000015431	7	2
ENSG00000143862	ENSMODG00000000562	2	1
ENSG00000166024	ENSMODG00000003748	1	10
ENSG00000150712	ENSMODG00000020416	3	5
ENSG00000164604	ENSMODG00000024555	8	7
ENSG00000163530	ENSMODG00000018083	4	3
ENSG00000151233	ENSMODG00000008913	8	12
ENSG00000156030	ENSMODG00000006656	1	14
ENSG00000108823	ENSMODG00000011969	2	17
ENSG00000177990	ENSMODG00000000079	6	12
ENSG00000174937	ENSMODG00000024313	5	11
ENSG00000184634	ENSMODG00000005121	X	X
ENSG00000106344	ENSMODG00000015151	8	7
ENSG00000198053	ENSMODG00000025787	1	20
ENSG00000198053	ENSMODG00000019562	1	20
ENSG00000198053	ENSMODG00000014000	1	20
ENSG00000198053	ENSMODG00000025749	1	20
ENSG00000131183	ENSMODG00000004483	1	5
ENSG00000150394	ENSMODG00000007312	1	16
ENSG00000140254	ENSMODG00000017670	1	15
ENSG00000006530	ENSMODG00000013616	8	7
ENSG00000101850	ENSMODG00000017452	7	X
ENSG00000108984	ENSMODG00000006330	2	17
ENSG00000106351	ENSMODG00000004515	2	7
ENSG00000126953	ENSMODG00000024964	7	X
ENSG00000065361	ENSMODG00000001980	Un	12
ENSG00000112983	ENSMODG00000012223	1	5
ENSG00000122728	ENSMODG00000004570	X	9
ENSG00000005238	ENSMODG00000007719	6	9
ENSG00000166884	ENSMODG00000020191	5	11
ENSG00000163359	ENSMODG00000007458	2	2
ENSG00000130881	ENSMODG00000012209	1	19
ENSG00000095380	ENSMODG00000003270	6	9
ENSG00000153207	ENSMODG00000006310	2	1
ENSG00000140995	ENSMODG00000003349	1	16
ENSG00000163599	ENSMODG00000016230	7	2
ENSG00000060558	ENSMODG00000019144	3	19
ENSG00000267022	ENSMODG00000024125	5	19
ENSG00000267022	ENSMODG00000022671	Un	19
ENSG00000267022	ENSMODG00000023647	3	19
ENSG00000267022	ENSMODG00000023031	1	19
ENSG00000168959	ENSMODG00000002773	4	11
ENSG00000198797	ENSMODG00000005732	2	1
ENSG00000061794	ENSMODG00000014424	8	12
ENSG00000170214	ENSMODG00000008023	1	5
ENSG00000077549	ENSMODG00000015888	4	1
ENSG00000187094	ENSMODG00000011062	8	3
ENSG00000151729	ENSMODG00000004639	5	4
ENSG00000115252	ENSMODG00000010443	4	2
ENSG00000172493	ENSMODG00000020745	5	4
ENSG00000148672	ENSMODG00000002756	1	10
ENSG00000148672	ENSMODG00000024606	2	10
ENSG00000204394	ENSMODG00000015204	2	6
ENSG00000204394	ENSMODG00000001325	5	6
ENSG00000109118	ENSMODG00000019313	2	17
ENSG00000183571	ENSMODG00000012771	1	15
ENSG00000084072	ENSMODG00000017659	4	1
ENSG00000100284	ENSMODG00000025453	8	22
ENSG00000213085	ENSMODG00000010039	2	1
ENSG00000109111	ENSMODG00000019291	2	17
ENSG00000178605	ENSMODG00000000326	7	X
ENSG00000115665	ENSMODG00000002650	7	2
ENSG00000185963	ENSMODG00000012581	6	9
ENSG00000171566	ENSMODG00000001215	5	4
ENSG00000140299	ENSMODG00000011629	1	15
ENSG00000104133	ENSMODG00000017693	1	15
ENSG00000166596	ENSMODG00000008363	2	17
ENSG00000110107	ENSMODG00000020338	5	11
ENSG00000109072	ENSMODG00000019244	2	17
ENSG00000140398	ENSMODG00000009002	1	15
ENSG00000132205	ENSMODG00000021467	3	18
ENSG00000144895	ENSMODG00000028858	7	3
ENSG00000137575	ENSMODG00000008819	3	8
ENSG00000173432	ENSMODG00000007572	5	11
ENSG00000173432	ENSMODG00000007579	5	11
ENSG00000134255	ENSMODG00000001520	2	1
ENSG00000139180	ENSMODG00000016206	1	12
ENSG00000139180	ENSMODG00000018283	8	12
ENSG00000152208	ENSMODG00000019273	5	4
ENSG00000182902	ENSMODG00000018449	8	22
ENSG00000007545	ENSMODG00000016154	6	16
ENSG00000152954	ENSMODG00000011435	3	6
ENSG00000102024	ENSMODG00000004940	X	X
ENSG00000182040	ENSMODG00000007035	2	17
ENSG00000170615	ENSMODG00000017245	8	7
ENSG00000163462	ENSMODG00000017100	2	1
ENSG00000148572	ENSMODG00000017183	1	10
ENSG00000144233	ENSMODG00000018651	4	2
ENSG00000185046	ENSMODG00000025010	8	12
ENSG00000185046	ENSMODG00000007596	8	12
ENSG00000143398	ENSMODG00000018854	2	1
ENSG00000138363	ENSMODG00000015612	7	2
ENSG00000213281	ENSMODG00000004590	2	1
ENSG00000140545	ENSMODG00000019575	1	15
ENSG00000133316	ENSMODG00000008120	5	11
ENSG00000101955	ENSMODG00000021107	4	X
ENSG00000169758	ENSMODG00000011936	1	15
ENSG00000182263	ENSMODG00000005749	4	2
ENSG00000255767	ENSMODG00000014491	1	2
ENSG00000255767	ENSMODG00000028814	4	2
ENSG00000152223	ENSMODG00000025166	3	18
ENSG00000115226	ENSMODG00000015610	1	2
ENSG00000260836	ENSMODG00000002000	1	15
ENSG00000180481	ENSMODG00000025130	8	12
ENSG00000185155	ENSMODG00000005994	2	1
ENSG00000197296	ENSMODG00000016220	1	20
ENSG00000115257	ENSMODG00000005062	3	19
ENSG00000189056	ENSMODG00000017259	8	7
ENSG00000149591	ENSMODG00000013744	4	11
ENSG00000163590	ENSMODG00000016297	7	3
ENSG00000070193	ENSMODG00000020271	3	5
ENSG00000164506	ENSMODG00000016862	2	6
ENSG00000063438	ENSMODG00000000638	3	5
ENSG00000175634	ENSMODG00000007615	8	11
ENSG00000102312	ENSMODG00000010236	X	X
ENSG00000127530	ENSMODG00000014469	3	19
ENSG00000127530	ENSMODG00000023840	3	19
ENSG00000127530	ENSMODG00000023843	3	19
ENSG00000127530	ENSMODG00000023783	3	19
ENSG00000127530	ENSMODG00000007234	3	19
ENSG00000127530	ENSMODG00000023780	3	19
ENSG00000127530	ENSMODG00000007347	3	19
ENSG00000127530	ENSMODG00000007250	3	19
ENSG00000127530	ENSMODG00000007238	3	19
ENSG00000127530	ENSMODG00000023839	3	19
ENSG00000127530	ENSMODG00000023837	3	19
ENSG00000127530	ENSMODG00000023779	3	19
ENSG00000127530	ENSMODG00000023785	3	19
ENSG00000127530	ENSMODG00000023782	3	19
ENSG00000127530	ENSMODG00000025635	3	19
ENSG00000127530	ENSMODG00000023781	3	19
ENSG00000127530	ENSMODG00000023844	3	19
ENSG00000103035	ENSMODG00000002631	1	16
ENSG00000104332	ENSMODG00000010484	1	8
ENSG00000132382	ENSMODG00000011112	Un	17
ENSG00000145423	ENSMODG00000001183	5	4
ENSG00000001460	ENSMODG00000013076	4	1
ENSG00000118620	ENSMODG00000019812	1	19
ENSG00000118620	ENSMODG00000022757	Un	19
ENSG00000118620	ENSMODG00000023375	4	19
ENSG00000118620	ENSMODG00000023480	4	19
ENSG00000118620	ENSMODG00000013304	1	19
ENSG00000118620	ENSMODG00000023371	4	19
ENSG00000118620	ENSMODG00000014208	4	19
ENSG00000118620	ENSMODG00000016504	Un	19
ENSG00000272897	ENSMODG00000001585	1	20
ENSG00000136144	ENSMODG00000010861	4	13
ENSG00000119729	ENSMODG00000000965	1	2
ENSG00000109189	ENSMODG00000020647	5	4
ENSG00000009709	ENSMODG00000025571	4	1
ENSG00000184990	ENSMODG00000013672	1	14
ENSG00000189362	ENSMODG00000011595	4	2
ENSG00000172673	ENSMODG00000017668	2	6
ENSG00000088386	ENSMODG00000008358	7	13
ENSG00000162714	ENSMODG00000008791	2	1
ENSG00000255582	ENSMODG00000006042	1	14
ENSG00000255582	ENSMODG00000024464	1	14
ENSG00000211640	ENSMODG00000012871	3	22
ENSG00000211640	ENSMODG00000012869	3	22
ENSG00000211640	ENSMODG00000012866	3	22
ENSG00000211640	ENSMODG00000012861	3	22
ENSG00000211640	ENSMODG00000012857	3	22
ENSG00000211640	ENSMODG00000012867	3	22
ENSG00000167468	ENSMODG00000005486	3	19
ENSG00000182979	ENSMODG00000014663	1	14
ENSG00000274933	ENSMODG00000016585	Un	17
ENSG00000180530	ENSMODG00000020951	4	21
ENSG00000185372	ENSMODG00000003887	2	5
ENSG00000185372	ENSMODG00000023673	2	5
ENSG00000161265	ENSMODG00000014003	4	19
ENSG00000073150	ENSMODG00000005488	8	22
ENSG00000112195	ENSMODG00000029432	2	6
ENSG00000075131	ENSMODG00000009724	1	15
ENSG00000187772	ENSMODG00000018035	2	6
ENSG00000258724	ENSMODG00000008896	1	8
ENSG00000272215	ENSMODG00000027214	5	12
ENSG00000252933	ENSMODG00000027295	1	19
ENSG00000120837	ENSMODG00000002162	8	12
ENSG00000132518	ENSMODG00000007621	2	17
ENSG00000198478	ENSMODG00000028847	2	6
ENSG00000157014	ENSMODG00000005496	6	3
ENSG00000180354	ENSMODG00000015290	8	7
ENSG00000169715	ENSMODG00000025754	1	16
ENSG00000183723	ENSMODG00000006885	1	16
ENSG00000177427	ENSMODG00000013695	6	17
ENSG00000207112	ENSMODG00000021749	4	11
ENSG00000207274	ENSMODG00000026489	X	2
ENSG00000144455	ENSMODG00000004442	6	3
ENSG00000207221	ENSMODG00000026489	X	11
ENSG00000200601	ENSMODG00000026855	2	1
ENSG00000142273	ENSMODG00000027898	4	19
ENSG00000070404	ENSMODG00000006435	3	19
ENSG00000151743	ENSMODG00000012690	8	12
ENSG00000188234	ENSMODG00000002915	2	10
ENSG00000171759	ENSMODG00000002380	8	12
ENSG00000173728	ENSMODG00000006566	2	1
ENSG00000238380	ENSMODG00000027214	5	10
ENSG00000249459	ENSMODG00000008540	2	17
ENSG00000252501	ENSMODG00000022095	5	1
ENSG00000125743	ENSMODG00000021539	4	19
ENSG00000222607	ENSMODG00000026901	Un	8
ENSG00000222607	ENSMODG00000021761	1	8
ENSG00000222607	ENSMODG00000026151	1	8
ENSG00000170632	ENSMODG00000017216	8	7
ENSG00000100422	ENSMODG00000015746	8	22
ENSG00000221093	ENSMODG00000026369	5	8
ENSG00000116678	ENSMODG00000001161	2	1
ENSG00000201510	ENSMODG00000027158	8	15
ENSG00000130950	ENSMODG00000001746	1	9
ENSG00000252128	ENSMODG00000026895	5	13
ENSG00000212305	ENSMODG00000026749	3	5
ENSG00000206602	ENSMODG00000023022	3	18
ENSG00000185448	ENSMODG00000019294	5	X
ENSG00000211689	ENSMODG00000012605	6	7
ENSG00000095383	ENSMODG00000012530	6	9
ENSG00000252777	ENSMODG00000027147	4	1
ENSG00000163283	ENSMODG00000002592	2	2
ENSG00000141750	ENSMODG00000012704	2	17
ENSG00000164116	ENSMODG00000001603	5	4
ENSG00000148335	ENSMODG00000006752	1	9
ENSG00000206650	ENSMODG00000026489	X	12
ENSG00000252415	ENSMODG00000026953	1	12
ENSG00000078747	ENSMODG00000002732	1	20
ENSG00000104951	ENSMODG00000013380	4	19
ENSG00000212342	ENSMODG00000026119	1	8
ENSG00000101146	ENSMODG00000016454	1	20
ENSG00000167515	ENSMODG00000003889	1	16
ENSG00000106633	ENSMODG00000016167	1	7
ENSG00000240764	ENSMODG00000010717	1	5
ENSG00000184194	ENSMODG00000009772	X	X
ENSG00000102098	ENSMODG00000017144	7	X
ENSG00000276642	ENSMODG00000026710	8	1
ENSG00000279263	ENSMODG00000021137	4	1
ENSG00000186448	ENSMODG00000011130	3	3
ENSG00000099377	ENSMODG00000001738	6	16
ENSG00000252437	ENSMODG00000027227	5	18
ENSG00000011405	ENSMODG00000007062	5	11
ENSG00000165863	ENSMODG00000009505	1	10
ENSG00000201583	ENSMODG00000022094	2	9
ENSG00000252213	ENSMODG00000027052	1	5
ENSG00000076826	ENSMODG00000015034	3	19
ENSG00000139364	ENSMODG00000015657	3	12
ENSG00000252561	ENSMODG00000021630	7	16
ENSG00000101255	ENSMODG00000019509	1	20
ENSG00000202503	ENSMODG00000027247	4	19
ENSG00000253084	ENSMODG00000026865	2	17
ENSG00000101447	ENSMODG00000000456	1	20
ENSG00000134115	ENSMODG00000004198	6	3
ENSG00000143207	ENSMODG00000005579	2	1
ENSG00000111832	ENSMODG00000017837	2	6
ENSG00000252427	ENSMODG00000026150	5	11
ENSG00000201806	ENSMODG00000021648	4	2
ENSG00000251997	ENSMODG00000026595	6	18
ENSG00000251997	ENSMODG00000026841	4	18
ENSG00000252353	ENSMODG00000027005	Un	18
ENSG00000172238	ENSMODG00000019270	5	4
ENSG00000200897	ENSMODG00000021788	2	12
ENSG00000167460	ENSMODG00000014882	3	19
ENSG00000253731	ENSMODG00000023761	1	5
ENSG00000253731	ENSMODG00000023764	1	5
ENSG00000253731	ENSMODG00000010729	1	5
ENSG00000258597	ENSMODG00000012391	1	14
ENSG00000207099	ENSMODG00000022049	2	12
ENSG00000252624	ENSMODG00000027251	6	16
ENSG00000252624	ENSMODG00000026622	5	16
ENSG00000252624	ENSMODG00000027009	8	16
ENSG00000100314	ENSMODG00000023323	3	22
ENSG00000148110	ENSMODG00000000820	6	9
ENSG00000169347	ENSMODG00000006696	6	16
ENSG00000251804	ENSMODG00000026699	4	3
ENSG00000251804	ENSMODG00000026860	5	3
ENSG00000251804	ENSMODG00000026849	2	3
ENSG00000251804	ENSMODG00000026827	2	3
ENSG00000251804	ENSMODG00000027246	1	3
ENSG00000212304	ENSMODG00000026764	1	20
ENSG00000212304	ENSMODG00000026102	1	20
ENSG00000181666	ENSMODG00000022833	Un	19
ENSG00000140691	ENSMODG00000001517	6	16
ENSG00000207135	ENSMODG00000022219	3	10
ENSG00000207135	ENSMODG00000021869	4	10
ENSG00000207135	ENSMODG00000022051	4	10
ENSG00000207135	ENSMODG00000026999	6	10
ENSG00000207135	ENSMODG00000027114	5	10
ENSG00000207135	ENSMODG00000021811	X	10
ENSG00000207135	ENSMODG00000022483	3	10
ENSG00000207135	ENSMODG00000026958	7	10
ENSG00000052795	ENSMODG00000002053	5	4
ENSG00000107447	ENSMODG00000004658	1	10
ENSG00000200637	ENSMODG00000026991	2	18
ENSG00000035720	ENSMODG00000020737	5	4
ENSG00000212440	ENSMODG00000026051	2	12
ENSG00000135040	ENSMODG00000008181	6	9
ENSG00000212378	ENSMODG00000026082	2	2
ENSG00000201050	ENSMODG00000027044	3	4
ENSG00000201050	ENSMODG00000021682	4	4
ENSG00000201050	ENSMODG00000026623	4	4
ENSG00000221882	ENSMODG00000010111	X	17
ENSG00000116663	ENSMODG00000011023	4	1
ENSG00000144028	ENSMODG00000008475	1	2
ENSG00000239002	ENSMODG00000026821	8	12
ENSG00000117013	ENSMODG00000017582	4	1
ENSG00000128607	ENSMODG00000014616	8	7
ENSG00000200516	ENSMODG00000026595	6	12
ENSG00000200516	ENSMODG00000026841	4	12
ENSG00000170684	ENSMODG00000020853	4	19
ENSG00000172830	ENSMODG00000027373	8	11
ENSG00000144214	ENSMODG00000001347	7	2
ENSG00000213316	ENSMODG00000003733	1	5
ENSG00000168246	ENSMODG00000006341	1	5
ENSG00000134627	ENSMODG00000000217	4	11
ENSG00000181192	ENSMODG00000016802	8	10
ENSG00000172878	ENSMODG00000008888	4	2
ENSG00000196415	ENSMODG00000008681	Un	19
ENSG00000116661	ENSMODG00000011053	4	1
ENSG00000221983	ENSMODG00000003499	3	19
ENSG00000169567	ENSMODG00000028727	3	5
ENSG00000169567	ENSMODG00000024687	8	5
ENSG00000169567	ENSMODG00000023571	1	5
ENSG00000178403	ENSMODG00000005712	5	4
ENSG00000178445	ENSMODG00000015225	6	9
ENSG00000252765	ENSMODG00000026957	2	1
ENSG00000148814	ENSMODG00000028100	Un	10
ENSG00000121775	ENSMODG00000017545	4	1
ENSG00000252693	ENSMODG00000026092	4	X
ENSG00000207022	ENSMODG00000026637	2	1
ENSG00000207104	ENSMODG00000027161	2	X
ENSG00000117148	ENSMODG00000002566	4	1
ENSG00000117148	ENSMODG00000002558	4	1
ENSG00000201830	ENSMODG00000026620	2	9
ENSG00000201830	ENSMODG00000026693	2	9
ENSG00000222844	ENSMODG00000022987	X	11
ENSG00000168418	ENSMODG00000004854	1	16
ENSG00000274752	ENSMODG00000025462	8	7
ENSG00000274752	ENSMODG00000025464	8	7
ENSG00000274752	ENSMODG00000025465	8	7
ENSG00000274752	ENSMODG00000025463	8	7
ENSG00000252173	ENSMODG00000026777	6	Y
ENSG00000252173	ENSMODG00000022097	2	Y
ENSG00000202069	ENSMODG00000021648	4	6
ENSG00000238923	ENSMODG00000027005	Un	12
ENSG00000276953	ENSMODG00000025462	8	7
ENSG00000276953	ENSMODG00000025464	8	7
ENSG00000276953	ENSMODG00000025465	8	7
ENSG00000276953	ENSMODG00000025463	8	7
ENSG00000251768	ENSMODG00000026922	4	6
ENSG00000251768	ENSMODG00000027198	4	6
ENSG00000252307	ENSMODG00000026143	3	4
ENSG00000145365	ENSMODG00000025121	3	4
ENSG00000145365	ENSMODG00000025111	5	4
ENSG00000212391	ENSMODG00000025997	2	2
ENSG00000199363	ENSMODG00000021706	7	3
ENSG00000103381	ENSMODG00000004769	6	16
ENSG00000154723	ENSMODG00000021011	4	21
ENSG00000135736	ENSMODG00000013551	1	16
ENSG00000132356	ENSMODG00000020303	3	5
ENSG00000183035	ENSMODG00000014280	X	X
ENSG00000283551	ENSMODG00000026311	1	10
ENSG00000137142	ENSMODG00000003028	6	9
ENSG00000001631	ENSMODG00000010670	8	7
ENSG00000177463	ENSMODG00000007047	6	3
ENSG00000136270	ENSMODG00000010568	6	7
ENSG00000243772	ENSMODG00000028197	Un	19
ENSG00000213199	ENSMODG00000004046	8	7
ENSG00000201016	ENSMODG00000021758	6	5
ENSG00000201016	ENSMODG00000021659	8	5
ENSG00000201016	ENSMODG00000021922	6	5
ENSG00000251742	ENSMODG00000027033	5	4
ENSG00000251742	ENSMODG00000027167	3	4
ENSG00000213782	ENSMODG00000018223	8	12
ENSG00000124151	ENSMODG00000016243	1	20
ENSG00000114541	ENSMODG00000003688	6	3
ENSG00000073111	ENSMODG00000007891	6	3
ENSG00000206937	ENSMODG00000026489	X	2
ENSG00000166913	ENSMODG00000016200	1	20
ENSG00000198960	ENSMODG00000017216	8	X
ENSG00000127511	ENSMODG00000014992	3	19
ENSG00000169891	ENSMODG00000017149	7	X
ENSG00000196944	ENSMODG00000023567	2	1
ENSG00000133943	ENSMODG00000002587	1	14
ENSG00000242715	ENSMODG00000009974	4	13
ENSG00000178586	ENSMODG00000023026	1	2
ENSG00000221719	ENSMODG00000026369	5	16
ENSG00000205302	ENSMODG00000013436	6	5
ENSG00000252943	ENSMODG00000026144	7	9
ENSG00000161618	ENSMODG00000013676	4	19
ENSG00000183780	ENSMODG00000008526	2	1
ENSG00000065054	ENSMODG00000016054	6	16
ENSG00000146090	ENSMODG00000004052	1	5
ENSG00000170345	ENSMODG00000005927	1	14
ENSG00000080031	ENSMODG00000016383	Un	19
ENSG00000182180	ENSMODG00000000168	1	10
ENSG00000200818	ENSMODG00000022217	4	14
ENSG00000200818	ENSMODG00000021935	1	14
ENSG00000168995	ENSMODG00000020820	4	19
ENSG00000168995	ENSMODG00000023803	4	19
ENSG00000168995	ENSMODG00000020818	4	19
ENSG00000222312	ENSMODG00000027283	4	5
ENSG00000222312	ENSMODG00000026546	7	5
ENSG00000212447	ENSMODG00000026118	1	9
ENSG00000207164	ENSMODG00000026620	2	14
ENSG00000207164	ENSMODG00000026693	2	14
ENSG00000274998	ENSMODG00000021750	1	9
ENSG00000274998	ENSMODG00000026031	1	9
ENSG00000197763	ENSMODG00000007668	6	3
ENSG00000222767	ENSMODG00000026552	5	16
ENSG00000105088	ENSMODG00000004753	3	19
ENSG00000252998	ENSMODG00000026795	4	10
ENSG00000252998	ENSMODG00000022284	3	10
ENSG00000002822	ENSMODG00000017321	3	7
ENSG00000002822	ENSMODG00000024991	6	7
ENSG00000273744	ENSMODG00000026536	8	6
ENSG00000201516	ENSMODG00000026637	2	4
ENSG00000188529	ENSMODG00000013020	4	1
ENSG00000147471	ENSMODG00000010863	1	8
ENSG00000114302	ENSMODG00000013392	6	3
ENSG00000207414	ENSMODG00000021596	1	12
ENSG00000207414	ENSMODG00000026787	4	12
ENSG00000207414	ENSMODG00000026930	X	12
ENSG00000207414	ENSMODG00000026880	5	12
ENSG00000207414	ENSMODG00000025991	8	12
ENSG00000207414	ENSMODG00000026966	3	12
ENSG00000207414	ENSMODG00000021926	3	12
ENSG00000207414	ENSMODG00000022308	3	12
ENSG00000201317	ENSMODG00000026656	3	1
ENSG00000169129	ENSMODG00000009761	1	10
ENSG00000211778	ENSMODG00000005680	1	14
ENSG00000278815	ENSMODG00000026501	1	5
ENSG00000278815	ENSMODG00000026867	4	5
ENSG00000278815	ENSMODG00000027017	3	5
ENSG00000278815	ENSMODG00000026673	1	5
ENSG00000278815	ENSMODG00000026664	1	5
ENSG00000278815	ENSMODG00000026798	1	5
ENSG00000278815	ENSMODG00000026739	7	5
ENSG00000278815	ENSMODG00000026580	1	5
ENSG00000278815	ENSMODG00000026576	1	5
ENSG00000278815	ENSMODG00000026697	1	5
ENSG00000278815	ENSMODG00000026517	1	5
ENSG00000278815	ENSMODG00000026488	1	5
ENSG00000278815	ENSMODG00000021883	1	5
ENSG00000278815	ENSMODG00000026610	1	5
ENSG00000105204	ENSMODG00000013694	4	19
ENSG00000251851	ENSMODG00000021596	1	21
ENSG00000251851	ENSMODG00000026787	4	21
ENSG00000251851	ENSMODG00000026930	X	21
ENSG00000251851	ENSMODG00000026880	5	21
ENSG00000251851	ENSMODG00000025991	8	21
ENSG00000251851	ENSMODG00000026966	3	21
ENSG00000251851	ENSMODG00000021926	3	21
ENSG00000251851	ENSMODG00000022308	3	21
ENSG00000199474	ENSMODG00000025969	4	16
ENSG00000171777	ENSMODG00000013190	4	19
ENSG00000162614	ENSMODG00000020802	Un	1
ENSG00000206612	ENSMODG00000021815	8	12
ENSG00000212525	ENSMODG00000026716	5	6
ENSG00000212525	ENSMODG00000022296	4	6
ENSG00000212525	ENSMODG00000022263	5	6
ENSG00000212525	ENSMODG00000021618	8	6
ENSG00000212525	ENSMODG00000026533	7	6
ENSG00000212525	ENSMODG00000021624	3	6
ENSG00000107521	ENSMODG00000003664	1	10
ENSG00000183230	ENSMODG00000028365	1	10
ENSG00000183230	ENSMODG00000017233	1	10
ENSG00000183230	ENSMODG00000025145	1	10
