Mouse	ChrMouse	Platypus	ChrPlatypus
ENSMUSG00000032125	9	ENSOANG00000001514	Contig10062
ENSMUSG00000032126	9	ENSOANG00000001947	Contig92886
ENSMUSG00000032127	9	ENSOANG00000000683	Contig8637
ENSMUSG00000032128	9	ENSOANG00000002986	Ultra99
ENSMUSG00000032131	9	ENSOANG00000002702	Contig20020
ENSMUSG00000032179	9	ENSOANG00000020513	Contig20316
ENSMUSG00000032180	9	ENSOANG00000013369	Contig1783
ENSMUSG00000032181	9	ENSOANG00000032263	Contig34772
ENSMUSG00000032182	9	ENSOANG00000013913	Contig55600
ENSMUSG00000032185	9	ENSOANG00000029506	Contig20381
ENSMUSG00000032193	9	ENSOANG00000002973	Ultra419
ENSMUSG00000032194	9	ENSOANG00000002818	Contig2436
ENSMUSG00000032198	9	ENSOANG00000002971	Ultra419
ENSMUSG00000032202	9	ENSOANG00000001183	Ultra366
ENSMUSG00000032204	9	ENSOANG00000013908	Contig66653
ENSMUSG00000032207	9	ENSOANG00000020008	Contig34712
ENSMUSG00000032212	9	ENSOANG00000012311	Contig1085
ENSMUSG00000032215	9	ENSOANG00000028838	Ultra366
ENSMUSG00000032216	9	ENSOANG00000008529	Ultra366
ENSMUSG00000032218	9	ENSOANG00000012313	Contig1085
ENSMUSG00000032220	9	ENSOANG00000031113	Contig58426
ENSMUSG00000032221	9	ENSOANG00000009459	Ultra366
ENSMUSG00000032224	9	ENSOANG00000009485	Contig2096
ENSMUSG00000032226	9	ENSOANG00000006004	Contig8110
ENSMUSG00000032228	9	ENSOANG00000009462	Ultra366
ENSMUSG00000032231	9	ENSOANG00000012341	5
ENSMUSG00000032232	9	ENSOANG00000009464	Ultra366
ENSMUSG00000032235	9	ENSOANG00000012343	5
ENSMUSG00000032238	9	ENSOANG00000012345	5
ENSMUSG00000032239	9	ENSOANG00000011426	Contig4648
ENSMUSG00000032243	9	ENSOANG00000013543	Contig102
ENSMUSG00000032244	9	ENSOANG00000013544	Contig102
ENSMUSG00000032245	9	ENSOANG00000029510	Contig62598
ENSMUSG00000032246	9	ENSOANG00000013546	Contig102
ENSMUSG00000032249	9	ENSOANG00000013539	Contig102
ENSMUSG00000032251	9	ENSOANG00000000946	Ultra483
ENSMUSG00000032252	9	ENSOANG00000013536	Contig102
ENSMUSG00000032254	9	ENSOANG00000013534	Contig102
ENSMUSG00000032258	9	ENSOANG00000005033	Contig16295
ENSMUSG00000032259	9	ENSOANG00000010970	Contig8462
ENSMUSG00000032261	9	ENSOANG00000001308	Ultra483
ENSMUSG00000032262	9	ENSOANG00000001290	Ultra483
ENSMUSG00000032263	9	ENSOANG00000001286	Ultra483
ENSMUSG00000032264	9	ENSOANG00000014313	Ultra588
ENSMUSG00000032265	9	ENSOANG00000001285	Ultra483
ENSMUSG00000032267	9	ENSOANG00000003096	Contig7310
ENSMUSG00000032269	9	ENSOANG00000015811	Contig12018
ENSMUSG00000032271	9	ENSOANG00000003929	Ultra26
ENSMUSG00000032274	9	ENSOANG00000010232	Contig15980
ENSMUSG00000032278	9	ENSOANG00000013535	Contig102
ENSMUSG00000032279	9	ENSOANG00000014728	Ultra209
ENSMUSG00000032280	9	ENSOANG00000021974	Contig33951
ENSMUSG00000032281	9	ENSOANG00000005966	Contig13806
ENSMUSG00000032285	9	ENSOANG00000013217	Ultra209
ENSMUSG00000032289	9	ENSOANG00000031541	Contig18374
ENSMUSG00000032290	9	ENSOANG00000002784	Contig3969
ENSMUSG00000032291	9	ENSOANG00000003856	Contig15910
ENSMUSG00000032292	9	ENSOANG00000003155	Contig710
ENSMUSG00000032294	9	ENSOANG00000015649	Contig7517
ENSMUSG00000032298	9	ENSOANG00000012218	Contig20146
ENSMUSG00000032299	9	ENSOANG00000012219	Contig20146
ENSMUSG00000032301	9	ENSOANG00000013220	Ultra209
ENSMUSG00000032303	9	ENSOANG00000013222	Ultra209
ENSMUSG00000032305	9	ENSOANG00000006530	Ultra494
ENSMUSG00000032306	9	ENSOANG00000006529	Ultra494
ENSMUSG00000032308	9	ENSOANG00000005370	Contig20983
ENSMUSG00000032309	9	ENSOANG00000007544	5
ENSMUSG00000032311	9	ENSOANG00000021627	Contig9402
ENSMUSG00000032312	9	ENSOANG00000019817	Contig13343
ENSMUSG00000032313	9	ENSOANG00000007545	5
ENSMUSG00000032316	9	ENSOANG00000007851	Contig21843
ENSMUSG00000032318	9	ENSOANG00000007547	5
ENSMUSG00000032320	9	ENSOANG00000002100	Contig2495
ENSMUSG00000032322	9	ENSOANG00000007549	5
ENSMUSG00000032323	9	ENSOANG00000007797	Contig16796
ENSMUSG00000032324	9	ENSOANG00000007550	5
ENSMUSG00000032327	9	ENSOANG00000010196	5
ENSMUSG00000032328	9	ENSOANG00000001296	Ultra483
ENSMUSG00000032329	9	ENSOANG00000009993	5
ENSMUSG00000032330	9	ENSOANG00000001295	Ultra483
ENSMUSG00000032332	9	ENSOANG00000001292	Ultra483
ENSMUSG00000032333	9	ENSOANG00000019810	Contig43939
ENSMUSG00000032334	9	ENSOANG00000022241	Ultra755
ENSMUSG00000032336	9	ENSOANG00000001012	Ultra321
ENSMUSG00000032340	9	ENSOANG00000001009	Ultra321
ENSMUSG00000032343	9	ENSOANG00000000945	Ultra483
ENSMUSG00000032344	9	ENSOANG00000013441	Contig24827
ENSMUSG00000032348	9	ENSOANG00000002340	1
ENSMUSG00000032349	9	ENSOANG00000011799	Contig2492
ENSMUSG00000032350	9	ENSOANG00000002861	Contig2358
ENSMUSG00000032352	9	ENSOANG00000022554	Ultra546
ENSMUSG00000032355	9	ENSOANG00000003591	Ultra546
ENSMUSG00000032356	9	ENSOANG00000002238	Contig26251
ENSMUSG00000032357	9	ENSOANG00000003592	Ultra546
ENSMUSG00000032358	9	ENSOANG00000013832	Ultra546
ENSMUSG00000032360	9	ENSOANG00000007484	Ultra546
ENSMUSG00000032366	9	ENSOANG00000011217	5
ENSMUSG00000032370	9	ENSOANG00000014411	Contig4569
ENSMUSG00000032373	9	ENSOANG00000011150	Contig362
ENSMUSG00000032374	9	ENSOANG00000012852	Contig9789
ENSMUSG00000032376	9	ENSOANG00000011148	Contig362
ENSMUSG00000032380	9	ENSOANG00000011145	Contig362
ENSMUSG00000032381	9	ENSOANG00000009232	Contig11172
ENSMUSG00000032382	9	ENSOANG00000020925	Contig3433
ENSMUSG00000032383	9	ENSOANG00000013354	Ultra122
ENSMUSG00000032386	9	ENSOANG00000013357	Ultra122
ENSMUSG00000032387	9	ENSOANG00000011802	Contig23551
ENSMUSG00000032388	9	ENSOANG00000001793	Contig14838
ENSMUSG00000032392	9	ENSOANG00000008180	Contig3815
ENSMUSG00000032393	9	ENSOANG00000008346	4
ENSMUSG00000032394	9	ENSOANG00000012253	Contig19165
ENSMUSG00000032396	9	ENSOANG00000009753	Ultra259
ENSMUSG00000032397	9	ENSOANG00000009752	Ultra259
ENSMUSG00000032399	9	ENSOANG00000014958	Contig21556
ENSMUSG00000032400	9	ENSOANG00000004555	Ultra259
ENSMUSG00000032402	9	ENSOANG00000013558	Contig102
ENSMUSG00000032405	9	ENSOANG00000013547	Contig102
ENSMUSG00000032407	9	ENSOANG00000003644	Ultra359
ENSMUSG00000032410	9	ENSOANG00000006735	Ultra414
ENSMUSG00000032411	9	ENSOANG00000000434	Ultra414
ENSMUSG00000032412	9	ENSOANG00000000433	Ultra414
ENSMUSG00000032413	9	ENSOANG00000002775	Ultra203
ENSMUSG00000032415	9	ENSOANG00000001282	Ultra483
ENSMUSG00000032418	9	ENSOANG00000001274	Ultra483
ENSMUSG00000032419	9	ENSOANG00000000556	Ultra483
ENSMUSG00000032420	9	ENSOANG00000000554	Ultra483
ENSMUSG00000032422	9	ENSOANG00000000552	Ultra483
ENSMUSG00000032423	9	ENSOANG00000010099	Ultra42
ENSMUSG00000032431	9	ENSOANG00000021210	Contig385
ENSMUSG00000032434	9	ENSOANG00000002275	Ultra51
ENSMUSG00000032435	9	ENSOANG00000010075	Ultra51
ENSMUSG00000032436	9	ENSOANG00000020078	Ultra51
ENSMUSG00000032437	9	ENSOANG00000002278	Ultra51
ENSMUSG00000032440	9	ENSOANG00000010530	Ultra51
ENSMUSG00000032446	9	ENSOANG00000012619	Contig10449
ENSMUSG00000032449	9	ENSOANG00000001137	1
ENSMUSG00000032452	9	ENSOANG00000000204	1
ENSMUSG00000032454	9	ENSOANG00000002685	1
ENSMUSG00000032456	9	ENSOANG00000002680	1
ENSMUSG00000032459	9	ENSOANG00000003416	1
ENSMUSG00000032462	9	ENSOANG00000014698	Contig907
ENSMUSG00000032468	9	ENSOANG00000015678	Ultra112
ENSMUSG00000032469	9	ENSOANG00000007783	Contig4449
ENSMUSG00000032470	9	ENSOANG00000007543	5
ENSMUSG00000032475	9	ENSOANG00000000608	Ultra690
ENSMUSG00000032477	9	ENSOANG00000015721	Contig13149
ENSMUSG00000032481	9	ENSOANG00000009305	Contig3048
ENSMUSG00000032484	9	ENSOANG00000021716	Contig10260
ENSMUSG00000032487	1	ENSOANG00000001026	Ultra341
ENSMUSG00000032495	9	ENSOANG00000003510	Contig22758
ENSMUSG00000032497	9	ENSOANG00000015304	Ultra389
ENSMUSG00000032498	9	ENSOANG00000015305	Ultra389
ENSMUSG00000032500	9	ENSOANG00000015308	Ultra389
ENSMUSG00000032501	15	ENSOANG00000008111	4
ENSMUSG00000032502	9	ENSOANG00000015309	Ultra389
ENSMUSG00000032503	9	ENSOANG00000001369	Ultra389
ENSMUSG00000032504	9	ENSOANG00000008307	Contig385
ENSMUSG00000032507	9	ENSOANG00000008310	Contig385
ENSMUSG00000032508	9	ENSOANG00000001175	Contig23566
ENSMUSG00000032511	9	ENSOANG00000014912	Contig4413
ENSMUSG00000032512	9	ENSOANG00000009844	Contig1661
ENSMUSG00000032513	9	ENSOANG00000009845	Contig1661
ENSMUSG00000032514	9	ENSOANG00000009846	Contig1661
ENSMUSG00000032518	9	ENSOANG00000015121	Ultra117
ENSMUSG00000032519	9	ENSOANG00000015119	Ultra117
ENSMUSG00000032523	9	ENSOANG00000004353	Contig39312
ENSMUSG00000032526	9	ENSOANG00000009580	Ultra517
ENSMUSG00000032527	9	ENSOANG00000019780	Contig14921
ENSMUSG00000032530	9	ENSOANG00000003582	Ultra117
ENSMUSG00000032532	9	ENSOANG00000011995	Contig3061
ENSMUSG00000032536	9	ENSOANG00000015118	Ultra117
ENSMUSG00000032540	9	ENSOANG00000010081	Ultra51
ENSMUSG00000032548	9	ENSOANG00000022240	Ultra221
ENSMUSG00000032549	9	ENSOANG00000031623	Contig2824
ENSMUSG00000032551	9	ENSOANG00000030142	Ultra117
ENSMUSG00000032553	9	ENSOANG00000014581	Contig5367
ENSMUSG00000032555	9	ENSOANG00000006784	Ultra117
ENSMUSG00000032556	9	ENSOANG00000006782	Ultra117
ENSMUSG00000032558	9	ENSOANG00000006780	Ultra117
ENSMUSG00000032561	9	ENSOANG00000006774	Ultra117
ENSMUSG00000032563	9	ENSOANG00000006770	Ultra117
ENSMUSG00000032564	9	ENSOANG00000006772	Ultra117
ENSMUSG00000032567	9	ENSOANG00000006766	Ultra117
ENSMUSG00000032570	9	ENSOANG00000006763	Ultra117
ENSMUSG00000032571	9	ENSOANG00000006762	Ultra117
ENSMUSG00000032575	9	ENSOANG00000012791	14
ENSMUSG00000032577	9	ENSOANG00000012789	14
ENSMUSG00000032578	9	ENSOANG00000007470	Ultra474
ENSMUSG00000032579	9	ENSOANG00000020934	Contig5771
ENSMUSG00000032580	9	ENSOANG00000006557	X5
ENSMUSG00000032582	9	ENSOANG00000006556	X5
ENSMUSG00000032583	9	ENSOANG00000003537	X5
ENSMUSG00000032584	9	ENSOANG00000003529	X5
ENSMUSG00000032586	9	ENSOANG00000015312	Contig8199
ENSMUSG00000032590	9	ENSOANG00000007146	Contig4312
ENSMUSG00000032591	9	ENSOANG00000007143	Contig4312
ENSMUSG00000032593	9	ENSOANG00000015281	Contig5922
ENSMUSG00000032594	9	ENSOANG00000010236	Contig29060
ENSMUSG00000032596	9	ENSOANG00000012650	Contig17632
ENSMUSG00000032598	9	ENSOANG00000030388	Contig41817
ENSMUSG00000032599	9	ENSOANG00000001845	Ultra32
ENSMUSG00000032601	9	ENSOANG00000020926	Contig7976
ENSMUSG00000032602	9	ENSOANG00000007566	Contig9732
ENSMUSG00000032604	9	ENSOANG00000014118	Contig3982
ENSMUSG00000032606	9	ENSOANG00000022614	Contig23163
ENSMUSG00000032607	9	ENSOANG00000001372	Contig23163
ENSMUSG00000032609	9	ENSOANG00000013712	Ultra238
ENSMUSG00000032612	9	ENSOANG00000013806	Ultra529
ENSMUSG00000032615	11	ENSOANG00000001261	2
ENSMUSG00000032621	13	ENSOANG00000005029	Contig1053
ENSMUSG00000032624	17	ENSOANG00000010888	Contig4912
ENSMUSG00000032625	6	ENSOANG00000006331	Ultra80
ENSMUSG00000032633	11	ENSOANG00000001264	2
ENSMUSG00000032637	7	ENSOANG00000013115	Contig10479
ENSMUSG00000032643	4	ENSOANG00000002475	Ultra472
ENSMUSG00000032648	19	ENSOANG00000013714	Contig20882
ENSMUSG00000032649	1	ENSOANG00000001004	Ultra341
ENSMUSG00000032652	6	ENSOANG00000000735	Ultra121
ENSMUSG00000032666	1	ENSOANG00000001005	Ultra341
ENSMUSG00000032673	11	ENSOANG00000011186	Ultra56
ENSMUSG00000032688	18	ENSOANG00000030057	Contig31071
ENSMUSG00000032698	2	ENSOANG00000007401	3
ENSMUSG00000032702	19	ENSOANG00000008293	X5
ENSMUSG00000032705	12	ENSOANG00000002546	Contig180820
ENSMUSG00000032714	10	ENSOANG00000005967	Contig25129
ENSMUSG00000032717	17	ENSOANG00000015440	Contig1111
ENSMUSG00000032718	6	ENSOANG00000000732	Ultra121
ENSMUSG00000032719	1	ENSOANG00000001721	Contig1612
ENSMUSG00000032733	9	ENSOANG00000005085	Contig22198
ENSMUSG00000032735	18	ENSOANG00000013016	Contig9022
ENSMUSG00000032737	7	ENSOANG00000028318	Contig110801
ENSMUSG00000032740	11	ENSOANG00000011182	Ultra56
ENSMUSG00000032741	5	ENSOANG00000028397	Contig5183
ENSMUSG00000032743	7	ENSOANG00000012486	Ultra302
ENSMUSG00000032744	4	ENSOANG00000010000	Contig704
ENSMUSG00000032745	13	ENSOANG00000013639	Ultra512
ENSMUSG00000032750	X	ENSOANG00000013072	6
ENSMUSG00000032763	10	ENSOANG00000021375	Contig36558
ENSMUSG00000032769	1	ENSOANG00000013522	Contig1416
ENSMUSG00000032776	7	ENSOANG00000007231	Ultra518
ENSMUSG00000032777	7	ENSOANG00000021041	Contig22654
ENSMUSG00000032782	11	ENSOANG00000029746	Contig25140
ENSMUSG00000032783	15	ENSOANG00000002869	Contig9204
ENSMUSG00000032786	9	ENSOANG00000014853	14
ENSMUSG00000032788	10	ENSOANG00000006471	Ultra222
ENSMUSG00000032796	17	ENSOANG00000000432	Ultra138
ENSMUSG00000032802	2	ENSOANG00000013650	Contig12407
ENSMUSG00000032803	9	ENSOANG00000006783	Ultra117
ENSMUSG00000032806	X	ENSOANG00000012269	Contig20824
ENSMUSG00000032807	11	ENSOANG00000001188	Contig20076
ENSMUSG00000032815	8	ENSOANG00000004838	11
ENSMUSG00000032816	9	ENSOANG00000011112	Contig7356
ENSMUSG00000032818	18	ENSOANG00000014833	3
ENSMUSG00000032826	3	ENSOANG00000009296	Ultra445
ENSMUSG00000032834	10	ENSOANG00000006477	Ultra222
ENSMUSG00000032839	9	ENSOANG00000003645	Ultra359
ENSMUSG00000032841	2	ENSOANG00000011768	3
ENSMUSG00000032842	17	ENSOANG00000003601	Contig19945
ENSMUSG00000032845	18	ENSOANG00000014107	3
ENSMUSG00000032846	13	ENSOANG00000013086	Contig1976
ENSMUSG00000032849	14	ENSOANG00000014917	Ultra284
ENSMUSG00000032852	2	ENSOANG00000020831	Contig15055
ENSMUSG00000032854	3	ENSOANG00000009293	Ultra445
ENSMUSG00000032855	17	ENSOANG00000032292	Contig35712
ENSMUSG00000032860	7	ENSOANG00000014477	Contig34046
ENSMUSG00000032864	2	ENSOANG00000011771	3
ENSMUSG00000032867	5	ENSOANG00000021501	Contig5701
ENSMUSG00000032870	4	ENSOANG00000012369	Ultra467
ENSMUSG00000032872	9	ENSOANG00000001266	Ultra483
ENSMUSG00000032878	11	ENSOANG00000011176	Ultra56
ENSMUSG00000032883	1	ENSOANG00000013598	Ultra232
ENSMUSG00000032890	4	ENSOANG00000021495	Contig45676
ENSMUSG00000032897	4	ENSOANG00000012367	Ultra467
ENSMUSG00000032898	5	ENSOANG00000012062	Contig13433
ENSMUSG00000032902	3	ENSOANG00000002611	Ultra269
ENSMUSG00000032908	1	ENSOANG00000001427	Ultra235
ENSMUSG00000032911	9	ENSOANG00000011374	Contig18144
ENSMUSG00000032913	3	ENSOANG00000002648	7
ENSMUSG00000032921	11	ENSOANG00000029059	Contig23136
ENSMUSG00000032925	14	ENSOANG00000011309	Ultra284
ENSMUSG00000032932	16	ENSOANG00000002975	Contig9756
ENSMUSG00000032939	8	ENSOANG00000013754	Ultra517
ENSMUSG00000032940	16	ENSOANG00000008231	Ultra388
ENSMUSG00000032942	7	ENSOANG00000007738	Contig2811
ENSMUSG00000032946	19	ENSOANG00000007479	Contig25493
ENSMUSG00000032948	16	ENSOANG00000008224	Ultra388
ENSMUSG00000032965	16	ENSOANG00000007495	Contig14
ENSMUSG00000032968	1	ENSOANG00000022497	Contig15020
ENSMUSG00000032977	10	ENSOANG00000028320	Ultra489
ENSMUSG00000032978	4	ENSOANG00000009729	Ultra412
ENSMUSG00000032988	15	ENSOANG00000014680	Contig1626
ENSMUSG00000033004	14	ENSOANG00000029278	Contig41577
ENSMUSG00000033006	15	ENSOANG00000003894	Contig54651
ENSMUSG00000033007	1	ENSOANG00000021816	Contig53060
ENSMUSG00000033009	8	ENSOANG00000002091	4
ENSMUSG00000033014	3	ENSOANG00000004514	7
ENSMUSG00000033016	18	ENSOANG00000010133	Ultra314
ENSMUSG00000033020	15	ENSOANG00000014684	Contig1626
ENSMUSG00000033021	1	ENSOANG00000020026	Contig31875
ENSMUSG00000033022	18	ENSOANG00000011621	Contig13568
ENSMUSG00000033031	16	ENSOANG00000008829	Ultra145
ENSMUSG00000033032	18	ENSOANG00000007174	Contig35297
ENSMUSG00000033033	19	ENSOANG00000001635	Ultra272
ENSMUSG00000033039	15	ENSOANG00000007601	Contig17724
ENSMUSG00000033044	11	ENSOANG00000028736	Contig20403
ENSMUSG00000033047	15	ENSOANG00000004150	Ultra727
ENSMUSG00000033053	19	ENSOANG00000005027	X5
ENSMUSG00000033055	15	ENSOANG00000011227	Contig8812
ENSMUSG00000033059	2	ENSOANG00000009608	Contig7046
ENSMUSG00000033060	14	ENSOANG00000021984	Contig2809
ENSMUSG00000033068	2	ENSOANG00000020092	Contig21926
ENSMUSG00000033080	2	ENSOANG00000006497	Contig34541
ENSMUSG00000033083	14	ENSOANG00000002567	2
ENSMUSG00000033088	15	ENSOANG00000003549	Contig11911
ENSMUSG00000033099	15	ENSOANG00000005801	Contig9665
ENSMUSG00000033105	10	ENSOANG00000030526	Contig25489
ENSMUSG00000033106	8	ENSOANG00000022474	Contig75748
ENSMUSG00000033111	14	ENSOANG00000021032	Contig5025
ENSMUSG00000033124	1	ENSOANG00000006890	Contig34194
ENSMUSG00000033126	10	ENSOANG00000013562	Contig273
ENSMUSG00000033128	15	ENSOANG00000012915	Contig11763
ENSMUSG00000033147	3	ENSOANG00000022268	Contig31342
ENSMUSG00000033149	16	ENSOANG00000030297	Contig18319
ENSMUSG00000033152	6	ENSOANG00000005846	Contig4960
ENSMUSG00000033157	16	ENSOANG00000007207	Contig8831
ENSMUSG00000033161	3	ENSOANG00000014006	4
ENSMUSG00000033166	14	ENSOANG00000010027	Ultra72
ENSMUSG00000033170	15	ENSOANG00000008730	Ultra136
ENSMUSG00000033174	6	ENSOANG00000021409	Ultra32
ENSMUSG00000033177	16	ENSOANG00000008997	Contig12794
ENSMUSG00000033182	6	ENSOANG00000029935	Ultra32
ENSMUSG00000033186	14	ENSOANG00000030424	Ultra72
ENSMUSG00000033187	16	ENSOANG00000021429	Contig17167
ENSMUSG00000033191	4	ENSOANG00000008211	Ultra388
ENSMUSG00000033208	10	ENSOANG00000013550	Contig273
ENSMUSG00000033209	5	ENSOANG00000008825	Ultra252
ENSMUSG00000033210	16	ENSOANG00000013600	Ultra142
ENSMUSG00000033213	2	ENSOANG00000019779	Contig27343
ENSMUSG00000033214	14	ENSOANG00000011880	Ultra284
ENSMUSG00000033216	6	ENSOANG00000009108	Ultra32
ENSMUSG00000033220	15	ENSOANG00000013618	Contig1209
ENSMUSG00000033222	3	ENSOANG00000030138	Contig67255
ENSMUSG00000033227	1	ENSOANG00000009250	Contig28069
ENSMUSG00000033228	15	ENSOANG00000028930	2
ENSMUSG00000033249	8	ENSOANG00000002419	Contig15375
ENSMUSG00000033256	2	ENSOANG00000005759	Contig9213
ENSMUSG00000033276	1	ENSOANG00000000575	Contig32018
ENSMUSG00000033282	8	ENSOANG00000013406	Contig65
ENSMUSG00000033285	3	ENSOANG00000003070	Ultra182
ENSMUSG00000033295	4	ENSOANG00000006400	Ultra222
ENSMUSG00000033306	16	ENSOANG00000013793	7
ENSMUSG00000033307	10	ENSOANG00000012186	Contig2621
ENSMUSG00000033316	5	ENSOANG00000022029	Contig6522
ENSMUSG00000033319	18	ENSOANG00000008821	Contig11861
ENSMUSG00000033323	18	ENSOANG00000010132	Ultra314
ENSMUSG00000033326	4	ENSOANG00000006398	Ultra222
ENSMUSG00000033335	9	ENSOANG00000013365	Contig1783
ENSMUSG00000033342	3	ENSOANG00000029070	Contig5180
ENSMUSG00000033352	11	ENSOANG00000019957	Contig3522
ENSMUSG00000033361	X	ENSOANG00000008292	Contig18882
ENSMUSG00000033373	12	ENSOANG00000000663	Ultra164
ENSMUSG00000033377	3	ENSOANG00000003191	Ultra496
ENSMUSG00000033379	4	ENSOANG00000009009	Contig38274
ENSMUSG00000033382	18	ENSOANG00000022378	Contig7324
ENSMUSG00000033383	16	ENSOANG00000000868	7
ENSMUSG00000033386	3	ENSOANG00000001534	Contig3757
ENSMUSG00000033389	11	ENSOANG00000009395	Contig7919
ENSMUSG00000033392	9	ENSOANG00000008308	Contig385
ENSMUSG00000033400	3	ENSOANG00000008036	Ultra496
ENSMUSG00000033411	2	ENSOANG00000003729	Contig1953
ENSMUSG00000033416	10	ENSOANG00000028743	Contig40737
ENSMUSG00000033417	19	ENSOANG00000007361	Ultra272
ENSMUSG00000033419	9	ENSOANG00000001271	Ultra483
ENSMUSG00000033420	6	ENSOANG00000021648	Contig12572
ENSMUSG00000033427	10	ENSOANG00000015173	Contig3104
ENSMUSG00000033429	7	ENSOANG00000010368	5
ENSMUSG00000033430	8	ENSOANG00000008181	11
ENSMUSG00000033434	5	ENSOANG00000014278	Contig37067
ENSMUSG00000033439	3	ENSOANG00000012057	Ultra496
ENSMUSG00000033450	17	ENSOANG00000011951	Contig2948
ENSMUSG00000033453	9	ENSOANG00000005803	Contig8793
ENSMUSG00000033454	12	ENSOANG00000009456	Contig3087
ENSMUSG00000033458	7	ENSOANG00000010366	5
ENSMUSG00000033467	5	ENSOANG00000004012	Ultra86
ENSMUSG00000033470	14	ENSOANG00000015552	Ultra336
ENSMUSG00000033478	19	ENSOANG00000001558	Ultra272
ENSMUSG00000033486	2	ENSOANG00000003952	Contig9237
ENSMUSG00000033487	14	ENSOANG00000015550	Ultra336
ENSMUSG00000033488	1	ENSOANG00000000952	Ultra341
ENSMUSG00000033491	9	ENSOANG00000001273	Ultra483
ENSMUSG00000033499	13	ENSOANG00000006100	Ultra274
ENSMUSG00000033501	16	ENSOANG00000010810	Ultra297
ENSMUSG00000033502	3	ENSOANG00000001831	Contig737
ENSMUSG00000033510	7	ENSOANG00000011103	5
ENSMUSG00000033526	2	ENSOANG00000020382	Contig12435
ENSMUSG00000033530	12	ENSOANG00000015364	1
ENSMUSG00000033542	6	ENSOANG00000007775	Contig29016
ENSMUSG00000033543	9	ENSOANG00000013776	5
ENSMUSG00000033544	1	ENSOANG00000000955	Ultra341
ENSMUSG00000033545	8	ENSOANG00000020009	Contig1169
ENSMUSG00000033554	3	ENSOANG00000004360	Ultra308
ENSMUSG00000033557	1	ENSOANG00000000956	Ultra341
ENSMUSG00000033565	15	ENSOANG00000007489	Ultra169
ENSMUSG00000033577	9	ENSOANG00000000943	Ultra483
ENSMUSG00000033578	X	ENSOANG00000004214	Ultra519
ENSMUSG00000033579	8	ENSOANG00000012891	Contig1296
ENSMUSG00000033589	14	ENSOANG00000001144	Contig5327
ENSMUSG00000033590	9	ENSOANG00000004161	Contig791
ENSMUSG00000033594	8	ENSOANG00000004835	11
ENSMUSG00000033595	14	ENSOANG00000031756	Contig909
ENSMUSG00000033596	8	ENSOANG00000012835	Contig3770
ENSMUSG00000033597	17	ENSOANG00000029090	Contig27268
ENSMUSG00000033610	19	ENSOANG00000000745	Ultra12
ENSMUSG00000033615	5	ENSOANG00000006513	Ultra84
ENSMUSG00000033618	16	ENSOANG00000014531	Contig3859
ENSMUSG00000033623	5	ENSOANG00000006514	Ultra84
ENSMUSG00000033624	8	ENSOANG00000001154	Ultra55
ENSMUSG00000033628	18	ENSOANG00000003359	3
ENSMUSG00000033629	9	ENSOANG00000022450	Contig40334
ENSMUSG00000033633	8	ENSOANG00000015276	Contig6231
ENSMUSG00000033644	14	ENSOANG00000010778	Contig909
ENSMUSG00000033671	1	ENSOANG00000000968	Ultra341
ENSMUSG00000033676	7	ENSOANG00000009525	Ultra292
ENSMUSG00000033684	1	ENSOANG00000004482	Ultra341
ENSMUSG00000033685	7	ENSOANG00000007210	Contig19231
ENSMUSG00000033697	15	ENSOANG00000003527	Contig341
ENSMUSG00000033701	1	ENSOANG00000000970	Ultra341
ENSMUSG00000033703	8	ENSOANG00000001159	Ultra55
ENSMUSG00000033706	6	ENSOANG00000022225	Contig30749
ENSMUSG00000033712	14	ENSOANG00000009829	Contig6189
ENSMUSG00000033713	12	ENSOANG00000003851	Contig12109
ENSMUSG00000033720	6	ENSOANG00000021070	Contig10502
ENSMUSG00000033721	3	ENSOANG00000001033	Ultra488
ENSMUSG00000033722	1	ENSOANG00000009632	Contig9866
ENSMUSG00000033730	14	ENSOANG00000000690	5
ENSMUSG00000033732	8	ENSOANG00000029674	Contig50658
ENSMUSG00000033740	1	ENSOANG00000007275	7
ENSMUSG00000033762	15	ENSOANG00000003526	Contig341
